fileName,Max Dep Ref,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
8.1 nba small large array - Solutions.xlsx.xlsx,Box Scores:F929959,4,1,4,1
sections.xlsx,ASTM WTM:G16,3,0,2,0
2019-06-11-0854_morus_australis.xlsx,Measurements:C13,20,0,5,0
positive and negative terms.xlsx,Sheet1:I4616,1,0,1,0
3.17.Practical-example.Confidence-intervals-exercise-solution.xlsx,Al Bundy:C14972,1,0,1,0
UCI_bank_marketing.xlsx,DAILY RANGE:C4,3,0,3,0
TutkaBay17May16 CTD data.xlsx,Data:BI107,2,0,1,0
RaveJump2-R94.xlsx,Base Game:R2,4,0,3,0
Rodrigo_Jacome_Enero.xlsx,RMI - ENERO 2017:T14,18,0,4,0
FrenchMeadows_2020_combined.xlsx,TREE:B36,1,0,1,0
EON GAS - Copy (3).xlsx,RHT Rates:Z5,1,0,1,0
Schneider Equivalent Point Map.xlsx,Logical Map by Type:F200,186,1,94,1
mike_grigsby__27934__HS_WESTall1025.xlsx,Months:F4,4,0,2,0
sigeven_rote_rte001_controle_de_defeitos_manter_evento.xlsx,reteste2:F12,1,0,1,0
CX - MQSeries Downsizing & Upgrade Ballpark Estimation v0.7.xlsx,Timeline and Est :D4,1,0,1,0
nasdaq_result.xlsx,bot:F2539,1,0,1,0
20170515_MSR9005_cd3_1436_subset_fix_Lx.xlsx,cd3 L2 subs:V20,2,0,1,0
2017_q1_dec.xlsx,December 2016:M1588,1,0,1,0
CHILD STATUS - UNICEF_Expanded_Global_Databases_Overweight_May_2018.xlsx,Latest:X30,2,0,1,0
PSD_air_8_scans.xlsx,PSD_air_8_scans:B14,4,0,3,0
overhand_flat_statistics_freestyle_KNN(2)-checkpoint.xlsx,RapidMiner Data:B103,1,0,1,0
Mayacalibration__2014a.xlsx,data:J20,23,0,21,0
Fallzahlen_Kum_Tab_20210721_075055.xlsx,Fälle-Todesfälle-gesamt:B301,3,0,2,0
Unit1 homework aa.xlsx,Bonus:C32,5,0,2,0
test_prior 90.xlsx,Goal:B2,1,0,1,0
TOPPLATFORM PROFILES.xlsx,Sheet2:B11,1,0,1,0
Robin.xlsx,참조 테이블:J4,3,0,2,0
Vgas.xlsx,Cortante:F30490,3,0,1,0
Day 4 High-Entropy Passphrases.xlsx,Day4Part2:GB28,14,0,4,0
Sample_Libreview_forCoding.xlsx,Sample_Libreview_forCoding:C3983,9,1,5,1
110_个别报表_2019年度_润港化工_V0.1.xlsx,未审报表分析:F51,22,1,7,1
BBG_Security_Application_User_List_v5_10.xlsx,Position:BF5,1,0,1,0
ISBN_2013.xlsx,2013:F9956,1,0,1,0
2019 WGWIDE hom SCO exchange format demersal fleet discards 2018 data.xlsx,length VIa:A10,1,1,1,1
SedimentDatabase_TE.xlsx,Data:B1577,1,1,1,1
Product_Spec_Migration-1000-1199.xlsx,sheet:EJ15,0,0,0,0
b76_0118.xlsx,Sheet1:C5,1,0,1,0
error-apportionment.xlsx,CSs and Loads:C19,460,5,261,5
ListaIssueTratada.xlsx,Plan2:B709,1,0,1,0
Anexos-RTN-Setembro-2018.xlsx,4.1:F5,1,0,1,0
rick_buy__32843__Summary Oct 08.xlsx,Graph Data Sep 10:C181,6,0,4,0
publishedweek512021new.xlsx,Covid-19 - Daily registrations:A632,1,0,1,0
laravel-excel-pyxiHR0K1nvw8oZ9I9mJQ6cFTU5xaVDO.xlsx,Ammortization:K8,100,1,55,1
Apps_2017_18.xlsx,Initial Pop - TEST OPT:I5560,1,0,1,0
bikeshare-completed.xlsx,bikeshare-hour:B11401,7,0,2,0
sample-log-01.xlsx,DATA01:X3217,3,0,1,0
michelle_lokay__26822__Sept00pnr.xlsx,Reliant_27060 (blank):K13,101,1,100,1
（总表）大化二中在校生疫苗接种摸底排查登记表.xlsx,高一高二高三已打:D4596,1,0,1,0
NHL2009-10.xlsx,2009-10:GB605,0,0,0,0
Zaius-EVT3-Thermal Report-TR-R01-20170627.xlsx,Summary:G18,2,0,1,0
grading-sheet-template.xlsx,Final Semestral Grade:F35,2,0,2,0
Machine1TrOWLClassification.xlsx,Prediction Results:B104,1,0,1,0
VT_EUReg_IND_V1p7.xlsx,IAL ICU INF:F193,4925,56,137,59
Disposal__building__reinforcement_steel__to_recycling_CH_U_AusSD_U.xlsx,Cut-off Criteria Output:F177,7,0,4,0
mike_grigsby__27862__HS_WESTall1115.xlsx,Months:F4,4,0,2,0
tuning.xlsx,Sheet1:H45,1,0,1,0
apr14_base.xlsx,Dates:D3,13,0,2,0
amitim_2016_4_313.xlsx,לא סחיר - קרנות השקעה:F112,3,0,2,0
standard_deviation_full.xlsx,Sheet1:AA2,0,0,0,0
vicon_xbee_trial_210721.xlsx,Sheet4:K10,2,0,1,0
Data_QAA.xlsx,TS:K2893,1,0,1,0
visitors_2012.xlsx,Kalenteri:A1,7,0,3,0
Kennedy_GPS_Jan31_2018.xlsx,Kennedy:G7950,1,0,1,0
全家台中盟立自動Cut.xlsx,估算:L1088,1,0,1,0
Mushroom-RandomTarget-ExpDataFile-Analysis-11 April 2021.xlsx,Capability:A9,36,0,4,0
Deliverable 1.xlsx,Kickstarter_Challenge:J2106,2,0,2,0
DescriptionVI & HS Code 2018_rev06 - Copy.xlsx,Master-HSCode-VI:A2,1,0,1,0
LUONG - 17 bao cao.xlsx,CC - 05:E4,95,2,63,2
SitP3.xlsx,Worksheet:AZ17,0,0,0,0
W02-V04-Average Max Min Soln.xlsx,Sales 2016:B12,9,0,3,0
Upwelling_Final-Feb 2018.xlsx,Sheet3:AD421,0,0,0,0
BookFlightpersons.xlsx,persons:D26531,1,0,1,0
HW 1-Rafael de Mendonca-Workbook.xlsx,Data:N3323,2,0,1,0
GPBUSD_EURGPB_EURUSD_19890627_20190225_1D.xlsx,GBPUSD_MP_20190226_204329:K4342,2,0,2,0
20190712 170521 Cut 2 效益.xlsx,多點斷筋:W703880,4,0,3,0
dailybriefingANALYSIS.xlsx,Speechonly:C184,32,0,13,0
Eudaimonia.xlsx,Yohanes (Sep):J6,3,0,3,0
mary_fischer__25626__1291.xlsx,E12.XLS:M33,15,0,15,0
PointsCercle1.xlsx,Feuil4:I5,2,0,2,0
Entrée Bayonne 1749-1780.xlsx,Entrées:M2660,3,0,2,0
ef56572934e65045f41571115f1fd689.xlsx,Fev:I468,3,0,2,0
RES_SLP_2012.xlsx,RES:D16485,8,0,8,0
BRL Roles Folios Properties Items WIP 130521.xlsx,Property Items:G5,121,1,91,1
2d_evaluation_template.xlsx,Rotated trajectory:D1291,9,0,5,0
BFT_MED_QuarterlyCPUE.xlsx,Hoja1:B14,9,0,7,0
HISTORIS_KUKAR_2000-2010_data RPJMD-Rev2.xlsx,Lahan sawah:F29,8,0,4,0
5_Stats_Ready_Meşrubat_Satışları_2019-2018_ANOVA.xlsx,2019-2018:E8,1,0,1,0
robin_rodrigue__33531__FTCan_Gas_Bench.xlsx,Sheet12:R702,3,0,2,0
darrell_schoolcraft__7809__imbalsumm0108.xlsx,by type:J4,29,0,28,0
Mexico_Wildfires_2017.xlsx,Veracruz:A151,3,0,3,0
20180618.xlsx,数据处理:K59,3,0,3,0
10年交易计划 - 20181001.xlsx,10年计划-周:G1,7,0,5,0
kc1prapkc02.xlsx,DISKBUSY:V191,4,0,3,0
Validation_result.xlsx,VA_region_P:O113101,1,0,1,0
GF-FOR-025 Formato Evaluacion de Proveedores.xlsx,CALIFICACION PROVEEDORES:L2,3,0,3,0
robin_rodrigue__33369__FTCan_Gas_Bench.xlsx,Detail:I2252,1,0,1,0
EITI dataset_3April2015.xlsx,Country-level:AH995,0,0,0,0
220112_FIRMACHAIN_Vesting_for_CSV(SAMPLE).xlsx,Work:AX1450,2,0,1,0
data-1-1-3-StarterBook Lasho.xlsx,Kickstarter:E258,2,0,1,0
SG_Excel_Hwk1.xlsx,Bonus:B4,4,0,1,0
regular_season_final.xlsx,Season Summary:B4,311,6,155,6
btcpricetrainingdata3.xlsx,btcpricetrainingdata3:D1430,1,0,1,0
HashSetBench8.xlsx,CvS100:C41,2,0,2,0
Income Dashboard Excel File_Gaurav Topre.xlsx,Average:A1,5,0,5,0
Restart_Comparison.xlsx,Tahoe:J2,5,0,2,0
SFE1.xlsx,2:X4,3,0,2,0
JRC-IDEES-2015_Tertiary_DE.xlsx,SER_summary:K26,8,0,8,0
CargoTrackingSystem_CallGraph.xlsx,Method:D406,1,0,1,0
Data_Visualization_Exercises_COMPLETE.xlsx,Value-Based Formatting:B468889,5,0,1,0
Stock 23.04.20.xlsx,Target & Achivement:D10,54,0,27,0
EPE.xlsx,Daily Charts:B368,1,0,1,0
All_CIG.xlsx,MCTS:AB36,18,0,12,0
Analyzer_Testdata_v08.xlsx,Core_Calc_ng:H6,1,0,1,0
output_combined.xlsx,Ensemble weekend:B2425,102,1,32,1
股票筹码研究20210714.xlsx,消费:C56,40,0,30,0
laravel-excel-nYLJ0VmTBqJddjMHEEKgu4Ioo5uNT6La.xlsx,Ammortization:K8,100,1,55,1
60604c9f26c1d.xlsx,Province:A10,1,0,1,0
ee37c321-71e2-48e5-9821-91de20ea7207_TESTExcel.xlsx,3. 나누기:C56,2,0,1,0
全家台中盟立自動.xlsx,估算:N3309,1,0,1,0
605f27b10f98f.xlsx,Province:A14,1,0,1,0
RETAIL PRICE LIST APRIL 2018.xlsx,RETAIL:D96,2,0,1,0
Input file US data - final.xlsx,ReservoirData:H13,1,0,1,0
地市新增核对表格 _20点02.xlsx,山东:G6,1,0,1,0
2010_Sweetwater_County_General_PbP.xlsx,Sheet1:AB10,1,0,1,0
relacao_geral_-_vodanet_-_09-10-2012.xlsx,Semanal:C2,10,0,8,0
Deducción Arrendamiento.xlsx,base_trabajo:J23945,6,0,5,0
02-06-2018_104242Đề nghị mua của TPB theo danh sách từ ngày 16 - 31.01.2018-1.xlsx,Đề nghị mua hàng:C17,2,0,2,0
conditional formatting-1-with-guidelines.xlsx,Mountains:C12,6,0,1,0
JMP_2020_WinS_EGY_Egypt.xlsx,Sanitation Data:B26,6,0,1,0
Reltive and Absolute Post.xlsx,Final Summary Table:E22,12,0,2,0
191001_선물데이터_1틱.xlsx,풋매매_상방돌파:B10,120,1,24,1
monika_causholli__28265__Pulp Producers.xlsx,Indonesia:C43,25,0,9,0
snd36data.xlsx,Sheet1:K1343,1,0,1,0
bird.xlsx,bird_list:C419,2,0,2,0
PredictorData2017.xlsx,Monthly:F1331,1,0,1,0
Giroux_Rey30x.xlsx,L1:I2056,1,0,1,0
phillip_platter__31422__EES_Schedule.xlsx,day 2:N11,11,0,11,0
皓天工资1.1-1.31(2).xlsx,在职 (2):AA22,0,0,0,0
Monthly Data.xlsx,Sheet3:O4120,1,0,1,0
Oras2020_07.xlsx,Oras:H186,4,0,2,0
events.xlsx,Raw Event List:A2,10,0,4,0
Marseille entrées 1766.xlsx,Sortie:K97,3,1,2,1
December%2B24%2B2021%2BCOVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily.xlsx,Table 3 - Ambulance:B347946,2,0,2,0
20190204_RootCountryLegend.xlsx,RootCountryLegend:A58,1,0,1,0
Kickstarter_Challenge_Azcona_Pablo.xlsx,Outcomes Based on Goals:B2,4,0,1,0
20161110.xlsx,时期:M982,10,0,6,0
全國訂單明細.xlsx,全國訂單明細:B47,1,0,1,0
darrell_schoolcraft__7786__imbalsumm0107.xlsx,NW:AA5,0,0,0,0
main-results.xlsx,data:M309,4,0,2,0
Stock 01.02.20.xlsx,Target & Achivement:D4,54,1,27,1
xi086IOnSDGhWx4SynXg_StandardNormalDistribution-1569042786247.xlsx,PDF(ProbabilityDistributionFunc:D24,4,0,2,0
phillip_platter__31377__EES_Schedule.xlsx,day 2:N11,9,0,9,0
rivers_analysis.xlsx,sewage rivers YOY:G347365,1,0,1,0
TP1.xlsx,Sheet30:B35,7,0,2,0
ILC Report_13-Jul-2018_132213.xlsx,Weekending_Cal:B4,1,0,1,0
Speed test (UK only) 3 speed fields.xlsx,Speed test (UK only) 3 speed fi:C48213,3,0,3,0
xid可复制.xlsx,cid:G2369,1,0,1,0
2019-05-16-0804_crinodendron_hookerianum (1).xlsx,Measurements:E13,20,0,5,0
EBA Handoff Log_10252018.xlsx,EBA Handoff Log:E7183,3,0,3,0
REMISIONES-- NOVIEMBRE        --- 2 0 1 6.xlsx,OBRADOR REM :A2,265,3,265,3
compare-opt-noopt.xlsx,all_stats_noopt:G3165,2,0,1,0
GL_Driver_Safety_Report_ferguson_20211019_202728.xlsx,Report:C6,1,0,1,0
Copy of CalTest_final_testhomes_uncalibrated_final V2_AdditionalHomes_Leif.xlsx,Summary:C21,8,0,7,0
jonathan_mckay__16893__Rate 11 Balancing - John McKay.xlsx,Rate 11 Balancing:B42,1377,29,273,30
Janssen.GLOBAL.KPI.PAC.Variables.xlsx,KPIs:E5,1,1,1,1
Ranking_2020-09-30.xlsx,avrange of n:AG973,1,0,1,0
01.3.neuralnet_excel.xlsx,Circular v.1:LW4,1,0,1,0
Paretodata.xlsx,data:J23,3,0,3,0
transfusion.xlsx,training normalized:E5,14,0,7,0
manualisasi fix.xlsx,Sheet1:G264,314,3,27,3
trade_data.xlsx,Trade Sheet:L267,3,0,2,0
Ivan Head Count Diciembre_2021.xlsx,NOV TURNOS:F4,7,0,7,0
MPTitle_ACM.xlsx,MPTitle_ACM_1:I98,1,0,1,0
gstorey__12009__pipe_eco.xlsx,Nov-MARCH:C5,27,0,12,0
8. final results.xlsx,Charts:D3,5,0,3,0
indice_nupe_v.4.xlsx,Exemplo_Valor_Mercado:E6,24,0,13,0
python_MRI_percentiled_testing.xlsx,Percentiled mean + MA:B4784,1,0,1,0
Titanium spreadsheet MkII - Copy.xlsx,ChemOffice1:AF81,1,0,1,0
Adwords.xlsx,PPT BASE:B5,4,0,4,0
Chinese Phonetics new 9.xlsx,Sheet7:A1778,2,0,2,0
Elasticity of Power Plant Fuel Type Shifting wrt Fuel Price.xlsx,Calculations:B19,8,0,6,0
باردو.xlsx,المشاريع:A3,1,0,1,0
葛林布雷選股.xlsx,葛林布雷20161023:C591,21,1,10,1
stock_universe_2018_04_25.xlsx,Filter 3:O662,1,0,1,0
chris_dorland__1599__aga1.xlsx,Data:H10,9,0,6,0
tutosat_export_base_sv.xlsx,Examinander:C3,2,0,2,0
Stock Market Results.xlsx,Sheet1:D5,172,1,153,1
RICRF Reporting Workbook v2.xlsx,Summary:D15,3,0,3,0
BLD3.xlsx,ZoneSummary:E14,7,0,4,0
FY17 Renewals Volume Tables.xlsx,TEMPLATE:H336,9,0,5,0
BankTermDepositMarketingAnalysis.xlsx,DAILY RANGE:C4,3,0,3,0
6. Cash Opname - Juni 2018.xlsx,28 Mei :O19,7,0,5,0
Kickstarter_End_Results_Analysis.xlsx,Bonus Analysis 1:D11,4,0,1,0
Veggie Soup.xlsx,1:C12,5,0,4,0
161 Ranking Comunal Educación.xlsx,SELECCIÓN PÚBLICA:A19249,7,0,6,0
Permeance Calculation.xlsx,Perm. Pressure:C20,48,0,5,0
25974703_CYP2C19_frequency_table.xlsx,For CPIC V1:T92,3,0,2,0
VIL-2016-07.xlsx,JULY 19:Q15,8,0,4,0
Master_Sheet.xlsx,Well 1:I7,8,3,6,3
NC_Biogas_Potential.xlsx,TOTAL:B2,11,0,2,0
Eagle River 2015 FINAL.xlsx,Cummulative:B4,7,0,4,0
MODELO 2.4.xlsx,RESUMEN:P1,1,0,1,0
NonTop.xlsx,Sheet 1:R8344,1,0,1,0
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021unor09.xlsx,Výskyt COVID-19 KRAJE:D23,10,0,6,0
Rancho cullen sheet.xlsx,Feb 2012:A9,1,0,1,0
AUTHOR_WDcorpus_tfidf.xlsx,Mapping:F3129,3,0,2,0
migdal_2015_4_1304.xlsx,אג"ח קונצרני:Q24,16,0,12,0
肿瘤病院3月份住院明细.xlsx,尹晓然组:A10,3,0,3,0
FeatureEnvySmellRelationAnalysisOfkeras.xlsx,Analysis:I12,2,0,1,0
ACAP DG PH 7.6 31-03-21.xlsx,Dados sem e com ABAP:G2,30,1,15,1
355571ef-eea4-46a5-8d13-cba2c0f9d5a4.xlsx,Sheet1:AY5317,0,0,0,0
relacao_geral_-_vodanet_-_29-05-2013.xlsx,Faturamento:H391,1,0,1,0
book_43.xlsx,Sheet3:A1,17,1,4,1
Kickstarter Project.xlsx,Percentage table:F5,1,0,1,0
1cm_Fahrt_865_7.xlsx,Tabelle1:R31,1,0,1,0
Data_para_dibujar-RCP45.xlsx,Hoja1:F967,1,0,1,0
raw data - 160903_calcein@NU901andta@901_XRDData.xlsx,Sheet2:C342,1,0,1,0
Infiltration_Mohammed.xlsx,BaseLine:F3,162,4,109,5
Sling Service MasterAudio1222019.xlsx,Sheet1:D49,6,0,5,0
throughput_of_all.xlsx,throughput2:H855,1,0,1,0
Copia de ViajesCientific@s_DEVELOPING_DEVELOPED.xlsx,dummy_output:Z132,2,0,1,0
orgs_manual_coding_sample_am.xlsx,Sheet1:D415,1,0,1,0
02-Homework_01-Excel_Instructions_StarterBook.xlsx,Raw:N2105,2,0,1,0
Taylor_Greenhut_01_Excel_HW.xlsx,Bonus 2:E687,2,0,2,0
Regulated Inequity - Supporting Data for Figures and Exhibits.xlsx,Exhibit V - MM Model:B3,24,1,7,1
WS_Integration Test Case_v1.0_EN.xlsx,User_Function:B2,13,1,13,1
HW4_Team1_UniversalBank.xlsx,Question 4 & 5:Y18,18,0,11,0
full_battery_user7.xlsx,full_battery_user7.csv:C1569,2,0,2,0
Analyysi.xlsx,Sheet5:E11,2,0,1,0
TradeBlotterCDS.xlsx,CdsTrade:B761,2,0,1,0
工作簿1-20181123094550304.xlsx,不良明细:CBJ5,1,0,1,0
KNd896NEMrlZVabZXS4706dRMzqodzPwCt0iMcSL.xlsx,formato:D16,1,0,1,0
perfil_teca_v_sur_s.xlsx,incremental:K962,2,0,1,0
SALDO DEPOSITO2018_lama.xlsx,mar'18:I8,5,0,3,0
KickStarter Data & Charts.xlsx,Summary Data:B85,4,0,3,0
laravel-excel-aAhTpH3tPgefTtEdBXM7hknOPIhhFMz9.xlsx,Ammortization:K8,100,1,55,1
MTH9814_Group6_HW2.xlsx,Exercise6:B1,6,0,5,0
Hefebellock (BLUE TILT).xlsx,Report:D154714,2,0,2,0
exam1v2.xlsx,Problem 1:I23,11,0,7,0
laravel-excel-CvmaPna1ydZJO277CV4Y1D6tbW1A44SV.xlsx,Ammortization:K8,100,1,55,1
Kickstarter_Challenge.copy.xlsx,Outcomes Based on Goals:D3,4,0,1,0
Grants Results History Round over Round + Grant over Grant.xlsx,archived3:A720,12,0,2,0
60606be9396ab.xlsx,Province:A10,1,0,1,0
Khomo_2017.xlsx,incubation:F5,1,0,1,0
LLC-RESONANT-HALF-BRIDGE-CONVERTER-DESIGN-TOOL-FOR-FAN7688 - 760895751.xlsx,Sheet3:A7,3,0,2,0
Plantilla_Presupuesto_ABP_2016-17.xlsx.xlsx,PM:F33,31,0,11,0
expectedBenchmarkResults_UTPM.xlsx,UTPM7 (bench):N2,2,0,2,0
wmhealth_countydetail_20130415-1.xlsx,county_detail:AB180,0,0,0,0
MLB Pipeline.xlsx,Sheet1:C22,1,0,1,0
SEN14.xlsx,Sheet1:D2,5,0,5,0
states_health_ind.xlsx,2. Report:I3,1,0,1,0
工作簿1-20181122132351168.xlsx,不良明细:CBJ5,1,0,1,0
2017_q1_oct.xlsx,September 2016:M2302,1,0,1,0
Mouse_Proteomics_95percent_Volcano.xlsx,th padj .25 nom .021:C7,1,0,1,0
OlympicAthletes_0.xlsx,OlympicAthletes:G318,1,0,1,0
ZBB_Harmonisation_OtZ1EbI.xlsx,Dropdown_List:N4,1,0,1,0
CarSales_Tables.xlsx,DateTable:A463,12,0,2,0
AMA Demand Supply from DW_with Notes.xlsx,2012 Agicuture:G10,2,0,1,0
한국어_연속적_대화_데이터셋.xlsx,Sheet1:C10674,1,0,1,0
Regression.xlsx,Residual_Tests:M4,8,0,8,0
DePalma_Excel StarterBook.xlsx,Stats Table:F1127,1,0,1,0
changemyview.xlsx,Sheet0:A617,2,0,2,0
20200903_WeeklyBankniftyExpiry_Kirubakaran.xlsx,expiry trades:D3,12,0,6,0
h9zhgzkt03.06.2018.xlsx,例:D922,3,0,1,0
Combined Packet Configurator (1.6.22).xlsx,Data Merge Templates:A1,2613,9,2613,10
T_1811_1820.xlsx,std:L1,1,0,1,0
Beamtastic - Workspace Calculator.xlsx,Extras:E58,44,0,9,0
营推表20210504.xlsx,总计(日):CN98,1,0,1,0
FORMATO_EVENTOS_MES_DE_DICIEMBRE_HERNANDO_PAZ.xlsx,RMI - ENERO 2017:AE47,0,0,0,0
이정인_퍼셉트론엑셀.xlsx,Sheet1:F3,7,0,4,0
WORLD.xlsx,Лист1:I2,5,0,2,0
tt.xlsx,Test predictión:AB2,0,0,0,0
BSO - Client List updated 20 February 2017 (2).xlsx,List:E3,91,2,88,2
SPD_20202.xlsx,RPD:F20,6,0,6,0
job-promises20171017.xlsx,funding_plus_announce2017:AF66,0,0,0,0
Tonghoplinhkienthaythe.xlsx,NSHD:O13,3,0,3,0
LouisvilleMetro_Covid-19_Data_January262021.xlsx,Mann-Kendall Trend Tests - BETA:A91,7,0,5,0
Plot2.xlsx,Sheet1:C3,10,0,7,0
各県いわし_181004_カタクチ.xlsx,マイワシ:B27,15,0,9,0
Petersfield_18_Test.xlsx,WyD:V146,4,0,3,0
ML_labeled.xlsx,listing2cleaned:AJ66085,0,0,0,0
WV_Lincoln.xlsx,AL_asphalt material:D26575,45,1,19,1
Final_ERROR_for_software_v1.xlsx,NM-153Sm-EDTMP:X16,1,0,1,0
gitpw32.xlsx,by date:D2627,1,0,1,0
exam2-Matheus.xlsx,Problem 3:D51,25,0,10,0
HCC44_150CPW_BenchmarksV1.1_Cell Cycle_CV_Avg_FC_Zscore_Z'_ValuesOnly.xlsx,Hcc44 CC2 Plate 1+2:DL660,0,0,0,0
NC_natural_gas_consumption_analysis.xlsx,Elec dummy only model:F10,10,0,6,0
kevin_hyatt__19604__Base Model 111601.xlsx,Unlev. Consolid:B11,191,2,25,2
specPH.2019.09.23_problemstart_1000.xlsx,pH sheet:K5,6,0,4,0
SQTM- 2014.xlsx,TH:E13,4,0,3,0
Multilateral - 32banks_40000txns - Final - Copy.xlsx,4banks 5000txn - elim templ:E5,7,0,4,0
工作簿1 - 副本-20181124100710017.xlsx,不良明细:CBJ5,1,0,1,0
MCET-220 Exam 1 Review.xlsx,Problem 6:E35,18,0,16,0
KickstarterData.xlsx,Sheet5:C5,4,0,1,0
constraints_library.xlsx,Basic Parts:G14,1,0,1,0
Ann Nguyen_Excel_HW_01.xlsx,Bonus:B10,4,0,1,0
AMO43_rezultati_web_1.xlsx,5_kl:E56,1,0,1,0
Presupuesto_ABP_2016-17.xlsx.xlsx,PM:F29,27,0,9,0
Gabarit_StatistiquesDescriptives.xlsx,Calculs:B10014,30,0,2,0
Exercise2.xlsx,14_d:O49,22,0,7,0
BAU Guaranteed Dispatch Perc by Elec Source.xlsx,BGDPbES:B15,35,1,1,1
WIZ練習予定表H31(09).xlsx,フォーマット:A3,41,0,41,0
Davis SOVC_G2012.xlsx,SOVC_G2012:B486,366,19,5,19
Anno 2015.xlsx,Prezzi-Prices:B5575,3,0,2,0
WC_Temp_Loggers.xlsx,2016:A181,1,0,1,0
300-recommended.xlsx,sales data gen:U267,5,0,2,0
SchedulamaticAugB2010.xlsx,Classes:F123,7,0,2,0
2017dataset-excelbackup.xlsx,2017dataset:D585,1,0,1,0
MAM A4 SS PLD Trans 2015Q1 v1.xlsx,Field_Check:C109,1,0,1,0
WallStrecherData.xlsx,Sheet31:E90,2,0,2,0
Buckets and Operating Hours Template.xlsx,Bucket Summary Sheet:C33,1,0,1,0
BALANCE HERRADURA  SEPTIEMBRE         2015  .xlsx,SEPTIEMBRE  2 0 1  5:Z15,9,0,9,0
protein_coding_gene_vlookup.xlsx,genename:A780,1,0,1,0
laravel-excel-zNSy02b37mRh1KfRBP4uvVE7MUm5tEzP.xlsx,ALL:A2162,2,0,1,0
Storage_dispatch_results_Test1___adj2.xlsx,Storage_dispatch_results_Test1:D99,7,0,4,0
MYmQ3IhyEztf65sodEUTMtY5hdKoIEQTNfxAGO19.xlsx,formato:D16,1,0,1,0
SAM-0.01 OR30x100-0.25_3 dataset analysis.xlsx,State026:B88,6,0,1,0
05-Regressao-Logistica-WILBER_LINHARES.xlsx,Credit_Score:L232,1,0,1,0
ENTRA--AGOSTO     2 0 1 4.xlsx,PIERNA:I1,58,1,58,1
SolicitudGrafica_07_09_CO.xlsx,Solicitud gráfica:G4,5,0,5,0
crypto_valuations.xlsx,Watchlist:H54661,2,0,1,0
BASE MAESTRA 13 DE ENERO 2021.xlsx,VINCULADOS:AC4,0,0,0,0
ghgp_data_2020.xlsx,Suppliers:N329,1,0,1,0
icbc_list_cos_2.xlsx,Sheet1:G9,2,0,1,0
S_141_164_09-09-08-46-52.xlsx,Form:F11450,3,0,3,0
HFRI Indices 3.30.2015.xlsx,Indices:BB34,0,0,0,0
Stock 11.06.20.xlsx,Target & Achivement:D13,54,0,27,0
Known Distributions.xlsx,Fun with colors:C4004,1,0,1,0
M_transect_time_series.xlsx,transect_time_series:AB601,0,0,0,0
1641171841Patrick Kenney - Amazing Products Sold (SFBA) - $40K - Women's Apparel - 8_23_21.xlsx,Sheet1:D511,8,0,4,0
menora_2015_3_1144.xlsx,אג"ח קונצרני:Q47,19,0,17,0
18_19_ApprovedBudget_Nat.xlsx,ThisVsPublication:G15,3,0,3,1
KB08_FC_1-2_nachher.xlsx,Berechnung_Yu&Stand:DT14,1101,173,18,174
hunter_shively__12670__Nov_01 Volume Changes.xlsx,Nov 13:I5,1,0,1,0
DATA_NEW_MODEL.xlsx,MODEL:D73,504,6,126,6
ADEK produccion de polos personalizados.xlsx,Estudio ADEK:D23,371,3,135,3
Ranking_2020-11-13.xlsx,avrange of n:AG973,1,0,1,0
DSSMN-BaoGia Dahua T12-2021.xlsx,SPEED DOME:E34,1,0,1,0
visualisations.xlsx,Sheet1 (3):A3,2,0,2,0
MEI19.xlsx,08-05-2020:E18,1,0,1,0
Stock 10.12.19.xlsx,Final Stock:E65,9,0,6,0
工作簿1 - 副本-20181123094744273.xlsx,不良明细:CBJ5,1,1,1,1
District_Dairy_Distances.xlsx,distance_matrix:T2,1,0,1,0
jim_schwieger__14352__TXRRC_STG.xlsx,Comparison to Prior Periods:G12,17,0,12,0
x3s4iqs9vc.06.2018.xlsx,例:D922,3,0,1,0
Aloha_TestCase-v1.4.xlsx,GUI:B2,17,0,17,0
kto_hto.xlsx,кто-хто:B558,1,0,1,0
RMI_noviembre_Genith_Salazar.xlsx,RMI - ENERO 2017:AD45,0,0,0,0
switching model.xlsx,Sheet1:A147,2,0,2,0
rh_timing.xlsx,PL SPI at FPGA:H4,21,0,15,0
Tio Cash Master 0260 Tapestry Thread.xlsx,0261 Tapestry Factors Big View:C101,1,0,1,0
BL Godown Stock Register  November'21.xlsx,22:E10,15,0,7,0
Base Bicentenario 2016-20 - Original 21.05.14.xlsx,2019-20 Recorrido Maipu:F466,5,0,5,0
FY21 Attendance Tracker_Final.xlsx,JUL:A2,1,0,1,0
Stock 20.02.2020.xlsx,Smartphone Sales Report:C5,54,0,27,0
realme stock 04.09.21.xlsx,Report:E6,7,0,5,0
CourseProject_Store_DataSet.xlsx,Top Selling Products:A50,3,0,3,0
工作簿1 - 副本-20181124102621396.xlsx,不良明细:CBJ5,1,0,1,0
3-2-2019.xlsx,Summary:B3,1,0,1,0
Public Node Doc - Balzor (clean).xlsx,Balzor's Node Chart:B185,40,0,16,0
