fileName,Max Dep Ref,NoCompLookupSize,NoCompLookUpTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
robin_rodrigue_000_1_1.pst.270.xls,Sheet9:R936,3,0,2,0
sally_beck_001_1_1_1_1.pst.368.xls,Staffing Details - Summary:L10,3,0,3,0
lisa_gang_000_1_1.pst.37.xls,APRIL (8):O24,10,0,7,0
benjamin_rogers_001_1_1.pst.253.xls,Debt:B32,666,10,25,10
tracy_geaccone_000_1_1.pst.191.xls,Cashflow:H30,139,1,24,1
tracy_geaccone_000_1_1.pst.409.xls,Format:L14,55,1,55,1
kevin_hyatt_000_1_1.pst.170.xls,Sheet1:G12,3,0,3,0
paul_y'barbo_000_1_1.pst.18.xls,JANUARY:AH10,1,0,1,0
chris_germany_000_1_1_1.pst.54.xls,Total Reqs:K645,62,0,32,0
kevin_presto_000_1_1.pst.345.xls,NPCC:H11,2,0,2,0
chris_germany_000_1_2.pst.1044.xls,Sheet2:K288,127,2,64,2
rick_buy_000_1_1_1_1.pst.223.xls,Cost Cancel Details:C18,667,10,13,10
vkaminski_000_1_1_1.pst.279.xls,Jul:C1,66,0,27,0
kevin_presto_000_1_1.pst.289.xls,NPCC:H11,2,0,2,0
rick_buy_000_1_1_1_1.pst.20.xls,Sum Nov 1 to 7:C38,2,0,1,0
michelle_lokay_000_1_2_1.pst.141.xls,Oneok at 2500:E12,20,0,11,0
kimberly_watson_000_1_1.pst.41.xls,Sheet1:F11,19,1,16,1
tori_kuykendall_000_1_1_1.pst.122.xls,Sheet1:C1,3948,43,2922,45
chris_germany_000_1_2.pst.1028.xls,TCO:A13,30,0,1,0
jeff_dasovich_000_1_1_1.pst.80.xls,Load Summary:C16,3,0,3,0
dan_hyvl_000_1_1.pst.116.xls,Sheet1:B6,7,0,7,0
louise_kitchen_000_1_2_1.pst.173.xls,1101:G14,9,0,4,0
lisa_gang_000_1_1.pst.46.xls,LOSSES:C16,3,0,2,0
kevin_hyatt_000_1_1.pst.204.xls,Page 2:G5,101,0,93,0
lindy_donoho_000_1_1_1.pst.143.xls,sort by releasing shipper:O13,1,0,1,0
barry_tycholiz_000_1_1.pst.17.xls,Sheet1:B22,3,0,3,0
chris_germany_000_1_2.pst.359.xls,East Capacity:I1,218,4,176,4
darrell_schoolcraft_000_1_1_1.pst.279.xls,22:C9,7,0,3,0
hunter_shively_000_1_1.pst.412.xls,ENOVATE DPR2:M14,18,0,8,0
louise_kitchen_001_1_1_1.pst.440.xls,Plan Comp:BT11,0,0,0,0
kam_keiser_000_1_1.pst.208.xls,May01:A13,30,0,1,0
steven_p_south_000_1_1.pst.14.xls,Sheet1:D9,5,0,5,0
louise_kitchen_001_1_1_1.pst.327.xls,Portland Trading & Origination:A3,17,0,1,0
kimberly_watson_000_1_1.pst.95.xls,WOT by Month with Red Rock:AL20,10,0,10,0
rick_buy_000_1_2_1.pst.117.xls,A Amort:C9,235,3,84,3
kimberly_watson_000_1_1.pst.2.xls,Current Est Vs. Forecast:D27,9,0,5,0
chris_germany_000_1_2.pst.449.xls,East Capacity:I1,107,1,82,1
kevin_presto_000_1_1.pst.145.xls,NPCC:H11,2,0,2,0
lisa_gang_000_1_1.pst.213.xls,BASE GENERATION FORECAST:C10,7,0,1,0
gstorey_000_1_1.pst.111.xls,king 80-15-5:E2,4951,105,1787,107
kam_keiser_000_1_1.pst.120.xls,support for reclass of ENA:I15,7,0,7,0
rick_buy_000_1_1_1_1.pst.194.xls,Current Risk Pool:F17,5,0,2,0
david_delainey_000_1_1_1.pst.42.xls,Proposed Budget Detail:B21,7,0,7,0
john_zufferli_000_1_1.pst.66.xls,Sheet1:C14,98,1,8,1
sally_beck_000_1_1_1_1.pst.409.xls,EOL New Products:A9,19,0,1,0
don_baughman_000_1_1.pst.131.xls,Sheet1:C20,37,1,17,1
chris_stokley_000_1_1.pst.36.xls,stl_CA20010429v1_loadtoPWX:V7,1,0,1,0
drew_fossum_000_1_1.pst.217.xls,Sempra_1:F19,17,0,14,0
phillip_platter_000_1_1.pst.29.xls,EES-Schedule day 1:F60,10,0,9,0
scott_neal_000_1_1.pst.104.xls,STOR951:D13,13,0,4,0
phillip_allen_000_1_1.pst.241.xls,weekly:L25,10,0,3,0
darron_c_giron_000_1_1_1.pst.119.xls,Results:F280,5,0,5,0
phillip_m_love_001_1_1.pst.251.xls,RM PMA log:F63,2,0,2,1
benjamin_rogers_000_1_1.pst.129.xls,Answers:G93,7,0,5,0
vkaminski_000_1_1_1.pst.63.xls,Sheet1:F6,2,0,1,0
richard_shapiro_000_1_1.pst.125.xls,12-12-00:H11,3,0,2,0
lisa_gang_000_1_1.pst.201.xls,BASE GENERATION FORECAST:C10,7,0,1,0
lisa_gang_000_1_1.pst.287.xls,BASE GENERATION FORECAST:C10,7,0,1,0
bill_williams_iii_000_1_1.pst.6.xls,5-11:S8,3,0,2,0
darrell_schoolcraft_000_1_1_1.pst.160.xls,Jan 2002:A6,31,0,1,0
darron_c_giron_000_1_1_1.pst.191.xls,Run Query:D25,28,0,1,0
peter_keavey_000_1_1.pst.59.xls,Reported:G67,1,0,1,0
jeffrey_a_shankman_000_1_2.pst.116.xls,AGA Storage:G364,1,0,1,0
kate_symes_000_1_1.pst.937.xls,Dec 2000:G15,1,0,1,0
judy_townsend_000_1_1.pst.35.xls,May'01:B4,5,0,5,0
stacey_white_000_1_1.pst.175.xls,Alcoa:C20,273,4,128,4
darrell_schoolcraft_000_1_1_1.pst.434.xls,22:C9,7,0,3,0
chris_germany_000_1_2.pst.432.xls,CGAS:M6,159,2,159,2
joe_parks_000_1_1.pst.247.xls,XL-OPT:P811,363,4,242,4
lindy_donoho_000_1_1_1.pst.155.xls,Rev Assump 2002 w Stretch:K95,2,0,2,0
don_baughman_000_1_1.pst.106.xls,Sheet2:M21,2,0,2,0
michelle_lokay_000_1_2_1.pst.783.xls,Oneok at 1700:D16,20,1,11,1
monika_causholli_000_1_1.pst.41.xls,FOEX:F8,3,0,2,0
daren_farmer_000_1_1.pst.123.xls,Consolidated:M21,1,0,1,0
sally_beck_002_1_1_1.pst.26.xls,template from individuals:B13,5,0,5,0
paul_y'barbo_000_1_1.pst.167.xls,Attachment 3:G29,23,0,19,0
kevin_presto_000_1_1.pst.275.xls,NPCC:H11,2,0,2,0
mike_swerzbin_000_1_1.pst.77.xls,Sheet1:Z13,11,0,1,0
tori_kuykendall_000_1_1_1.pst.22.xls,4-3-01:C20,15,0,6,0
john_forney_000_1_1.pst.59.xls,ERCOT MCP BY INTERVAL:L14,14,0,7,0
chris_germany_000_1_2.pst.29.xls,external:C8,37,0,7,0
darrell_schoolcraft_000_1_1_1.pst.691.xls,Sheet1:G24,4,0,3,0
john_arnold_000_1_2.pst.345.xls,zhp:T70,2,0,2,0
richard_shapiro_000_1_1.pst.141.xls,Sheet1:M21,5,0,5,0
errol_mclaughlin_jr_000_1_1.pst.1.xls,Sheet1:F52,1,0,1,0
daren_farmer_000_1_1.pst.267.xls,Sheet2:J11,3,0,2,0
chris_germany_000_1_2.pst.1113.xls,Sheet1:G7,4,0,2,0
mark_taylor_000_1_1.pst.16.xls,Input:C213,49,0,1,0
sara_shackleton_000_1_1_1.pst.70.xls,Input:C213,46,1,1,1
vkaminski_001_1_2_1.pst.128.xls,EBSCS Waterfall:D8,399,14,20,14
lisa_gang_000_1_1.pst.116.xls,Scheduling:AJ5,0,0,0,0
darron_c_giron_002_1_1_1.pst.147.xls,HouseSave:C38,11,0,11,0
jason_wolfe_000_1_1.pst.19.xls,Sheet1:F19,1,0,1,0
michelle_lokay_000_1_2_1.pst.240.xls,Releases by Acquirer:Q16,1,0,1,0
phillip_m_love_001_1_1.pst.350.xls,pricing:D9,109,2,55,2
david_delainey_000_1_1_1.pst.30.xls,Sheet1:F41,2,0,2,0
john_zufferli_000_1_1.pst.128.xls,Office Pos Summary:BE130,0,0,0,0
kate_symes_000_1_1.pst.120.xls,2-15:S8,3,0,2,0
kim_ward_000_1_2.pst.137.xls,Calpine Deal:B5,9,1,5,1
kevin_ruscitti_000_1_1.pst.35.xls,Sheet1:C1,28,1,14,1
rick_buy_000_1_1_1_1.pst.135.xls,Breakdown:AC13,3,0,3,0
chris_germany_000_1_1_1.pst.187.xls,Feb Setup:V125,306,7,67,7
phillip_allen_000_1_1.pst.225.xls,weekly:I37,10,0,7,0
matt_motley_000_1_1_1.pst.5.xls,Power Desk Daily PriceA:B9,3,0,3,0
theresa_staab_000_1_1.pst.151.xls,Sheet1:C16,4,0,4,0
michelle_lokay_000_1_2_1.pst.155.xls,by type_area:J4,71,1,70,1
eric_linder_000_1_1.pst.110.xls,5-1:S8,3,0,2,0
darrell_schoolcraft_000_1_1_1.pst.709.xls,July 01:A6,61,0,60,0
john_lavorato_001_1_1_1.pst.63.xls,Sheet1:C33,7,0,7,0
robin_rodrigue_000_1_1.pst.131.xls,Sheet1:BY6,0,0,0,0
kim_ward_000_1_2.pst.192.xls,Sheet1:C5,1,0,1,0
benjamin_rogers_001_1_1.pst.114.xls,Debt:B32,666,13,25,13
paul_y'barbo_000_1_1.pst.192.xls,Sheet1:K7,8,0,2,0
bill_williams_iii_000_1_1.pst.9.xls,5-11:S8,3,0,2,0
chris_germany_000_1_1_1.pst.96.xls,Total Reqs:J69,251,4,127,4
joe_stepenovitch_000_1_1.pst.12.xls,Sheet1:C6,2,0,2,0
andy_zipper_000_1_1.pst.72.xls,DD-ENA:F500,8,0,4,0
scott_neal_000_1_1.pst.1.xls,As of 10-3-00:O13,6,0,3,0
phillip_allen_000_1_1.pst.253.xls,Power Curve:J5,31846,1121,1909,1142
john_forney_000_1_1.pst.15.xls,Sheet1:D30,7,0,5,0
scott_neal_000_1_1.pst.246.xls,Sheet1:L48,72,1,51,1
lisa_gang_000_1_1.pst.316.xls,BASE GENERATION FORECAST:C10,7,0,1,0
daren_farmer_001_1_1.pst.1198.xls,Feb 00:V18,5,0,5,0
john_lavorato_000_1_2.pst.0.xls,CBK:E21,5,0,4,0
errol_mclaughlin_jr_000_1_1.pst.123.xls,Test Transactions:A5,30,0,2,0
john_hodge_000_1_1.pst.165.xls,Sheet1:E75,3,0,2,0
chris_dorland_000_1_1_1.pst.6.xls,NWPL & PGE Map:B2,196,1,181,1
chris_dorland_000_1_1_1.pst.44.xls,Results:K7663,2,0,2,0
daren_farmer_002_1_1.pst.31.xls,Offshore- S. Tx- Arklatex- G.C.:C51,10,0,6,0
benjamin_rogers_000_1_1.pst.31.xls,MAPP:G58,5,0,4,0
louise_kitchen_001_1_1_1.pst.481.xls,All Originators by Commodity:G45,194,2,3,2
kevin_hyatt_000_1_1.pst.118.xls,#1@15.15:H38,21,0,18,0
tori_kuykendall_000_1_1_1.pst.106.xls,Sheet1:C1,3948,48,2922,50
scott_neal_000_1_1.pst.218.xls,AGA Storage:G342,1,0,1,0
chris_germany_000_1_2.pst.1158.xls,Ces Retail:J1,324,3,284,4
scott_neal_000_1_1.pst.331.xls,STOR951:D13,13,0,4,0
vladi_pimenov_000_1_1.pst.57.xls,Raw Data:CU4,17832,335,4521,344
lynn_blair_000_1_1.pst.75.xls,May 01:A6,61,0,60,0
tracy_geaccone_000_1_1.pst.164.xls,NNG Imb. & Purch.:S12,8,0,8,0
sally_beck_000_1_1_1_1.pst.261.xls,template from individuals:B13,5,0,5,0
darron_c_giron_000_1_1_1.pst.306.xls,NW7804.1:C5,2,0,2,0
jane_tholt_000_1_1.pst.213.xls,Sheet1:D16,5,0,5,0
benjamin_rogers_000_1_1.pst.172.xls,Debt:B54,364,5,22,6
lynn_blair_000_1_1.pst.121.xls,sort by releasing shipper:O13,1,0,1,0
andy_zipper_000_1_1.pst.89.xls,Deal Detail:B9,453,5,1,5
darrell_schoolcraft_000_1_1_1.pst.105.xls,by type_area:G4,73,0,72,0
kim_ward_000_1_2.pst.165.xls,Sheet1:B9,1,0,1,0
mike_swerzbin_000_1_1.pst.60.xls,Sheet1:L25,5,0,2,0
andy_zipper_000_1_1.pst.190.xls,Consuming East:O2,420,3,52,3
phillip_m_love_000_1_1.pst.151.xls,Physical:D5,4,0,4,0
sara_shackleton_000_1_2.pst.330.xls,Momma Credit Form :I29,3,0,3,0
daren_farmer_000_1_1.pst.250.xls,BMSPT066:A8,261,6,195,6
john_lavorato_000_1_1_1.pst.22.xls,Sheet1:N17,2,0,1,0
vkaminski_001_1_2_1.pst.340.xls,Sheet1:E9,5,0,4,0
daren_farmer_001_1_1.pst.1054.xls,JAN 00:K51,19,0,19,0
phillip_allen_000_1_1.pst.640.xls,report:C7,3,0,3,0
kate_symes_000_1_1.pst.879.xls,3-6:W25,4,0,3,0
john_lavorato_000_1_1_1.pst.0.xls,Sheet3:H45,309,2,54,2
mike_carson_000_1_1.pst.65.xls,Sheet1:D14,5,0,4,0
kim_ward_000_1_1_1.pst.30.xls,LoadProfile:N72,1,0,1,0
richard_ring_000_1_1.pst.125.xls,0100THRU1200MTR:H181,5,0,3,0
lisa_gang_000_1_1.pst.49.xls,LOSSES:C16,3,0,2,0
sara_shackleton_000_1_1_1.pst.99.xls,Input:C4,49,1,1,1
john_forney_000_1_1.pst.42.xls,Sheet1:Q5,2,0,2,0
chris_germany_000_1_1_1.pst.102.xls,Oct-00 EPA:K139,11,0,9,0
john_griffith_000_1_1.pst.28.xls,Barrier:G6,18,0,1,0
chris_germany_000_1_2.pst.118.xls,Sheet1:B8,61,0,7,0
kate_symes_000_1_1.pst.149.xls,3-16:S8,3,1,2,1
chris_germany_000_1_2.pst.86.xls,Apr 2002:C17,34,1,4,1
vkaminski_000_1_1_1.pst.262.xls,SwitchOption:D3,259,2,173,3
daren_farmer_000_1_1.pst.238.xls,BMSPT066:A8,274,7,183,8
sally_beck_000_1_1_1_1.pst.234.xls,March:D5,7,0,4,0
sally_beck_001_1_1_1_1.pst.8.xls,Inventory:G5,8,0,5,0
darrell_schoolcraft_000_1_1_1.pst.462.xls,01-(4):D10,49,0,24,0
theresa_staab_000_1_1.pst.374.xls,Nominations:V18,5,0,5,0
louise_kitchen_000_1_1_1_1.pst.170.xls,ENA:S19,7,1,7,1
darron_c_giron_002_1_1_1.pst.185.xls,Eddie Bauer 4X2:C5,9,0,9,0
phillip_allen_000_1_1.pst.654.xls,Sheet2:B1,1714,30,703,31
john_zufferli_000_1_1.pst.69.xls,Summary Chart :D16,7,0,5,0
monika_causholli_000_1_1.pst.82.xls,Figures:N17,1,0,1,0
stacey_white_000_1_1.pst.254.xls,AlphaSort:F6836,3,0,1,0
darrell_schoolcraft_000_1_1_1.pst.177.xls,22:C9,7,0,3,0
errol_mclaughlin_jr_000_1_1.pst.309.xls,Curve:N13,4,0,2,0
jim_schwieger_000_1_1.pst.34.xls,AGA Storage:G342,1,0,1,0
chris_stokley_000_1_1.pst.0.xls,Capacity ISO to SCL Comparison:H18,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.355.xls,02-(18-19):D10,49,0,24,0
chris_stokley_000_1_1.pst.150.xls,Sheet1:I16,11,1,6,1
paul_y'barbo_000_1_1.pst.126.xls,sort by releasing shipper:O13,1,0,1,0
dutch_quigley_000_1_1.pst.114.xls,Sheet1:G34,4,0,3,0
kevin_presto_000_1_1.pst.374.xls,0524:L32,2,0,2,0
mark_taylor_000_1_1.pst.81.xls,EOL New Countries:A44,14,0,1,0
tracy_geaccone_000_1_1.pst.406.xls,ICAprest:AK18,4,0,3,0
jeff_dasovich_000_1_1_1.pst.14.xls,SCE's Proposal:F27,2,0,2,0
mike_carson_000_1_1.pst.100.xls,Feb 6:D4,31,0,21,0
tracy_geaccone_000_1_1.pst.228.xls,Format:V18,11,0,11,0
lisa_gang_000_1_1.pst.185.xls,day 3:AA12,0,0,0,0
jonathan_mckay_001_1_1.pst.182.xls,quotes:V150,1,0,1,0
joe_parks_000_1_1.pst.206.xls,HH_SWAP:R1,30,0,1,0
benjamin_rogers_001_1_1.pst.120.xls,Variable O&M:C13,218,2,11,2
scott_neal_000_1_1.pst.976.xls,unvested:E8,73,0,43,0
scott_neal_000_1_1.pst.991.xls,Floor Plan:I59,6,0,1,0
daren_farmer_000_1_1.pst.1654.xls,Sheet1:C4,26,0,12,0
errol_mclaughlin_jr_000_1_1.pst.17.xls,Harvardtotal:L36,7,0,5,0
phillip_allen_000_1_1.pst.146.xls,Sheet1:E7,9,0,7,0
larry_campbell_000_1_1.pst.12.xls,Alternative:C11,25,0,5,0
lindy_donoho_000_1_1_1.pst.170.xls,Socal-Avg:B16,30,0,22,0
phillip_allen_000_1_1.pst.1.xls,PowerLoad:C20,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.685.xls,Sheet1:G24,4,0,3,0
jeffrey_a_shankman_000_1_2.pst.218.xls,SDG&E URG:B32,37,1,4,1
danny_mccarty_000_1_1.pst.22.xls,Storage by Risk Category:L42,20,0,10,0
kate_symes_000_1_1.pst.146.xls,3-16:S8,3,0,2,0
chris_germany_000_1_1_1.pst.51.xls,CGAS:B11,135,1,135,1
kay_mann_000_1_1.pst.21.xls,Sheet1:E10,10,0,8,0
scott_neal_000_1_1.pst.21.xls,STOR951:D13,13,0,4,0
michelle_lokay_000_1_2_1.pst.219.xls,Pipeline Benchmark:F9,624,8,351,8
cara_semperger_000_1_1.pst.17.xls,JD-MAL TRANS:C20,3,0,2,0
john_zufferli_000_1_1.pst.111.xls,Sheet1:I18,3,0,3,0
phillip_allen_000_1_1.pst.155.xls,PLANTS:AA31,0,0,0,0
david_delainey_000_1_1_1.pst.24.xls,Mariner:D6,71,1,24,1
drew_fossum_000_1_1.pst.111.xls,111706 (0238):K51,95,1,95,1
lisa_gang_000_1_1.pst.210.xls,EES-Schedule day 1:AA12,0,0,0,0
chris_germany_000_1_2.pst.245.xls,internal:C8,36,0,6,0
vkaminski_001_1_2_1.pst.134.xls,Sheet3:M2,534,43,134,43
phillip_allen_001_1_1.pst.391.xls,Sheet3:B10,5,0,2,0
harry_arora_000_1_1.pst.65.xls,Euro:F11,7,0,1,0
joe_parks_000_1_1.pst.462.xls,Bridgeline DPR2:M12,17,0,7,0
richard_ring_000_1_1.pst.73.xls,Sheet1:N17,2,0,2,0
eric_linder_000_1_1.pst.13.xls,4-10:S8,3,0,2,0
thomas_martin_000_1_1_1.pst.134.xls,Sheet1:L14,13,0,8,0
john_zufferli_000_1_1.pst.94.xls,Sheet1:I18,3,0,3,0
dutch_quigley_000_1_1.pst.123.xls,Sheet1:G34,4,0,3,0
darron_c_giron_000_1_1_1.pst.210.xls,DiffDates:B9,22,0,2,1
don_baughman_000_1_1.pst.189.xls,Sheet1:C20,37,0,17,0
fletcher_sturm_000_1_1.pst.99.xls,Cash:D1,1049,8,25,9
mike_swerzbin_000_1_1.pst.120.xls,Sheet1:AA17,0,0,0,0
holden_salisbury_000_1_1.pst.24.xls,Sheet1:E43,2,0,2,0
monika_causholli_000_1_1.pst.67.xls,FOEX:F23,3,0,2,0
lynn_blair_000_1_1.pst.111.xls,Sheet1:F19,1,0,1,0
gerald_nemec_000_1_1.pst.230.xls,Detail by Month:C45,5,0,3,0
dutch_quigley_000_1_1.pst.105.xls,Sheet1:F5,4,1,4,1
gstorey_000_1_1.pst.92.xls,Potential Nettings:M10,1,0,1,0
kevin_presto_000_1_1.pst.310.xls,NPCC:H11,2,0,2,0
drew_fossum_000_1_1.pst.156.xls,Sheet1:F38,5,0,3,0
mike_swerzbin_000_1_1.pst.41.xls,Data:I37,10,0,2,0
vkaminski_001_1_2_1.pst.125.xls,Metro:G2,716,80,653,80
phillip_allen_001_1_1.pst.381.xls,NTHWST Summary:J4,199,1,1,1
chris_germany_000_1_2.pst.1034.xls,Tenn:E49,349,4,12,4
richard_ring_000_1_1.pst.134.xls,Commnwlth:D16,25,0,7,0
benjamin_rogers_001_1_1.pst.105.xls,Debt:B32,666,10,25,10
kevin_presto_000_1_1.pst.118.xls,NPCC:H11,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.453.xls,22:C9,7,0,3,0
daren_farmer_001_1_1.pst.1099.xls,Data:I81,13,0,4,0
mark_haedicke_000_1_2.pst.21.xls,Sheet1:E21,12,0,10,0
stacey_white_000_1_1.pst.417.xls,Recon:B9,3,0,3,0
lisa_gang_000_1_1.pst.64.xls,LOSSES:C16,3,0,2,0
chris_germany_000_1_2.pst.95.xls,Mar 2002:C17,35,0,4,0
stacey_white_000_1_1.pst.239.xls,Detail Expenses:D58,51,1,4,1
chris_germany_000_1_1_1.pst.143.xls,newpower-purchase 10'00:N83,2,0,2,0
daren_farmer_002_1_1.pst.12.xls,Offshore- S. Tx- Arklatex- G.C.:C51,10,0,6,0
sara_shackleton_000_1_2.pst.30.xls,Momma Credit Form :I29,3,0,3,0
vkaminski_003_1_1_1.pst.79.xls,GREEN BAY:B9,42,1,1,1
daren_farmer_000_1_1.pst.1407.xls,Sheet1:I18,1,0,1,0
peter_keavey_000_1_1.pst.144.xls,Reported:G67,1,0,1,0
james_steffes_000_1_1.pst.162.xls,Sheet1:L14,2,0,2,0
scott_neal_000_1_1.pst.967.xls,Floor Plan:I59,6,0,1,0
john_hodge_000_1_1.pst.20.xls,PROJECT ESTIMATE:I33,10,0,5,0
darrell_schoolcraft_000_1_1_1.pst.676.xls,by type:J4,67,0,66,1
benjamin_rogers_001_1_1.pst.111.xls,Debt:B32,666,11,25,12
sally_beck_001_1_1_1_1.pst.221.xls,Sum Nov 1 to 7:C38,2,0,1,0
lisa_gang_000_1_1.pst.194.xls,Scheduling:AJ5,0,0,0,0
joe_parks_000_1_1.pst.429.xls,Bridgeline DPR2:M12,17,0,7,1
lisa_gang_000_1_1.pst.273.xls,Scheduling:AJ5,0,0,0,0
paul_y'barbo_000_1_1.pst.56.xls,LNG:J4,2921,59,1399,60
lisa_gang_000_1_1.pst.74.xls,LOSSES:C16,3,0,2,0
hunter_shively_000_1_1.pst.406.xls,ENOVATE DPR2:M14,18,1,8,1
scott_neal_000_1_1.pst.243.xls,Sheet1:L48,72,1,51,1
chris_germany_000_1_2.pst.165.xls,Sheet1:E19,4,0,3,0
chris_germany_000_1_2.pst.1123.xls,northeast:H19,4,0,3,0
kevin_ruscitti_000_1_1.pst.141.xls,Sheet1:AP11,0,0,0,0
andrew_lewis_000_1_1.pst.1.xls,Sheet2:A3,455,4,1,4
richard_sanders_000_1_1_1.pst.44.xls,Outstanding Collateral to PX:E20,3,0,3,0
jeff_dasovich_000_1_1_1.pst.119.xls,Week #15:G23,11,0,5,0
darrell_schoolcraft_000_1_1_1.pst.364.xls,MissAla :J36,43,1,13,1
daren_farmer_001_1_1.pst.1208.xls,Feb 00:V18,5,0,5,0
darrell_schoolcraft_000_1_1_1.pst.114.xls,by type_area:G4,73,1,72,1
andy_zipper_000_1_1.pst.54.xls,DD-ENA:F500,6,0,3,0
cara_semperger_000_1_1.pst.23.xls,JD-MAL TRANS:F16,3,0,2,0
john_lavorato_001_1_1_1.pst.86.xls,Months:F4,306,2,153,2
daren_farmer_000_1_1.pst.1161.xls,Offshore- S. Tx- Arklatex- G.C.:C51,10,1,6,1
darrell_schoolcraft_000_1_1_1.pst.701.xls,Sheet4:I1,14,0,14,0
chris_germany_000_1_2.pst.76.xls,Mar 2002:E15,34,1,3,1
harry_arora_000_1_1.pst.1.xls,Model Assumptions:F16,31,0,31,0
fletcher_sturm_000_1_1.pst.39.xls,Sheet1:D19,33,0,32,0
darrell_schoolcraft_000_1_1_1.pst.108.xls,by type_area:G4,73,2,72,2
kevin_presto_000_1_1.pst.151.xls,0524:L32,2,0,2,0
scott_neal_000_1_1.pst.199.xls,Hotlist - Identified :F100,19,0,11,0
michael_maggi_000_1_1_1.pst.17.xls,SC:D35,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.159.xls,01-(4):D10,49,1,24,1
sally_beck_000_1_1_1_1.pst.280.xls,PHYSICAL:H11,5,0,4,0
sara_shackleton_000_1_2.pst.106.xls,Sheet1:F4548,1,0,1,0
kevin_presto_000_1_1.pst.301.xls,NPCC:H11,2,0,2,0
robert_badeer_000_1_1.pst.113.xls,VaR:O39,3,0,3,0
mary_fischer_000_1_1.pst.113.xls,1001:E36,26,1,13,1
martin_cuilla_000_1_1_1.pst.18.xls,Weekly Calc:I4,30,1,1,1
benjamin_rogers_000_1_1.pst.135.xls,Preliminary Economics:D4,69,1,9,1
sally_beck_001_1_1_1_1.pst.358.xls,RAW DATA:I37,1180,11,1,11
darron_c_giron_000_1_1_1.pst.116.xls,DPR:E33,13,0,13,0
tracy_geaccone_000_1_1.pst.149.xls,Sheet1:C8,8,0,8,0
gerald_nemec_000_1_1.pst.160.xls,Sheet1:I7,3,0,2,0
james_steffes_000_1_1.pst.153.xls,Sheet2:H4,1178,18,41,19
matthew_lenhart_001_1_1.pst.201.xls,Power West Price Off Peak-Tim:A1,2,0,2,0
stacey_white_000_1_1.pst.299.xls,SUM SO2:W26,14,0,14,0
theresa_staab_000_1_1.pst.178.xls,Citation Aug 01:AH178,0,0,0,0
phillip_allen_000_1_1.pst.672.xls,Volatility:A7,230,3,56,3
daren_farmer_000_1_1.pst.235.xls,BMSPT066:A8,278,11,179,11
sally_beck_001_1_1_1_1.pst.508.xls,Transaction Growth (2):E9,6,0,6,0
larry_campbell_000_1_1.pst.380.xls,Sheet1:H8,2,0,1,0
david_delainey_000_1_2.pst.135.xls,balance sheet:I4,225,3,225,3
kevin_hyatt_000_1_1.pst.184.xls,Sheet1:I59,6,0,4,0
andy_zipper_000_1_1.pst.63.xls,DD-ENA:F500,8,0,4,0
vkaminski_000_1_1_1.pst.100.xls,DZCV Short-Term Model:B4,409,4,116,4
robin_rodrigue_000_1_1.pst.182.xls,Report:S41,17,1,16,1
joe_parks_000_1_1.pst.266.xls,available capacity:B29,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.694.xls,22:C9,7,0,3,0
jeffrey_a_shankman_000_1_2.pst.139.xls,A:J27,1,0,1,0
andrew_lewis_000_1_1.pst.40.xls,Crack Spread Option:C5,6,0,1,0
chris_germany_000_1_1_1.pst.178.xls,Feb'00 CES 01_27_00updat:I271,3,0,3,0
chris_germany_000_1_2.pst.200.xls,Sheet1:B8,63,1,7,1
lindy_donoho_000_1_1_1.pst.10.xls,WOT by Month thru 2010:H32,225,6,216,6
mark_whitt_000_1_1.pst.163.xls,Sheet1:C16,2,0,2,0
daren_farmer_001_1_1.pst.1051.xls,DELV SUMMARY:A8,29,0,1,0
lisa_gang_000_1_1.pst.204.xls,BASE GENERATION FORECAST:C10,7,0,1,0
shelley_corman_000_1_1.pst.35.xls,WOT by Month with Red Rock:AL20,10,0,10,0
john_lavorato_000_1_1_1.pst.40.xls,Schedule C - North America:H44,4,0,4,0
tracy_geaccone_000_1_1.pst.475.xls,Closing Triggers:I26,1,0,1,0
daren_farmer_000_1_1.pst.1067.xls,June 00:D7,29,0,1,0
errol_mclaughlin_jr_000_1_1.pst.23.xls,MAY-2001:J3,372,5,248,5
darrell_schoolcraft_000_1_1_1.pst.666.xls,Sheet1:G24,4,0,3,0
michelle_lokay_000_1_2_1.pst.279.xls,SC-SJ:I4,142,2,132,2
phillip_m_love_000_1_1.pst.629.xls,100:C31,3,0,3,0
gerald_nemec_000_1_1.pst.195.xls,1998:N72,6,0,3,0
larry_campbell_000_1_1.pst.371.xls,PSE ACTUALS:I2,27,1,1,1
kim_ward_000_1_2.pst.378.xls,Sheet1:H41,1,0,1,0
kate_symes_000_1_1.pst.55.xls,Fri-Sat:Q5,3,0,3,0
shelley_corman_000_1_1.pst.63.xls,MORNING MEETING:B46,3,0,3,0
marie_heard_000_1_1.pst.43.xls,Momma Credit Form :I29,3,0,3,0
richard_ring_000_1_1.pst.143.xls,Hourly EESI Price Calcs:G21,2232,42,2232,43
