fileName,Max Dep Ref,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
hunter_shively_000_1_1.pst.415.xls,ENOVATE DPR2:M14,16,0,8,0
paul_lucci_000_1_1.pst.11.xls,West Gas Hot List:H22,3,0,3,0
kimberly_watson_000_1_1.pst.86.xls,Sheet1:C60,2,0,2,0
benjamin_rogers_000_1_1.pst.205.xls,Lincoln Center:D5,1,0,1,0
hunter_shively_000_1_1.pst.421.xls,ENOVATE DPR2:M14,16,0,8,0
phillip_allen_000_1_1.pst.244.xls,weekly:I37,8,0,6,0
mike_swerzbin_000_1_1.pst.0.xls,Data:I37,3,0,2,0
darrell_schoolcraft_000_1_1_1.pst.631.xls,NW:AB5,4,0,4,0
hunter_shively_000_1_1.pst.336.xls,Nov 3-5:H11,1,0,1,0
kevin_presto_000_1_1.pst.359.xls,NPCC:H11,2,0,2,0
scott_neal_000_1_1.pst.313.xls,Sheet1:L48,72,0,51,0
sara_shackleton_000_1_1_1.pst.45.xls,Sheet1:I18,7,0,4,0
joe_parks_000_1_1.pst.444.xls,Bridgeline DPR2:M12,15,0,7,0
jason_wolfe_000_1_1.pst.34.xls,Metrics Form:I18,1,0,1,0
darron_c_giron_000_1_1_1.pst.194.xls,PRD Location_Def:K3439,2,0,2,0
kate_symes_000_1_1.pst.1176.xls,Sheet1:A2,1,0,1,0
scott_neal_000_1_1.pst.958.xls,Floor Plan:I59,6,0,1,0
phillip_allen_000_1_1.pst.137.xls,weekly:I37,9,0,7,0
jeff_dasovich_000_1_1_1.pst.134.xls,01-05 curve data:P42,1,0,1,0
phillip_allen_000_1_1.pst.250.xls,utility:X6,8,0,8,0
richard_sanders_000_1_1_1.pst.89.xls,Int Inc calc after WO:N30,199,1,62,1
phillip_allen_000_1_1.pst.216.xls,weekly:F16,9,0,7,0
sara_shackleton_000_1_2.pst.21.xls,ANEWSWP2:B26,2,0,2,0
don_baughman_000_1_1.pst.116.xls,Sheet1:C47,37,0,17,0
kim_ward_000_1_2.pst.407.xls,Sheet1:D16,2,0,1,0
john_griffith_000_1_1.pst.153.xls,Sheet1:H22,11,0,8,0
scott_neal_000_1_1.pst.307.xls,AGA Storage:G320,1,0,1,0
benjamin_rogers_001_1_1.pst.40.xls,2000:C78,7,0,4,0
richard_shapiro_000_1_1.pst.144.xls,Sheet1:M21,5,0,5,0
daren_farmer_000_1_1.pst.133.xls,ZoneBreakout:B19,36,0,25,0
chris_germany_000_1_2.pst.1019.xls,FGT:L14,3,0,3,0
lindy_donoho_000_1_1_1.pst.146.xls,Socal-Avg:I18,3,0,3,0
lindy_donoho_000_1_1_1.pst.118.xls,2001:E1,26,0,24,0
john_lavorato_001_1_1_1.pst.17.xls,Sheet1:D8,1,0,1,0
darrell_schoolcraft_000_1_1_1.pst.746.xls,Current Est Vs. Forecast:D27,7,0,4,0
matthew_lenhart_000_1_1.pst.21.xls,Forecast:B4,8,0,7,0
tracy_geaccone_000_1_1.pst.297.xls,EGM EXP:K7,7,0,7,0
jeff_dasovich_000_1_1_1.pst.140.xls,Sheet1:F5,8,0,6,0
kevin_presto_000_1_1.pst.257.xls,NPCC:H11,2,0,2,0
michelle_lokay_000_1_2_1.pst.149.xls,sort by releasing shipper:O13,1,0,1,0
chris_germany_000_1_2.pst.426.xls,Dec 19:L14,36,1,24,1
daren_farmer_000_1_1.pst.229.xls,BMSPT066:A8,44,0,28,0
darrell_schoolcraft_000_1_1_1.pst.770.xls,Sheet1:G15,3,0,3,0
phillip_platter_000_1_1.pst.30.xls,EES-Schedule day 1:F60,10,0,9,0
michelle_lokay_000_1_2_1.pst.777.xls,NPV :O7,33,0,28,0
benjamin_rogers_001_1_1.pst.34.xls,Wheatland:Z66,45,1,17,1
jeff_dasovich_000_1_1_1.pst.236.xls,Sheet1:D16,3,0,3,0
peter_keavey_000_1_1.pst.69.xls,Reported:G67,1,0,1,0
steven_merriss_000_1_1.pst.109.xls,APRIL (8):I35,7,0,4,0
kate_symes_000_1_1.pst.49.xls,Fri-Sat:Q5,3,0,3,0
mike_carson_000_1_1.pst.56.xls,Sheet1:C13,10,0,10,0
louise_kitchen_001_1_1_1.pst.276.xls,Year:I40,7,0,7,0
bill_williams_iii_000_1_1.pst.53.xls,Feb23-FEB24:B7,8,0,3,0
lisa_gang_000_1_1.pst.14.xls,MARCH(16):K40,10,0,5,0
darrell_schoolcraft_000_1_1_1.pst.142.xls,01-(4):D10,5,0,2,0
chris_germany_000_1_2.pst.450.xls,CGAS:E11,25,0,21,0
scott_neal_000_1_1.pst.278.xls,STOR951:D13,13,0,4,0
darron_c_giron_000_1_1_1.pst.52.xls,Form A:B24,5,0,5,0
joe_parks_000_1_1.pst.314.xls,Daily Analysis:H7,608,3,608,3
stacey_white_000_1_1.pst.33.xls,Sheet1:F368,7,1,7,1
phillip_m_love_000_1_1.pst.644.xls,Module1:D41,12,0,12,0
chris_germany_000_1_1_1.pst.6.xls,Daily Activity:B8,35,0,25,0
tracy_geaccone_000_1_1.pst.313.xls,Fuel Use:I21,16,0,16,0
darrell_schoolcraft_000_1_1_1.pst.657.xls,NW:AB5,4,0,4,0
harry_arora_000_1_1.pst.14.xls,Gas Curves:BV2,0,0,0,0
don_baughman_000_1_1.pst.140.xls,Sheet1:C20,37,0,17,0
tracy_geaccone_000_1_1.pst.104.xls,EGM EXP:K7,7,1,7,1
john_griffith_000_1_1.pst.194.xls,Orig:B3,31,0,18,0
kate_symes_000_1_1.pst.568.xls,Dec 2000:G15,1,0,1,0
sally_beck_001_1_1_1_1.pst.488.xls,Mgmt Summary:I15,19,0,16,0
sally_beck_000_1_1_1_1.pst.269.xls,Gas:C5,2,0,2,0
benjamin_rogers_000_1_1.pst.25.xls,Kevin Forecast:E757,1,0,1,0
daren_farmer_000_1_1.pst.1361.xls,Jan 01:D56,19,1,19,1
mark_taylor_001_1_1.pst.173.xls,Weekly Commodity Logic Report:D58,3,0,2,0
lisa_gang_000_1_1.pst.125.xls,MCH8:V18,6,0,6,0
chris_dorland_000_1_1_1.pst.38.xls,Terminated Contracts:G45,1,0,1,0
richard_sanders_000_1_2.pst.125.xls,020501:E10,4,0,2,0
mark_whitt_000_1_1.pst.94.xls,Curves:B9,7,0,7,0
lynn_blair_000_1_1.pst.69.xls,Dec 25 through 31:A4,46,0,15,0
phillip_m_love_000_1_1.pst.159.xls,Physical:BC7,0,0,0,0
michelle_lokay_000_1_2_1.pst.34.xls,Sheet1:G8,18,0,12,0
daren_farmer_001_1_1.pst.627.xls,ZoneBreakout:B19,36,0,25,0
eric_saibi_000_1_1.pst.326.xls,Summary:Q5,2,0,2,0
daren_farmer_000_1_1.pst.1248.xls,2000:B4,4,0,4,0
sara_shackleton_001_1_1.pst.371.xls,Volumes:B97,11,0,8,0
john_griffith_000_1_1.pst.162.xls,Data:C6,26,0,20,0
daren_farmer_001_1_1.pst.618.xls,ZoneBreakout:B19,36,0,25,0
phillip_m_love_000_1_1.pst.161.xls,Physical:BC7,0,0,0,0
john_arnold_000_1_2.pst.15.xls,Control-SA Order Form:C8,1,0,1,0
stacey_white_000_1_1.pst.137.xls,West:K95,3,0,3,0
mike_carson_000_1_1.pst.88.xls,Sheet1:C13,10,0,10,0
bill_williams_iii_000_1_1.pst.29.xls,9-16:C29,4,0,4,0
lisa_gang_000_1_1.pst.334.xls,EES-Schedule day 1:AA12,0,0,0,0
john_griffith_000_1_1.pst.566.xls,1:C4,4,0,4,0
rick_buy_000_1_1_1_1.pst.116.xls,Aug:AK6,1,0,1,0
rick_buy_000_1_1_1_1.pst.14.xls,headcount:U11,13,0,13,0
eric_linder_000_1_1.pst.104.xls,4-10:S8,3,0,2,0
chris_germany_000_1_2.pst.1062.xls,Sheet2:K231,127,1,64,1
kevin_presto_000_1_1.pst.266.xls,E. VaR & Peak Pos By Trader:S107,14,0,13,0
vkaminski_000_1_1_1.pst.211.xls,PJM:K40,3,0,2,0
scott_neal_000_1_1.pst.15.xls,STOR951:D13,13,0,4,0
vkaminski_001_1_2_1.pst.43.xls,Amort:F10,57,0,14,1
benjamin_rogers_001_1_1.pst.25.xls,Caledonia 2001 Budget:M21,7,0,7,0
richard_ring_000_1_1.pst.162.xls,Proposed_Revised_Curves:S8,2,0,2,0
john_griffith_000_1_1.pst.525.xls,other cities:C22,8,0,8,0
chris_germany_000_1_2.pst.67.xls,Daily Activity:C12,5,0,4,0
james_steffes_000_1_1.pst.223.xls,Sheet1:M43,2,0,2,0
holden_salisbury_000_1_1.pst.18.xls,manual invoiceB:M32,4,0,3,0
phillip_m_love_000_1_1.pst.676.xls,LongTerm2:D20,89,1,62,1
sally_beck_000_1_1_1_1.pst.271.xls,Hotlist - Identified :Q27,4,0,4,0
mike_grigsby_000_1_1_1.pst.133.xls,Months:F4,4,0,2,0
robert_badeer_000_1_1.pst.139.xls,VaR:O39,3,0,3,0
kate_symes_000_1_1.pst.583.xls,Dec 2000:G15,1,0,1,0
daren_farmer_000_1_1.pst.1320.xls,Offshore- S. Tx- Arklatex- G.C.:C51,10,0,6,0
phillip_platter_000_1_1.pst.62.xls,Bid vs. Award:B151,1,1,1,1
daren_farmer_001_1_1.pst.1130.xls,DELV SUMMARY:A8,1,0,1,0
sally_beck_001_1_1_1_1.pst.160.xls,Hotlist - Identified :M32,4,0,4,0
lindy_donoho_000_1_1_1.pst.109.xls,WOT by Month:U35,11,0,10,0
louise_kitchen_000_1_2_1.pst.252.xls,Template:B16,7,0,7,0
michelle_lokay_000_1_2_1.pst.117.xls,24198:A9,1,0,1,0
john_griffith_000_1_1.pst.19.xls,Shimko:P8,3,0,3,0
kevin_hyatt_000_1_1.pst.25.xls,Plants:C29,24,0,4,0
stacey_white_000_1_1.pst.18.xls,Power Summary by Day:E141,3,0,2,0
john_forney_000_1_1.pst.33.xls,Sheet1:Q5,2,0,2,0
vkaminski_000_1_1_1.pst.297.xls,Table 4:C5,13,0,9,0
lisa_gang_000_1_1.pst.134.xls,day 3:AA12,0,0,0,0
tracy_geaccone_000_1_1.pst.202.xls,Sheet2:H33,11,0,5,0
darrell_schoolcraft_000_1_1_1.pst.229.xls,02-(01):D10,5,0,2,0
kevin_presto_000_1_1.pst.368.xls,NPCC:H11,2,0,2,0
kate_symes_000_1_1.pst.1074.xls,Sheet1:C9,3,0,2,0
daren_farmer_000_1_1.pst.1207.xls,June 00:D7,1,0,1,0
daren_farmer_000_1_1.pst.1352.xls,Sheet1:I40,1,0,1,0
jonathan_mckay_000_1_1.pst.378.xls,Hotlist - Identified :L121,15,0,9,0
tracy_geaccone_000_1_1.pst.288.xls,summary:U11,5,0,5,0
kate_symes_000_1_1.pst.1214.xls,4-10:S8,3,0,2,0
daren_farmer_000_1_1.pst.1239.xls,June 00:J55,19,0,19,0
darrell_schoolcraft_000_1_1_1.pst.253.xls,22:C9,7,0,3,0
theresa_staab_000_1_1.pst.159.xls,CIG  WKST:K67,69,0,50,0
chris_germany_000_1_1_1.pst.169.xls,Jan Setup:V144,101,0,18,0
chris_germany_000_1_2.pst.1149.xls,Sheet2:R8,13,0,10,0
darrell_schoolcraft_000_1_1_1.pst.616.xls,22:F30,7,0,5,0
frank_ermis_000_1_1.pst.180.xls,Months:F4,4,0,2,0
richard_shapiro_001_1_1_1.pst.8.xls,Structure:J33,5,0,5,0
phillip_allen_000_1_1.pst.207.xls,weekly:F16,9,0,7,0
joe_parks_000_1_1.pst.514.xls,FORCAST:K35,1,0,1,0
rick_buy_000_1_1_1_1.pst.68.xls,Aug:AK6,1,0,1,0
mary_fischer_000_1_1.pst.275.xls,E12.XLS:M32,15,0,15,0
louise_kitchen_000_1_2_1.pst.228.xls,Canada:J19,1,0,1,0
louise_kitchen_000_1_1_1_1.pst.20.xls,Plan Comp:BT11,0,0,0,0
kimberly_watson_000_1_1.pst.130.xls,Sheet1:F11,19,1,16,1
vkaminski_003_1_1_1.pst.21.xls,VAR:A4601,23,0,6,0
mark_guzman_000_1_1_1.pst.167.xls,Sheet1:E1,2,0,2,0
geir_solberg_000_1_1.pst.37.xls,Detailed Dispatch:N83,4,0,4,0
mary_fischer_000_1_1.pst.243.xls,E12.XLS:M32,15,0,15,0
jonathan_mckay_000_1_1.pst.152.xls,Enron Direct Deal Sheet:B10,8,0,4,0
kevin_hyatt_000_1_1.pst.81.xls,Fuel Use-Mainline Swing:I48,2,0,2,0
scott_neal_000_1_1.pst.828.xls,Sheet1:E32,94,1,56,1
larry_may_000_1_1.pst.312.xls,DATA:B3,1,0,1,0
scott_neal_000_1_1.pst.269.xls,AGA Storage:G320,1,0,1,0
lisa_gang_000_1_1.pst.55.xls,LOSSES:C16,3,0,2,0
chris_germany_000_1_2.pst.193.xls,Sheet1:BQ38,7,0,6,0
kevin_hyatt_000_1_1.pst.57.xls,hplf:J4,3,0,2,0
phillip_platter_000_1_1.pst.47.xls,day 2:F60,9,0,8,0
holden_salisbury_000_1_1.pst.33.xls,UAMPS:M5741,4,0,2,0
kate_symes_000_1_1.pst.1014.xls,Dec 2000:G15,1,0,1,0
michelle_lokay_000_1_2_1.pst.132.xls,Tie In- Loop- & River X-in:F7,27,0,23,1
don_baughman_000_1_1.pst.181.xls,Sheet1:C20,37,1,17,1
sally_beck_000_1_1_1_1.pst.228.xls,1999:L7,17,0,7,0
frank_ermis_000_1_1.pst.213.xls,CurveFetch:E2,30,0,1,0
theresa_staab_000_1_1.pst.333.xls,Sheet1:A7,1,0,1,0
cooper_richey_000_1_1.pst.20.xls,Sheet1:I18,3,0,3,0
vkaminski_001_1_1_1_1.pst.1.xls,Forecast:C16,2,0,1,0
michelle_lokay_000_1_2_1.pst.104.xls,Summary:C30,3,0,3,0
mary_fischer_000_1_1.pst.373.xls,4.5:F19,6,0,5,0
phillip_allen_000_1_1.pst.105.xls,weekly:I37,11,0,8,0
scott_neal_000_1_1.pst.982.xls,East - Trading:K21,20,1,16,1
chris_germany_000_1_2.pst.254.xls,Dec 23:L14,33,0,22,0
louise_kitchen_001_1_1_1.pst.448.xls,Plan Comp:BT11,0,0,0,0
chris_germany_000_1_1_1.pst.45.xls,CGAS:B11,15,0,15,0
mark_taylor_001_1_1.pst.108.xls,Sheet1:B2,5,0,5,0
bill_williams_iii_000_1_1.pst.12.xls,5-11:S8,3,0,2,0
dutch_quigley_000_1_1.pst.155.xls,Sheet1:C5,2,0,2,0
chris_germany_000_1_1_1.pst.152.xls,Dec 7:L14,36,0,24,0
kevin_presto_000_1_1.pst.15.xls,April Group Summary:T70,9,0,4,0
paul_y'barbo_000_1_1.pst.202.xls,JANUARY:AH10,1,0,1,0
daren_farmer_000_1_1.pst.1222.xls,Sheet2:B9,1,1,1,1
phillip_allen_001_1_1.pst.372.xls,Sheet1:B27,5,0,5,0
theresa_staab_000_1_1.pst.248.xls,Nominations:V18,5,0,5,0
phillip_allen_000_1_1.pst.648.xls,Sheet2:B1,41,0,36,0
benjamin_rogers_000_1_1.pst.66.xls,Sheet1:C7,2,0,2,0
mary_hain_000_1_1.pst.132.xls,Exchange:C5,3,0,3,0
tracy_geaccone_000_1_1.pst.415.xls,TWOCT01:G8,15,1,8,1
phillip_platter_000_1_1.pst.7.xls,Bid vs. Award:B151,1,0,1,0
kevin_presto_000_1_1.pst.127.xls,NPCC:H11,2,0,2,0
kevin_presto_000_1_1.pst.298.xls,NPCC:H11,2,0,2,0
frank_ermis_000_1_1.pst.64.xls,PowerPrices:BR5,10,0,10,0
kimberly_watson_000_1_1.pst.77.xls,Depreciation:I17,6,0,6,0
benjamin_rogers_000_1_1.pst.8.xls,Forecast Info:A5,28,1,4,1
jonathan_mckay_001_1_1.pst.176.xls,quotes:V150,1,0,1,0
matthew_lenhart_001_1_1.pst.191.xls,PG&E Jan 2001 UNIFY - Sales:N154,16,0,16,0
jonathan_mckay_000_1_1.pst.55.xls,Gas Daily Feb 2002 BASIS:D7,26,0,14,0
kim_ward_000_1_1_1.pst.24.xls,Sheet1:B9,1,0,1,0
mike_carson_000_1_1.pst.71.xls,Sheet1:D14,5,0,4,0
sally_beck_000_1_1_1_1.pst.199.xls,Sum Nov 29 to Dec 5:F6,3,0,3,0
dutch_quigley_000_1_1.pst.53.xls,Sheet1:D41,1,0,1,0
kay_mann_000_1_1.pst.15.xls,Contract Payment Summary:D5,5,0,5,0
scott_neal_000_1_1.pst.139.xls,AGA Storage:G342,1,0,1,0
vkaminski_000_1_1_1.pst.13.xls,Mid Vol~Color @ 11 CPM:B6,5,0,4,0
vkaminski_000_1_1_1.pst.256.xls,factors_mod:H1042,8,0,2,0
chris_germany_000_1_2.pst.1079.xls,SD's Chris to Unify  Recon:AN188,0,0,0,0
joe_parks_000_1_1.pst.412.xls,available capacity:B29,2,0,2,0
kevin_presto_000_1_1.pst.327.xls,NPCC:H11,2,0,2,0
paul_y'barbo_000_1_1.pst.117.xls,Hedged:P6,16,0,15,0
rick_buy_000_1_1_1_1.pst.55.xls,Current Risk Pool:H11,4,0,2,0
sara_shackleton_000_1_2.pst.338.xls,All Deals:I18,3,0,3,0
theresa_staab_000_1_1.pst.118.xls,May01:I81,18,0,15,0
gerald_nemec_000_1_1.pst.100.xls,Sheet1:I7,3,0,2,0
darron_c_giron_000_1_1_1.pst.227.xls,Physical:BC7,0,0,0,0
james_steffes_000_1_1.pst.179.xls,Origination Summary:H338,30,0,23,0
elizabeth_sager_000_1_1.pst.130.xls,Schedule:B5,7,0,4,0
lisa_gang_000_1_1.pst.179.xls,day 2:AA12,0,1,0,1
mark_guzman_000_1_1_1.pst.126.xls,West Power Position:R12,11,0,8,0
daren_farmer_001_1_1.pst.1277.xls,Sheet1:E317,1,0,1,0
kate_symes_000_1_1.pst.64.xls,Current Day:F6,2,0,2,0
rick_buy_000_1_1_1_1.pst.185.xls,Current Risk Pool:E23,5,0,2,0
joe_parks_000_1_1.pst.196.xls,Sheet1:E4,2,0,2,0
scott_neal_000_1_1.pst.252.xls,STOR951:D13,13,0,4,0
sally_beck_000_1_1_1_1.pst.399.xls,WEEKLY VARIANCES:B64,2,0,1,0
kevin_hyatt_000_1_1.pst.124.xls,ROFR Criteria:E70,7,0,4,0
scott_neal_000_1_1.pst.339.xls,STOR951:D13,13,0,4,0
daren_farmer_001_1_1.pst.1060.xls,JAN 00:D52,19,0,19,0
benjamin_rogers_001_1_1.pst.235.xls,Debt:B98,577,5,47,6
sally_beck_001_1_1_1_1.pst.117.xls,Hotlist - Identified :G45,4,0,4,0
louise_kitchen_000_1_1_1_1.pst.257.xls,Cost Cancel Details:C58,565,7,12,7
sally_beck_000_1_1_1_1.pst.36.xls,Allocations:Q10,38,0,3,0
jonathan_mckay_000_1_1.pst.27.xls,TETCO_TRANSCO:F38,729,4,638,5
jim_schwieger_000_1_1.pst.112.xls,Module2:BQ1974,3,0,3,0
lisa_gang_000_1_1.pst.83.xls,LOSSES:C16,3,0,2,0
tracy_geaccone_000_1_1.pst.158.xls,Aug:AK6,1,0,1,0
jeff_dasovich_000_1_1_1.pst.194.xls,Sheet1:F4,40,0,13,0
chris_stokley_000_1_1.pst.126.xls,CSC Power Data Extract Summary:B60,5,0,2,0
darrell_schoolcraft_000_1_1_1.pst.212.xls,Feb 02:A6,2,0,1,0
phillip_m_love_000_1_1.pst.489.xls,Net APAR:I15,5,0,3,0
daren_farmer_000_1_1.pst.1422.xls,budget:J11,3,0,2,0
louise_kitchen_001_1_1_1.pst.346.xls,KO_Netco_EEs_by_City:B449,2,0,2,0
jonathan_mckay_000_1_1.pst.137.xls,EDC-ECC:B10,4,0,2,0
barry_tycholiz_000_1_1.pst.68.xls,regr:C60,23,1,17,1
kim_ward_000_1_2.pst.603.xls,West Gas Hot List:H22,3,0,3,0
daren_farmer_000_1_1.pst.244.xls,BMSPT066:A8,44,1,28,1
daren_farmer_000_1_1.pst.1309.xls,Sheet1:N28,4,0,3,0
jim_schwieger_000_1_1.pst.5.xls,STOR951:D13,13,0,4,0
joe_parks_000_1_1.pst.555.xls,Bridgeline DPR2:M12,15,0,7,0
andy_zipper_000_1_1.pst.156.xls,PHYSICAL:H11,5,0,4,0
benjamin_rogers_000_1_1.pst.110.xls,DailySummary:B2,2,0,2,0
kim_ward_000_1_2.pst.380.xls,June 2001:E9,19,0,10,0
lisa_gang_000_1_1.pst.315.xls,EES-Schedule day 1:AA12,0,0,0,0
kim_ward_000_1_2.pst.186.xls,Invoice:B5,40,0,20,0
mike_grigsby_000_1_1_1.pst.248.xls,Months:F4,4,0,2,0
phillip_allen_000_1_1.pst.107.xls,Sheet1:C5,3,0,3,0
jeffrey_a_shankman_000_1_2.pst.185.xls,Hotlist - Identified :Q49,4,0,4,0
barry_tycholiz_000_1_1.pst.59.xls,Summary:G6,6,0,6,0
rick_buy_000_1_1_1_1.pst.64.xls,Aug:AK6,1,0,1,0
scott_neal_000_1_1.pst.758.xls,Sheet1:E30,77,1,47,1
paul_y'barbo_000_1_1.pst.78.xls,Sheet1:F6,7,0,6,0
don_baughman_000_1_1.pst.112.xls,Sheet1:C47,37,1,17,1
chris_germany_000_1_2.pst.187.xls,Sheet1:A12,1,0,1,0
darrell_schoolcraft_000_1_1_1.pst.742.xls,July 01:A6,3,0,2,0
scott_neal_000_1_1.pst.790.xls,Sheet1:E30,73,1,44,1
chris_germany_000_1_2.pst.1065.xls,Sonat Supply:F5,3,0,2,0
darrell_schoolcraft_000_1_1_1.pst.548.xls,22:C9,7,0,3,0
lisa_gang_000_1_1.pst.153.xls,EES-Schedule day 1:F60,13,0,12,0
james_steffes_000_1_1.pst.259.xls,Sheet1:A6,9,0,3,0
kevin_hyatt_000_1_1.pst.198.xls,Sheet1:D1,68,0,22,0
peter_keavey_000_1_1.pst.65.xls,Reported:G67,1,0,1,0
lynn_blair_000_1_1.pst.151.xls,AUGUST:F33,80,0,49,0
john_arnold_000_1_2.pst.12.xls,Enron ecom:K12,6,0,3,0
paul_y'barbo_000_1_1.pst.1.xls,Transport:D29,27,0,14,0
tracy_geaccone_000_1_1.pst.372.xls,Sheet1:E15,13,1,13,1
michelle_lokay_000_1_2_1.pst.122.xls,Sheet1:I26,10,0,6,0
tom_donohoe_000_1_1_1.pst.21.xls,Sheet1:J16,4,0,2,0
tracy_geaccone_000_1_1.pst.275.xls,Feb 2001:D9,18,0,18,0
kevin_ruscitti_000_1_1.pst.101.xls,Mar Actuals:BT499,0,0,0,0
louise_kitchen_001_1_1_1.pst.209.xls,Daily Roll:E48,15,0,15,0
chris_germany_000_1_2.pst.108.xls,Sheet1:B8,63,1,7,1
kimberly_watson_000_1_1.pst.19.xls,I to I Summary:D14,15,0,12,0
phillip_allen_001_1_1.pst.389.xls,2001 tax:J7,15,0,8,0
richard_ring_000_1_1.pst.51.xls,Sheet1:H11,3,0,2,0
tracy_geaccone_000_1_1.pst.302.xls,EREC EXP:M21,7,0,5,0
andy_zipper_000_1_1.pst.77.xls,DD-ENA:F500,4,0,2,0
phillip_m_love_000_1_1.pst.116.xls,people:M65,7,0,7,0
lindy_donoho_000_1_1_1.pst.4.xls,Igncomb:G26,14,0,8,0
susan_pereira_000_1_1.pst.135.xls,Sheet 1:B22,15,0,6,0
errol_mclaughlin_jr_001_1_1.pst.149.xls,Dec 2000:G15,1,0,1,0
darrell_schoolcraft_000_1_1_1.pst.154.xls,01-(4):D10,5,0,2,0
sally_beck_000_1_1_1_1.pst.35.xls,List:A8,10,0,1,0
stacey_white_000_1_1.pst.207.xls,Sheet1:E12,8,0,2,0
cooper_richey_000_1_1.pst.17.xls,Sheet1:I18,3,0,3,0
theresa_staab_000_1_1.pst.262.xls,Sheet1:B8,71,0,31,0
darrell_schoolcraft_000_1_1_1.pst.510.xls,Sheet1:G15,3,0,3,0
john_lavorato_000_1_1_1.pst.10.xls,Power West Price Off-Peak:P9,3,0,2,0
peter_keavey_000_1_1.pst.74.xls,Reported:G67,1,0,1,0
theresa_staab_000_1_1.pst.156.xls,CIG  WKST:K68,69,0,50,0
kim_ward_000_1_2.pst.107.xls,LADWP Total:E26,5,0,5,0
jeffrey_a_shankman_000_1_2.pst.115.xls,Sheet1:L48,72,0,51,0
louise_kitchen_001_1_1_1.pst.279.xls,Executive Orig:C16,7,0,6,0
phillip_m_love_000_1_1.pst.616.xls,Summary:D19,6,0,5,0
andy_zipper_000_1_1.pst.68.xls,DD-ENA:F500,4,0,2,0
joe_parks_000_1_1.pst.415.xls,available capacity:B29,2,0,2,0
kate_symes_000_1_1.pst.846.xls,Dec 2000:G15,1,0,1,0
kevin_hyatt_000_1_1.pst.189.xls,Station 2:C5,4,0,2,0
sara_shackleton_000_1_2.pst.333.xls,ENE:H13,4,0,4,0
john_forney_000_1_1.pst.54.xls,Sheet1:U11,2,0,2,0
daren_farmer_000_1_1.pst.273.xls,Sheet1:E12,5,0,3,0
lynn_blair_000_1_1.pst.160.xls,Sheet1:F3,7,0,7,0
benjamin_rogers_000_1_1.pst.21.xls,MTM Detail:F5,73,0,42,0
mike_carson_000_1_1.pst.28.xls,The Sheet:A2,33,0,19,0
michelle_lokay_000_1_2_1.pst.15.xls,1200:J7,10,0,8,0
louise_kitchen_001_1_1_1.pst.473.xls,EOps:D67,91,0,8,0
lisa_gang_000_1_1.pst.324.xls,Scheduling:AJ5,0,0,0,0
mary_fischer_000_1_1.pst.376.xls,E12.XLS:M32,12,0,12,0
peter_keavey_000_1_1.pst.202.xls,Reported:G67,1,0,1,0
larry_campbell_000_1_1.pst.475.xls,Sheet1:A4,3,0,2,0
andy_zipper_000_1_1.pst.21.xls,TRANSACTIONSUMMARYREPORT -1:N4780,4,0,3,0
kim_ward_000_1_2.pst.371.xls,June 2001:E9,53,0,22,0
don_baughman_000_1_1.pst.200.xls,8-1:C20,37,0,17,0
daren_farmer_000_1_1.pst.203.xls,BMSPT066:A8,44,1,28,1
juan_hernandez_000_1_1.pst.10.xls,Sheet1:C20,37,0,17,0
mike_swerzbin_000_1_1.pst.72.xls,Sheet1:Z13,11,0,1,0
darron_c_giron_000_1_1_1.pst.219.xls,DiffDates:B9,2,0,2,0
benjamin_rogers_001_1_1.pst.119.xls,Sheet1:C9,5,0,3,0
tracy_geaccone_000_1_1.pst.446.xls,2002 Plan:T26,3,0,3,0
james_steffes_000_1_1.pst.26.xls,Sheet1:U33,5,0,5,0
michelle_lokay_000_1_2_1.pst.24.xls,PNM 500617:H12,33,0,13,0
kevin_hyatt_000_1_1.pst.142.xls,Station #2 Discharge:G100,8,0,8,0
phillip_allen_000_1_1.pst.195.xls,GasDaily:C5,1,0,1,0
mary_fischer_000_1_1.pst.358.xls,Feb 2001:I18,4,0,4,0
lisa_gang_000_1_1.pst.288.xls,EES-Schedule day 1:AA12,0,0,0,0
john_forney_000_1_1.pst.7.xls,Sheet1:Q5,2,0,2,0
gstorey_000_1_1.pst.38.xls,St Clair:J16,9,0,8,0
scott_neal_000_1_1.pst.929.xls,unvested:E8,37,1,21,1
louise_kitchen_000_1_1_1_1.pst.24.xls,April Origination:G331,2,0,2,0
chris_germany_000_1_2.pst.1139.xls,Ces Retail:J1,78,1,71,1
vladi_pimenov_000_1_1.pst.54.xls,BASIS REP:H44,1,0,1,0
vkaminski_000_1_1_1.pst.179.xls,MENGENLS1 19-07-2000:N7,1,0,1,0
louise_kitchen_001_1_1_1.pst.297.xls,Sheet1:N17,1,0,1,0
phillip_m_love_001_1_1.pst.351.xls,August 2001:C6,16,0,16,0
darrell_schoolcraft_000_1_1_1.pst.219.xls,USGT 500616:G12,41,0,20,0
paul_y'barbo_000_1_1.pst.103.xls,SoCal-SJ Calc:B13,8,0,2,0
monika_causholli_000_1_1.pst.35.xls,Weighted:I7,19,0,18,0
darrell_schoolcraft_000_1_1_1.pst.404.xls,2002 HUB ATTCH#1:N13,13,0,9,0
