fileName,Longest Dep Ref,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
vkaminski_000_1_1_1.pst.256.xls,factors_mod:G489,8,0,2,0
chris_germany_000_1_2.pst.1079.xls,SD's Chris to Unify  Recon:AN226,0,0,0,0
joe_parks_000_1_1.pst.412.xls,available capacity:B38,1,0,1,0
kevin_presto_000_1_1.pst.327.xls,NPCC:H35,2,0,2,0
paul_y'barbo_000_1_1.pst.117.xls,Hedged:P6,16,0,15,0
rick_buy_000_1_1_1_1.pst.55.xls,Current Risk Pool:F7,4,0,2,0
sara_shackleton_000_1_2.pst.338.xls,All Deals:I10,3,0,3,0
theresa_staab_000_1_1.pst.118.xls,June01:I80,16,0,14,0
gerald_nemec_000_1_1.pst.100.xls,Sheet1:H10,3,0,3,0
darron_c_giron_000_1_1_1.pst.227.xls,Physical:BC5,0,0,0,0
james_steffes_000_1_1.pst.179.xls,Origination Summary:D794,30,0,23,0
elizabeth_sager_000_1_1.pst.130.xls,Schedule:B5,7,0,4,0
lisa_gang_000_1_1.pst.179.xls,day 2:P11,13,0,13,0
mark_guzman_000_1_1_1.pst.126.xls,West Power Position:I9,11,0,11,0
daren_farmer_001_1_1.pst.1277.xls,Sheet1:E324,1,0,1,0
kate_symes_000_1_1.pst.64.xls,Current Day:F4,2,0,2,0
rick_buy_000_1_1_1_1.pst.185.xls,Current Risk Pool:F9,5,0,2,0
joe_parks_000_1_1.pst.196.xls,Sheet1:C8,2,0,2,0
scott_neal_000_1_1.pst.252.xls,STOR951:C21,5,0,3,0
sally_beck_000_1_1_1_1.pst.399.xls,WEEKLY VARIANCES:B71,2,0,1,0
kevin_hyatt_000_1_1.pst.124.xls,ROFR Criteria:E22,3,0,2,0
scott_neal_000_1_1.pst.339.xls,STOR951:C21,5,0,3,0
daren_farmer_001_1_1.pst.1060.xls,JAN 00:D51,19,0,19,0
benjamin_rogers_001_1_1.pst.235.xls,Debt:C100,321,4,23,4
sally_beck_001_1_1_1_1.pst.117.xls,Hotlist - Identified :F39,4,0,4,0
louise_kitchen_000_1_1_1_1.pst.257.xls,Cost Cancel Details:D108,460,4,11,4
sally_beck_000_1_1_1_1.pst.36.xls,SAP Interface:A1,6,1,1,1
jonathan_mckay_000_1_1.pst.27.xls,TETCO_TRANSCO:F38,729,4,638,5
jim_schwieger_000_1_1.pst.112.xls,Module2:DS2111,3,0,3,0
lisa_gang_000_1_1.pst.83.xls,LOSSES:B14,3,0,3,0
tracy_geaccone_000_1_1.pst.158.xls,Aug:AK6,1,0,1,0
jeff_dasovich_000_1_1_1.pst.194.xls,Sheet1:F4,40,0,13,0
chris_stokley_000_1_1.pst.126.xls,CSC Power Data Extract Summary:B3,4,0,2,0
darrell_schoolcraft_000_1_1_1.pst.212.xls,Feb 02:A6,2,0,1,0
phillip_m_love_000_1_1.pst.489.xls,Net APAR:G15,5,0,5,0
daren_farmer_000_1_1.pst.1422.xls,budget:J8,3,0,2,0
louise_kitchen_001_1_1_1.pst.346.xls,KO_Netco_EEs_by_City:B64,2,0,2,0
jonathan_mckay_000_1_1.pst.137.xls,EDC-ECC:D25,7,0,2,0
barry_tycholiz_000_1_1.pst.68.xls,ex8:A2,1,0,1,0
kim_ward_000_1_2.pst.603.xls,West Gas Hot List:H43,3,0,3,0
daren_farmer_000_1_1.pst.244.xls,BMSPT066:A8,44,0,28,0
daren_farmer_000_1_1.pst.1309.xls,Sheet1:N9,4,0,3,0
jim_schwieger_000_1_1.pst.5.xls,STOR951:C21,5,0,3,0
joe_parks_000_1_1.pst.555.xls,Bridgeline DPR2:O12,15,0,8,0
andy_zipper_000_1_1.pst.156.xls,PHYSICAL:H11,5,0,4,0
benjamin_rogers_000_1_1.pst.110.xls,DailySummary:R54,1,0,1,0
kim_ward_000_1_2.pst.380.xls,June 19 Supply Price:A3,1,0,1,0
lisa_gang_000_1_1.pst.315.xls,EES-Schedule day 1:P11,13,0,13,0
kim_ward_000_1_2.pst.186.xls,Invoice:B12,32,0,16,0
mike_grigsby_000_1_1_1.pst.248.xls,Months:F4,4,0,2,0
phillip_allen_000_1_1.pst.107.xls,Sheet1:C5,3,0,3,0
jeffrey_a_shankman_000_1_2.pst.185.xls,Hotlist - Identified :M8,4,1,4,1
barry_tycholiz_000_1_1.pst.59.xls,Summary:G14,3,0,3,0
rick_buy_000_1_1_1_1.pst.64.xls,Aug:AK6,1,0,1,0
scott_neal_000_1_1.pst.758.xls,Sheet1:E30,77,1,47,1
paul_y'barbo_000_1_1.pst.78.xls,Sheet1:E9,7,0,7,0
don_baughman_000_1_1.pst.112.xls,Sheet1:C38,37,1,17,1
chris_germany_000_1_2.pst.187.xls,Sheet1:A12,1,0,1,0
darrell_schoolcraft_000_1_1_1.pst.742.xls,July 01:A6,3,1,2,1
scott_neal_000_1_1.pst.790.xls,Sheet1:E30,73,1,44,1
chris_germany_000_1_2.pst.1065.xls,Summary:D10,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.548.xls,22:B11,7,0,5,0
lisa_gang_000_1_1.pst.153.xls,EES-Schedule day 1:P11,13,0,13,0
james_steffes_000_1_1.pst.259.xls,Sheet1:A6,9,0,3,0
kevin_hyatt_000_1_1.pst.198.xls,Sheet1:B50,18,0,3,0
peter_keavey_000_1_1.pst.65.xls,Reported:F30,1,0,1,0
lynn_blair_000_1_1.pst.151.xls,Sheet2:C15,1,0,1,0
john_arnold_000_1_2.pst.12.xls,Enron ecom:D8,6,0,3,0
paul_y'barbo_000_1_1.pst.1.xls,Transport:D29,27,0,14,0
tracy_geaccone_000_1_1.pst.372.xls,Sheet1:E15,13,0,13,0
michelle_lokay_000_1_2_1.pst.122.xls,Sheet1:C29,6,0,6,0
tom_donohoe_000_1_1_1.pst.21.xls,Sheet1:D5,3,0,2,0
tracy_geaccone_000_1_1.pst.275.xls,Feb 2001:G25,14,0,14,0
kevin_ruscitti_000_1_1.pst.101.xls,Mar Actuals:X531,1,0,1,0
louise_kitchen_001_1_1_1.pst.209.xls,Daily Roll:E47,11,1,11,1
chris_germany_000_1_2.pst.108.xls,Sheet1:B9,62,0,7,0
kimberly_watson_000_1_1.pst.19.xls,I to I Summary:D10,14,0,11,0
phillip_allen_001_1_1.pst.389.xls,2001 tax:J4,15,0,8,0
richard_ring_000_1_1.pst.51.xls,Sheet1:D4,3,0,3,0
tracy_geaccone_000_1_1.pst.302.xls,EREC EXP:D16,7,0,7,0
andy_zipper_000_1_1.pst.77.xls,DD-EGL:P29,3,0,2,0
phillip_m_love_000_1_1.pst.116.xls,people:D13,7,1,7,1
lindy_donoho_000_1_1_1.pst.4.xls,Attch#1:G28,13,0,7,0
susan_pereira_000_1_1.pst.135.xls,Sheet 1:C18,14,0,5,0
errol_mclaughlin_jr_001_1_1.pst.149.xls,Dec 2000:G20,1,0,1,0
darrell_schoolcraft_000_1_1_1.pst.154.xls,01-(4):D10,5,0,2,0
sally_beck_000_1_1_1_1.pst.35.xls,List:A8,10,0,1,0
stacey_white_000_1_1.pst.207.xls,Sheet1:F2,9,1,2,1
cooper_richey_000_1_1.pst.17.xls,Sheet1:I12,3,0,3,0
theresa_staab_000_1_1.pst.262.xls,Sheet1:E23,64,0,25,0
darrell_schoolcraft_000_1_1_1.pst.510.xls,Sheet1:G18,3,0,3,0
john_lavorato_000_1_1_1.pst.10.xls,Power West Price Off-Peak:M4,3,0,3,0
peter_keavey_000_1_1.pst.74.xls,Reported:F30,1,0,1,0
theresa_staab_000_1_1.pst.156.xls,CIG  WKST:M5,54,0,34,0
kim_ward_000_1_2.pst.107.xls,LADWP Total:F29,4,0,4,0
jeffrey_a_shankman_000_1_2.pst.115.xls,Sheet1:L9,25,0,15,1
louise_kitchen_001_1_1_1.pst.279.xls,Executive Orig:C10,7,1,6,1
phillip_m_love_000_1_1.pst.616.xls,all variances  :C41,3,0,2,0
andy_zipper_000_1_1.pst.68.xls,DD-EGL:P29,3,0,2,0
joe_parks_000_1_1.pst.415.xls,available capacity:B38,1,0,1,0
kate_symes_000_1_1.pst.846.xls,Dec 2000:G20,1,0,1,0
kevin_hyatt_000_1_1.pst.189.xls,Station 2:B9,3,0,3,0
sara_shackleton_000_1_2.pst.333.xls,ENE:E5,4,0,4,0
john_forney_000_1_1.pst.54.xls,Sheet1:F6,2,0,2,0
daren_farmer_000_1_1.pst.273.xls,Sheet1:D13,5,0,5,0
lynn_blair_000_1_1.pst.160.xls,Sheet1:F3,7,0,7,0
benjamin_rogers_000_1_1.pst.21.xls,Nymex Close:E6,3,0,3,0
mike_carson_000_1_1.pst.28.xls,Term Sheet:AB13,6,0,5,0
michelle_lokay_000_1_2_1.pst.15.xls,1200:I8,5,0,3,0
louise_kitchen_001_1_1_1.pst.473.xls,EOps:H24,47,0,11,0
lisa_gang_000_1_1.pst.324.xls,Scheduling:AJ5,0,0,0,0
mary_fischer_000_1_1.pst.376.xls,E11.XLS:C17,9,0,9,0
peter_keavey_000_1_1.pst.202.xls,Reported:F30,1,0,1,0
larry_campbell_000_1_1.pst.475.xls,Sheet1:A4,3,0,2,0
andy_zipper_000_1_1.pst.21.xls,DD-EGL:P29,3,0,2,0
kim_ward_000_1_2.pst.371.xls,Sheet1:H19,19,1,5,1
don_baughman_000_1_1.pst.200.xls,8-1:C38,37,1,17,1
daren_farmer_000_1_1.pst.203.xls,BMSPT066:A8,44,0,28,0
juan_hernandez_000_1_1.pst.10.xls,Sheet1:C38,37,1,17,1
mike_swerzbin_000_1_1.pst.72.xls,Sheet1:Z13,11,0,1,0
darron_c_giron_000_1_1_1.pst.219.xls,DiffDates:B9,2,0,2,0
benjamin_rogers_001_1_1.pst.119.xls,Sheet1:G11,11,0,6,0
tracy_geaccone_000_1_1.pst.446.xls,2002 Plan:N24,3,0,3,0
james_steffes_000_1_1.pst.26.xls,Sheet1:U22,5,0,5,0
michelle_lokay_000_1_2_1.pst.24.xls,Duke 500621:H12,32,0,12,0
kevin_hyatt_000_1_1.pst.142.xls,Station #2 Discharge:G100,8,0,8,0
phillip_allen_000_1_1.pst.195.xls,GasDaily:B4,1,0,1,0
mary_fischer_000_1_1.pst.358.xls,July:E10,4,0,4,0
lisa_gang_000_1_1.pst.288.xls,EES-Schedule day 1:P11,13,0,13,0
john_forney_000_1_1.pst.7.xls,Sheet1:J5,2,0,2,0
gstorey_000_1_1.pst.38.xls,St Clair:J16,9,0,8,0
scott_neal_000_1_1.pst.929.xls,Sheet1:F18,23,0,15,0
louise_kitchen_000_1_1_1_1.pst.24.xls,April Origination:A78,2,0,2,0
chris_germany_000_1_2.pst.1139.xls,CGAS Volume:A8,1,0,1,0
vladi_pimenov_000_1_1.pst.54.xls,BASIS REP:H47,1,0,1,0
vkaminski_000_1_1_1.pst.179.xls,MENGENLS1 19-07-2000:N7,1,0,1,0
louise_kitchen_001_1_1_1.pst.297.xls,Sheet1:H22,1,0,1,0
phillip_m_love_001_1_1.pst.351.xls,July 2001:C6,11,0,11,0
darrell_schoolcraft_000_1_1_1.pst.219.xls,Duke 500621:H12,32,0,12,0
paul_y'barbo_000_1_1.pst.103.xls,SoCal-SJ Calc:B13,8,0,2,0
monika_causholli_000_1_1.pst.35.xls,Western Pulp:D36,11,0,11,0
darrell_schoolcraft_000_1_1_1.pst.404.xls,2002 HUB ATTCH#2:H22,13,0,6,0
benjamin_rogers_001_1_1.pst.137.xls,Debt:B38,551,5,67,5
chris_germany_000_1_2.pst.455.xls,external:K8,8,0,8,0
kate_symes_000_1_1.pst.1152.xls,3-30:F38,1,0,1,0
matthew_lenhart_001_1_1.pst.154.xls,OP.Power Desk Daily Price:B7,3,0,2,0
stacey_white_000_1_1.pst.3.xls,BRA Power:A6,28,0,22,0
craig_dean_000_1_1.pst.132.xls,Rate Estimator:D36,65,1,6,1
andrea_ring_000_1_1.pst.17.xls,POOL INV VOL:G3,32,0,24,0
scott_neal_000_1_1.pst.702.xls,Sheet1:E32,94,1,56,1
richard_shapiro_000_1_1.pst.131.xls,jan01.xls:B9,3,0,3,0
daren_farmer_000_1_1.pst.370.xls,Floor Plan:I62,6,0,1,0
don_baughman_000_1_1.pst.191.xls,Sheet1:C38,37,1,17,1
scott_neal_000_1_1.pst.0.xls,Sheet1:F17,9,0,5,0
larry_campbell_000_1_1.pst.660.xls,Site & Acct List:X11,3,0,3,0
jay_reitmeyer_000_1_1.pst.196.xls,Index_09_24_01:I47,4,0,4,0
benjamin_rogers_000_1_1.pst.59.xls,Sheet1:B10,3,0,3,0
dutch_quigley_000_1_1.pst.66.xls,Sheet1:W11,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.733.xls,July 01:A6,3,0,2,0
sara_shackleton_000_1_1_1.pst.160.xls,Sheet2:C13,11,0,9,0
daren_farmer_000_1_1.pst.120.xls,Unify Recon:B8,1,0,1,0
kim_ward_000_1_2.pst.427.xls,June 19 Supply Price:A3,1,0,1,0
john_hodge_000_1_1.pst.26.xls,Sheet1:H88,1,0,1,0
kim_ward_000_1_2.pst.125.xls,Sheet1:F9,21,0,10,0
lisa_gang_000_1_1.pst.333.xls,Scheduling:AJ5,0,0,0,0
vkaminski_001_1_2_1.pst.34.xls,USPOWER:F38,8,0,2,0
mary_fischer_000_1_1.pst.385.xls,Note1:G20,21,0,20,0
kim_ward_000_1_1_1.pst.33.xls,Sheet1:H88,1,0,1,0
darron_c_giron_000_1_1_1.pst.325.xls,Hours:B1,2,0,1,0
theresa_staab_000_1_1.pst.244.xls,Nominations:N18,5,0,5,0
chris_germany_000_1_2.pst.428.xls,CGAS:L6,14,0,14,0
chris_stokley_000_1_1.pst.17.xls,Sheet1:I16,11,0,6,0
chris_stokley_000_1_1.pst.159.xls,Jan Debtor:F75,6,0,3,0
dutch_quigley_000_1_1.pst.139.xls,Sheet1:C5,3,0,2,0
sally_beck_001_1_1_1_1.pst.297.xls,BY BUSINESS UNIT ENA:M72,6,0,5,0
jane_tholt_000_1_1.pst.21.xls,Pooling_Point_Quantities_1999_a:H4,3,0,2,0
chris_germany_000_1_2.pst.1047.xls,Sheet2:K401,63,1,32,1
scott_neal_000_1_1.pst.837.xls,Sheet1:F73,33,0,21,0
phillip_allen_001_1_1.pst.175.xls,Sheet1:D5,1,0,1,0
holden_salisbury_000_1_1.pst.9.xls,Jan 08-14:C17,7,0,7,0
tracy_geaccone_000_1_1.pst.390.xls,Draft:F31,2,0,2,0
daren_farmer_000_1_1.pst.356.xls,Allocations:C16,7,0,6,0
stacey_white_000_1_1.pst.216.xls,BRA Power:A6,28,1,22,1
andy_zipper_000_1_1.pst.166.xls,Deal Detail:K23,3,0,1,0
matt_motley_000_1_1_1.pst.11.xls,FRI_Peak_Pos_TieOut:DR11,2,0,2,0
stacey_white_000_1_1.pst.128.xls,Var. Rpt EPMI:H13,11,0,10,0
darrell_schoolcraft_000_1_1_1.pst.474.xls,22:B11,7,0,5,0
larry_may_000_1_1.pst.309.xls,DATA:B3,1,0,1,0
geir_solberg_000_1_1.pst.42.xls,DEC(8):W41,13,0,12,0
benjamin_rogers_001_1_1.pst.189.xls,FIN:M14,50,1,25,1
theresa_staab_000_1_1.pst.271.xls,Nominations:N18,5,0,5,0
vladi_pimenov_000_1_1.pst.45.xls,New York Sum:E75,14,0,14,0
mary_fischer_000_1_1.pst.108.xls,Sheet1:C14,6,0,6,0
phillip_allen_001_1_1.pst.434.xls,San Juan:C50,3,0,2,0
monika_causholli_000_1_1.pst.17.xls,Sheet1:C5,1,0,1,0
joe_parks_000_1_1.pst.379.xls,available capacity:B38,1,0,1,0
darron_c_giron_002_1_1_1.pst.322.xls,Sheet1:B2,45,0,40,0
theresa_staab_000_1_1.pst.100.xls,Feb 01:A23,1,0,1,0
tracy_geaccone_000_1_1.pst.428.xls,EREC-EREC4:E92,71,1,71,1
michelle_lokay_000_1_2_1.pst.108.xls,PGE-PERMIAN SPREAD:H46,6,0,5,0
dutch_quigley_000_1_1.pst.232.xls,Sheet1:D8,5,0,2,0
vkaminski_000_1_1_1.pst.118.xls,Allocations:B46,8,0,6,0
jeff_dasovich_000_1_1_1.pst.148.xls,FERC Analysis:G6,37,0,13,0
bill_rapp_000_1_1.pst.3.xls,Sheet1:A7,1,0,1,0
louise_kitchen_000_1_2_1.pst.178.xls,Sheet1:B2,1,0,1,0
jane_tholt_000_1_1.pst.124.xls,Sheet1:A2,1,1,1,1
marie_heard_000_1_1.pst.9.xls,Momma Credit Form :H33,3,0,3,0
michelle_lokay_000_1_2_1.pst.780.xls,above max rate:N12,2,0,2,0
tracy_geaccone_000_1_1.pst.31.xls,ETSALLOC-TW:F7,5,0,4,0
lisa_gang_000_1_1.pst.227.xls,EES-Schedule day 1:P11,13,0,13,0
paul_y'barbo_000_1_1.pst.26.xls,76%:D2,1832,11,1374,12
stephanie_panus_000_1_1.pst.29.xls,Momma Credit Form :H33,3,0,3,0
joe_stepenovitch_000_1_1.pst.3.xls,Sheet1:H7,2,0,1,0
joe_parks_000_1_1.pst.244.xls,Months:F4,4,0,3,0
lynn_blair_000_1_1.pst.189.xls,August 18 & 19- 2001:E17,7,0,7,0
kate_symes_000_1_1.pst.123.xls,FEB24:D13,4,0,3,0
kenneth_lay_000_1_1_1_1.pst.39.xls,ENRON:AE43,0,0,0,0
mike_carson_000_1_1.pst.55.xls,Sheet1:C11,5,0,4,0
daren_farmer_001_1_1.pst.1244.xls,0310:E10,5,0,4,0
kevin_presto_000_1_1.pst.450.xls,East Power - January:D49,50,0,50,0
lisa_gang_000_1_1.pst.306.xls,Scheduling:AJ5,0,0,0,0
chris_stokley_000_1_1.pst.87.xls,Sheet1:K3,2,0,2,0
errol_mclaughlin_jr_000_1_1.pst.113.xls,AECOApr-Oct:J86,5,0,5,0
kevin_presto_000_1_1.pst.159.xls,NPCC:H35,2,0,2,0
vkaminski_000_1_1_1.pst.150.xls,Model:E5,1,0,1,0
gerald_nemec_000_1_1.pst.253.xls,Sheet1:D14,1,0,1,0
richard_sanders_000_1_1_1.pst.10.xls,Rig Expenses:F7,4,0,4,0
mark_guzman_000_1_1_1.pst.11.xls,West Power Position:I9,11,0,11,0
sara_shackleton_001_1_1.pst.366.xls,Sheet1:B2,5,0,4,0
mary_fischer_000_1_1.pst.140.xls,Curtailment Periods - Hourly:I39,10,0,8,0
dutch_quigley_000_1_1.pst.14.xls,Sheet1:B12,4,0,4,0
phillip_allen_000_1_1.pst.116.xls,Pro Forma:F8,3,0,3,0
daren_farmer_000_1_1.pst.1131.xls,Oct :Q16,11,0,11,0
phillip_m_love_000_1_1.pst.643.xls,Module1:D41,12,0,12,0
kevin_ruscitti_000_1_1.pst.9.xls,GDDPL:C4,93,1,60,1
john_griffith_000_1_1.pst.147.xls,FGT Z2 Supply:B10,69,0,20,0
theresa_staab_000_1_1.pst.336.xls,Citation Aug 01:C5,1,0,1,0
sally_beck_000_1_1_1_1.pst.26.xls,1999:L7,17,0,7,0
benjamin_rogers_001_1_1.pst.252.xls,Debt:B38,551,5,67,6
louise_kitchen_000_1_1_1_1.pst.280.xls,Sheet1:M20,5,0,2,0
vkaminski_000_1_1_1.pst.188.xls,MENGENLS1 19-07-2000:N7,1,0,1,0
jeff_dasovich_000_1_1_1.pst.61.xls,Sheet1:D7,4,0,3,0
chris_germany_000_1_2.pst.464.xls,wacog:D9,12,0,6,0
daren_farmer_001_1_1.pst.1086.xls,Feb 00:D7,1,0,1,0
kate_symes_000_1_1.pst.819.xls,2-15:S6,3,0,2,0
louise_kitchen_000_1_1_1_1.pst.174.xls,Allocations Detail:I18,7,0,4,0
john_lavorato_000_1_1_1.pst.48.xls,Page2:C73,11,0,9,0
matthew_lenhart_001_1_1.pst.145.xls,OP.Power Desk Daily Price:B7,3,0,2,0
mary_fischer_000_1_1.pst.241.xls,E12.XLS:M27,15,0,15,0
paul_y'barbo_000_1_1.pst.182.xls,Summary:H30,1,0,1,0
lynn_blair_000_1_1.pst.119.xls,Attch#1:G28,13,0,7,0
chris_germany_000_1_1_1.pst.162.xls,11-99:I15,26,0,10,0
martin_cuilla_000_1_1_1.pst.10.xls,summary:B10,3,0,3,0
sally_beck_001_1_2_1.pst.216.xls,Summary YTD:I32,34,1,34,1
harry_arora_000_1_1.pst.102.xls,Apri 00:B12,3,0,2,0
sally_beck_000_1_1_1_1.pst.138.xls,Global Data:U10,1,0,1,0
daren_farmer_000_1_1.pst.1232.xls,Sheet1:N13,5,0,3,0
elizabeth_sager_000_1_1.pst.15.xls,PG&E Corp.  (unreg):I20,14,0,13,0
darrell_schoolcraft_000_1_1_1.pst.539.xls,22:B11,7,0,5,0
vkaminski_001_1_2_1.pst.338.xls,A Amort:B3,227,1,92,1
louise_kitchen_000_1_2_1.pst.687.xls,Sheet1:I30,17,0,16,0
scott_neal_000_1_1.pst.290.xls,Sheet1:L9,25,1,15,1
lisa_gang_000_1_1.pst.126.xls,MARCH(2):T26,10,0,8,0
rick_buy_000_1_1_1_1.pst.226.xls,Cost Cancel Details:D92,460,4,11,4
chris_germany_000_1_2.pst.60.xls,Daily Activity:E12,4,0,3,0
drew_fossum_000_1_1.pst.119.xls,9908:L20,2,0,2,0
lisa_gang_000_1_1.pst.297.xls,BASE GENERATION FORECAST:C10,1,0,1,0
phillip_allen_000_1_1.pst.186.xls,Cash Flow Forecast:C28,81,1,12,1
daren_farmer_000_1_1.pst.237.xls,BMSPT066:A8,44,0,28,0
kate_symes_000_1_1.pst.73.xls,2-15:S6,3,0,2,0
stacey_white_000_1_1.pst.378.xls,Floor Plan Changes:I75,6,0,1,0
jonathan_mckay_000_1_1.pst.113.xls,Normals:C3,1,0,1,0
james_steffes_000_1_1.pst.31.xls,Sheet1:U22,5,0,5,0
gerald_nemec_000_1_1.pst.11.xls,Cash Flows:B47,3011,29,80,30
lisa_gang_000_1_1.pst.4.xls,MARCH(17):D25,10,0,9,0
theresa_staab_000_1_1.pst.2.xls,S Kitty Detail:A26,1,0,1,0
sara_shackleton_000_1_1_1.pst.67.xls,Momma Credit Form :H33,3,0,3,0
jeff_dasovich_000_1_1_1.pst.34.xls,Amerhome:D108,9,0,4,0
diana_scholtes_000_1_1.pst.59.xls,Sheet1:B23,9,0,5,0
stacey_white_000_1_1.pst.300.xls,BRA Power:A6,28,0,22,0
vkaminski_002_1_1_1.pst.0.xls,Capital Portfolio:C18,14,0,6,0
lindy_donoho_000_1_1_1.pst.142.xls,WOT by Month thru 2010:DU7,2,0,2,0
chris_dorland_000_1_1_1.pst.7.xls,TCPL Map:U36,14,0,13,0
louise_kitchen_000_1_1_1_1.pst.320.xls,Sheet1:J5,2,0,2,0
john_lavorato_000_1_1_1.pst.62.xls,Blue Range Recovery:E13,15,0,11,0
bill_williams_iii_000_1_1.pst.30.xls,9-26:I4,3,0,3,0
kim_ward_000_1_1_1.pst.19.xls,Model:C4,23,0,19,0
sara_shackleton_000_1_1_1.pst.146.xls,UBS Forward:R10,32,0,32,0
dutch_quigley_000_1_1.pst.223.xls,Sheet1:B10,6,0,3,0
sally_beck_000_1_1_1_1.pst.231.xls,Hotlist - Identified :M56,4,0,4,0
phillip_platter_000_1_1.pst.1.xls,EES-Schedule day 1:H59,8,0,8,0
tracy_geaccone_000_1_1.pst.280.xls,Weighted:O18,4,0,4,0
michelle_lokay_000_1_2_1.pst.827.xls,Current Est Vs. Forecast:D14,6,0,3,0
chris_germany_000_1_2.pst.12.xls,external:K8,8,0,8,0
larry_campbell_000_1_1.pst.365.xls,East:H20,3,0,3,0
cara_semperger_000_1_1.pst.28.xls,JD-MAL TRANS:B12,3,0,3,0
kevin_ruscitti_000_1_1.pst.144.xls,DAILY:X2,2,0,1,0
robin_rodrigue_000_1_1.pst.172.xls,GRMS Detail:AF8,0,0,0,0
darron_c_giron_000_1_1_1.pst.118.xls,July NSS:E8,6,0,6,0
daren_farmer_000_1_1.pst.1442.xls,Offshore- S. Tx- Arklatex- G.C.:E59,14,0,8,0
vkaminski_000_1_1_1.pst.233.xls,SAP Interface:A1,6,0,1,0
gstorey_000_1_1.pst.110.xls,Phys Pos:N10,4,0,4,0
gerald_nemec_000_1_1.pst.235.xls,Schedule:D5,9,0,5,0
darron_c_giron_002_1_1_1.pst.173.xls,Sheet1:C7,5,0,4,0
scott_neal_000_1_1.pst.118.xls,AGA Storage:F448,1,0,1,0
lindy_donoho_000_1_1_1.pst.102.xls,sort by releasing shipper:O9,1,0,1,0
daren_farmer_001_1_1.pst.1169.xls,Volumes Taken:D4,2,0,1,0
kenneth_lay_000_1_1_1_1.pst.40.xls,Allocations Detail:H36,8,0,3,0
sally_beck_000_1_1_1_1.pst.222.xls,YTD Mgmt Summary:G15,14,1,14,1
john_forney_000_1_1.pst.18.xls,Sheet1:I18,2,0,2,0
phillip_platter_000_1_1.pst.53.xls,EES-Schedule day 1:Y59,9,0,9,0
darrell_schoolcraft_000_1_1_1.pst.102.xls,NW:AC5,4,0,4,0
larry_campbell_000_1_1.pst.230.xls,enginePTE:D14,23,0,7,0
darrell_schoolcraft_000_1_1_1.pst.649.xls,Sheet1:F7,3,0,3,0
lisa_gang_000_1_1.pst.30.xls,APRIL (2):G26,10,0,9,0
mike_carson_000_1_1.pst.64.xls,Sheet1:C11,10,0,10,0
larry_may_000_1_1.pst.262.xls,Sheet1:J6,4,0,3,0
kevin_ruscitti_000_1_1.pst.202.xls,30-Yr Fixed:C3,17,0,12,0
drew_fossum_000_1_1.pst.282.xls,Sheet1:D14,6,0,5,0
phillip_allen_000_1_1.pst.240.xls,Pro Forma:F8,3,0,3,0
scott_neal_000_1_1.pst.319.xls,STOR951:C21,5,0,3,0
daren_farmer_000_1_1.pst.0.xls,Unify Recon:B8,1,0,1,0
kam_keiser_000_1_1.pst.62.xls,Texas:G4,4,0,3,0
robin_rodrigue_000_1_1.pst.3.xls,GRMS Detail:R10,3,0,2,0
darron_c_giron_000_1_1_1.pst.237.xls,QT9525.B_After:F43,5,0,3,0
kevin_presto_000_1_1.pst.274.xls,NPCC:H35,2,0,2,0
richard_shapiro_001_1_2.pst.202.xls,Sheet1:D8,3,0,3,0
darrell_schoolcraft_000_1_1_1.pst.303.xls,02-(13):D10,5,0,2,0
chris_germany_000_1_1_1.pst.64.xls,Basis:I141,9,0,5,0
dutch_quigley_000_1_1.pst.148.xls,Sheet1:B12,4,0,4,0
mary_fischer_000_1_1.pst.122.xls,Accounts:B3,1,0,1,0
chris_germany_000_1_1_1.pst.105.xls,Sheet1:H12,1,0,1,0
mary_fischer_000_1_1.pst.250.xls,E11.XLS:C17,9,0,9,0
john_griffith_000_1_1.pst.10.xls,Difference:H16,3,0,3,0
stephanie_panus_000_1_1.pst.65.xls,Momma Credit Form :H33,3,0,3,0
john_zufferli_000_1_1.pst.116.xls,Enron Security:E10,9,1,6,1
drew_fossum_000_1_1.pst.128.xls,Short Form:L24,7,0,7,0
dan_hyvl_000_1_1.pst.140.xls,Momma Credit Form :H33,3,0,3,0
theresa_staab_000_1_1.pst.393.xls,Nominations:K44,5,0,5,0
robert_badeer_000_1_1.pst.39.xls,Table_New Gen:D4,2,0,1,0
jeffrey_a_shankman_000_1_2.pst.216.xls,Rate Increase Model:E11,18,0,17,0
rick_buy_000_1_2_1.pst.116.xls,Amort:F10,57,1,14,1
louise_kitchen_000_1_1_1_1.pst.1.xls,Cost Cancel Details:D108,460,4,11,4
richard_sanders_000_1_1_1.pst.48.xls,Bankruptcies:A2,1,0,1,0
richard_ring_000_1_1.pst.85.xls,BASE GENERATION FORECAST:C10,1,0,1,0
lisa_gang_000_1_1.pst.21.xls,MARCH(28):F28,10,0,8,0
phillip_allen_000_1_1.pst.152.xls,weekly:F6,9,0,9,0
gerald_nemec_000_1_1.pst.161.xls,Sheet1:G14,3,0,3,0
daren_farmer_001_1_1.pst.1095.xls,HIST:D4,4,0,2,0
