fileName,Longest Dep Ref,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
37.表10-6.xlsx,电力分区:J2,7,1,1,1
Plan QA-AvanceManuel.xlsx,Cronograma-Cartera:AA8,0,0,0,0
DataClassSmellRelationAnalysisOfkeras.xlsx,Sheet1:G9,2,0,2,0
phillip_platter__31417__EES_Schedule.xlsx,day 2:G105,9,0,8,0
5c0f2a3f-f8b3-403b-8ad6-e6b13cd8251e.xlsx,1.Info:A10,42,0,2,0
File 13 CrUMI_comb.xlsx,File 8 CrUMI_comb:C41,78904,1162,52603,1221
MongoOrders.xlsx,MongoOrders:A37,8,0,4,0
Nashville.gov_-_Top_500_Monthly_Searches.xlsx,Nashville.gov_-_Top_500_Monthly:M17,43676,662,1,676
laravel-excel-FenU3FJiuF89u6BqcdE5oFtEM8ovinbB.xlsx,ALL:A2162,50,0,1,0
QT-2018-N-B62-TT343-19.xlsx,62:D13,4,0,2,0
Presup.Ventas.Año x Vendedor-OK.xlsx,Presup_Mes_Bosch:D23,3,0,1,0
report1.xlsx,Sheet1:D6,27,0,27,0
0.11980167176565-1-Administrador-2021-04-08-2. Subsidios.xlsx,SAC:O1775,4,0,3,0
airplane_order_train——gai.xlsx,Sheet4:F7977,1,0,1,0
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B11%2BJanuary%2B2022.xlsx,Chart 3 - Archive ICU:A2,18,0,1,0
Stock 05.03.20.xlsx,Smartphone Sales Report:C6,54,1,27,1
Project 2 - DATA PREP-2.xlsx,Merged City Data:B10,1,0,1,0
vote22.xlsx,expb (1):AA2239,0,0,0,0
estimacionDeVentasSubway.xlsx,Sheet1:C10,4,0,3,0
SAM-0.02 OR30x100-0.75_6 dataset analysis.xlsx,State026:L67,6,0,1,0
yl_2015_3_1035.xlsx,Sheet1:C5,22,0,1,0
function_level_info.xlsx,Sheet2:C10,1,1,1,1
ICE_Clear_Credit_Clearing_Eligible_Products.xlsx,CDX Constituents:E43,4,0,4,0
V1 _ Time management.xlsx,Calendar (2):D15,517,6,85,6
SWSLCoLandUseCalcs_PreferredScenario_EmpCenter.xlsx,Emp Center:F5,88,1,18,1
2019-06-22-0827_stachyurus_chinensis.xlsx,Measurements:C11,5610,79,1980,82
Chicago Time Series.xlsx,SES:B2,9130,81,1828,85
Report5_Test_Case_Document.xlsx,Update profile:B18,3,0,3,0
soc-cmm 2.1 - basic.xlsx,_Output:D526,173,2,173,2
Flash Report.xlsx,Week Calendar:A2,3697,24,1849,25
2021-06 Cleaned.xlsx,202106-divvy-tripdata:D26632,1,0,1,0
201901角焊缝试验尺寸测量.xlsx,测量汇总:CB4,0,0,0,0
4_01.08.2017-21.08.2017.xlsx,ფორმა N5:C24,4,0,4,0
KPMG_VI_New_raw_data_update_final_v2.0.xlsx,NewCustomerList:J751,3,0,1,0
Wqqqqqqqqqqqqqqqqqqqqq-20181127163450331.xlsx,不良明细:CMS66,1,0,1,0
bike_network.xlsx,bike:C4101,2,0,2,0
bensu_matb_033015.121623_nooutliers.xlsx,test_w_tracker_matb.csv:A196,1,0,1,0
Kickstarter Success Analysis.xlsx,Data:I4037,1,0,1,0
TableMath04.xlsx,二色對子:A1,720,9,216,9
Ranking_2021-02-23.xlsx,avrange of n:K495,1,0,1,0
Riesgos - Anexo I_Construccion_iteracion1.xlsx,Análisis:A2,478,4,1,4
obesity.xlsx,Table 2:A20,1,0,1,0
rpt_dscd00120_ST01.xlsx,DAILY DELIVERY - MAR:D20,58,0,56,0
ilsheet.xlsx,Any% Best World Segments:M17,3,0,2,0
2019-02-20-0659_site2a_aq.xlsx,Measurements:C11,6225,67,2490,70
Spearman.xlsx,spearman_Rank:K36,1,0,1,0
BACM Annex A.xlsx,Sheet1:X2613,1,0,1,0
NABL_2021_MASTER_070121.xlsx,Rosters and available players:AB8,0,0,0,0
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B19%2BMay%2B2021.xlsx,Chart 3 - Archive ICU:A2,18,0,1,0
data-1-1-3-StarterBook P1.xlsx,Kickstarter:I4082,1,0,1,0
LSA_Excel Homework_StarterBook.xlsx,Bonus:D8,4,0,1,0
RETURN_stream_i_jAUGUST.xlsx,calc_b&h:B3,1419,8,2,8
sample_100_eval.xlsx,all:C263,1,0,1,0
01 FT EG2021_v07.xlsx,DISTITOS SEA:M15,3,0,3,0
RCrk_MAST_summary_v3.xlsx,TSOI v ELEV Trendline @ mid sol:L9,1,0,1,0
tori_kuykendall__40083__DailyPrices.xlsx,Price Sheet:B3,69,0,4,0
BenchmarkStripMallNewV1.2_4.0_SI.xlsx,ZoneSummary:G9,1,0,1,0
Copia de Carga Productos 22-04-21.xlsx,Carga Ximena:D71,3,0,2,0
iTradeWin_CH(CrossBrowser)_Test Report_.xlsx,Summary:B12,20,0,8,0
200729_EngineStudsTighteningTorqueR09.xlsx,Monocoque:AJ39,2,0,2,0
ML-NB-sample.xlsx,Sheet2:B4,4,0,4,0
covid_vaccination_04_01_2022.xlsx,Notes:A13,1,0,1,0
selected_food_august_2020.xlsx,NASSARAWA:AS23,0,0,0,0
202101 AoC.xlsx,Sheet1:B40,17,0,7,0
benjamin_rogers__1054__Consolidated 6 Peaker-062000.xlsx,Debt:B14,366,5,25,5
0219447076AP2014.xlsx,Control chart:E28,19,0,2,0
slr-utility-estimates.xlsx,HERC-Aug 9- 2018:H72,5,0,1,0
Nashville_Cemetery_Age_OF_DEATH.xlsx,Historic_Nashville_City_Cemeter:B17622,3,0,3,0
data_timefreq_alpha.xlsx,E1_unfamiliar:BO23,0,0,0,0
VIL-2015-11.xlsx,NOV 29:Q10,8,0,4,0
20201206RandomWalks.xlsx,Trial 9:F8,5,0,3,0
laravel-excel-y3Qwc5lXmLxFHRC4u6sKToRAKiQbSbg9.xlsx,ALL:A2162,50,0,1,0
Region_MIDA_pjm.xlsx,Daily Charts:B368,365,2,1,2
W02-V05-Absolute Cell Refs.xlsx,Orders:R697,4,0,3,0
20170727 8.1-4 置入表 确定版(1).xlsx,原:Q171,41,0,21,0
BMI.csv.xlsx,Sheet20:B29,2,1,2,1
input_data_business_munich_phillipson.xlsx,Revenue:C2,10,0,10,0
NFL Hall of Fame Thresholds.xlsx,WR Data:F22,2,0,1,0
GCS-MT-12.xlsx,Consolidado pendientes:B9,1119,7,1,7
data-media-store.xlsx,acceptance-test:A2,719,4,1,4
VijaySaxenaHW_16jun2018.xlsx,Sheet5:A4,10,0,1,0
Construction Template.xlsx,Timeline:C10,1,0,1,0
8_SS.xlsx,まとめ (2):F9,1,0,1,0
Data Logged During Initial Build.xlsx,Log33:D136,2,0,2,0
2019-10-25 pendulum lab measurements (2).xlsx,raw:D9,7,0,4,0
oregon-schools.xlsx,Statewide (17-18):F24,2,0,2,0
bajaj.xlsx,Input:AG11,0,0,0,0
HC_DAILY.xlsx,Fraud_Gauge:D6,6,0,5,0
EXCEL HW new.xlsx,Sheet1:J3248,1,0,1,0
Rec-20211102-ViZab9ri8.xlsx,รวม FG:E11,2,0,1,0
2016 Presidential Results.xlsx,CD2:D9,5,0,3,0
019bf05d-e5a1-4dc6-958a-835ed3a36292.xlsx,1.Info:A10,42,0,2,0
Winsorizing_USURTOT.xlsx,2020-06-10:B44,4681,101,431,103
rtd_profiles.xlsx,Jul 25:DH34,5,1,3,1
Excel-Challenge-JB.xlsx,Sheet1 :L360,1,0,1,0
Apuração RV Gerentes - Mensal_2019.03.17.xlsx,Apuração Preliminar:AX959,0,0,0,0
benjamin_rogers__1048__Consolidated 6 Peaker-051800-PE-1.xlsx,Debt:B54,366,5,25,5
FTE´s - dciembre  2018.xlsx,PuestoCconPool:K763,11,1,1,1
200_0130_2021_03_25.xlsx,Cn averaged:A78,1,0,1,0
usdcad10min.xlsx,usdcad:E56692,156,2,77,2
discussion sir.xlsx,dt:E11,3,0,2,0
工作簿1-20181122143030507.xlsx,不良明细:CEA5,2,0,1,0
CMS FOR LED 的调整（LEIVS）20190818-EN.xlsx,C1-C3image:AF5,0,0,0,0
Doing Business.xlsx,DRAFT:CR726,0,0,0,0
1528996719_GCI-FT - 15 V6 FORMULADO (3) NOVEDAD TAMSULOSINA.xlsx,SELECTIVO:I34,2,0,1,0
Incendios forestales_consolidado.xlsx,consolidado:G8557,8736,71,1,72
QuantitativeInferenceProcedures.xlsx,ANOVA:F6,23,0,9,0
CL3.xlsx,Sheet30:B61,7,0,2,0
WorkOrders_03.xlsx,Sheet1:I1948,4,0,2,0
전국공공체육시설(2016년말기준).xlsx,시도별현황:N43,5,0,5,0
Fallzahlen_Kum_Tab_20210702_062816.xlsx,Fälle-Todesfälle-gesamt:B116,4,0,3,0
analisis de anotaciones duracion2.xlsx,Truco 4:AV15,11,0,8,0
Stock Data VBA.xlsx,Bonus:D4,4,0,1,0
工作簿1-20181122155724428.xlsx,不良明细:CEA5,2,0,1,0
Kickstarter Campaigns Analysis.xlsx,Outcomes by Goal:D11,4,0,1,0
Anno 2017.xlsx,Prezzi-Prices:B4715,3,0,2,0
StudentData3.xlsx,MAP!:C8,3,0,2,0
ST 44.xlsx,June:A27,28,0,1,1
Arduino - Music Script.xlsx,Eye of the Tiger_auto:C11,84,0,44,0
LouisvilleMetro_Covid-19_Data_November242020.xlsx,Mann-Kendall Trend Tests - BETA:A37,30,0,5,0
新征程第二期2019-1月-2.xlsx,Sheet1:S3,15,0,4,0
relacao_geral_-_vodanet_-_29-08-2014.xlsx,Anatel:N1213,227,2,1,2
Minimum Power Plant Capacity.xlsx,New State Downscale Dataframe:F282,1,0,1,0
Listado Deserción- Rectoría Cundinamarca- Sede- TODOS- 2012-1.xlsx,Análisis Deserción 2012-1:D9,3,0,2,0
week 13-dk.xlsx,Line-ups:K27,3,0,3,0
Telco_customer_churn_services.xlsx,Telco_Churn:AA1126,0,0,0,0
jane_tholt__13055__June 12 With SOH Upgrade But No EOC Advantage.xlsx,Assign To West Contracts:BT71,106,1,73,1
TP_RR_Équipe_2.xlsx,Section 2:G7,1307,33,254,34
CMP 2016 BG .36.xlsx,Replacement Parts:D44,1,0,1,0
17-03-2015_02_49_47 pm.xlsx,Hoja2:AM83,0,0,0,0
exclusive_build_info.xlsx,Sheet1:C28,5,0,5,0
oesolver.xlsx,Sheet1:Z2,30085,466,6017,495
keepers17-18.xlsx,Team salary worksheet:P4,30,0,17,0
Invoice04.xlsx,Sheet1:C5767,2,0,2,0
ESTADISTICA A FEBRERO 28 DE 2015.xlsx,3. LEY 906 FEBRERO  2015:B13,19,0,15,0
图11以及表AB.xlsx,各方法计算结果:L1090,1,0,1,0
whole_countries_2013-2020.4.xlsx,입국:GW37,9,0,9,0
pattern_sn_v2_état.xlsx,Total par disciplines:D74,11,0,8,0
Analyze NYSE Data.xlsx,Scenario Forecast:A37,8,0,4,0
报表管理2018.1.22.xlsx,利润表公式:E21,3,0,3,0
Translations_Master_File-v1.75.58.xlsx,Emails:A64,22,0,1,0
120CAMV_Date_03_16_2020_UEF Med_Normal Capacity_Shroud OFF.xlsx,Pqhr:B10,22,0,13,0
3-3-4 (2).xlsx,Cash Flow:G28,66,2,30,2
pyramid.xlsx,Sheet3:G143,12,0,1,0
BP-各国能源具体数据-20151206.xlsx,Oil - Trade movements:AJ15,0,0,0,0
Metier Subgroup Species 2020.xlsx,Gear vs spec group:F27,1,0,1,0
KPMG_data_update_final.xlsx,NewCustomerList:R567,3,0,1,0
Syllabus (2017-2018) - toutesFormations.xlsx,DIC-TR:O102,8,0,5,0
FD6900.xlsx,FD6900:C4071,1,0,1,0
Project Time Sheet v1.0.xlsx,Summary:D7,3,0,3,0
Ranking_2021-08-16.xlsx,avrange of n:K495,1,0,1,0
Worked_examples_Franchise deductible.xlsx,Examples:C13,8,0,4,0
6.2014.xlsx,ფორმა N 8.1:G9,29,0,1,0
beerDB05.02_10.11.xlsx,beerDB05.02_10.11.csv:N39,15639,271,15639,280
SAM-0.2 OR30x100-0.25_8 dataset analysis.xlsx,State026:L67,6,0,1,0
PSBC-PM(V1.1.8)V1.xlsx,Index:G5,3,0,3,0
RBIForAutomation_0001_RBIndia-LR_20161001.RBI.xlsx,LR-Part A1:G46,56,1,14,1
case_database_2011_2018_v2.xlsx,DATABASE_ALL:U464,3,0,2,0
200326_업무보고서.xlsx,3월:M49,9,0,9,0
data_stinkBug_2018-2019.xlsx,9 DE JULIO:E964,359,2,1,2
Notif.xlsx,All Notifications_2010-2016:U15676,1,0,1,0
VIL-2018-04.xlsx,APR 20:S14,12,0,6,0
input_data_business.xlsx,Revenue:C8,11,0,11,0
FORMATO_DE_EVENTOS_MES_DE_NOVIEMBREDanielPino_Otas_actividades.xlsx,RMI - ENERO 2017:AD28,0,0,0,0
USD_YCSTDBootstrapping_Mx.xlsx,Futures:I1,1,0,1,0
CFB_2011_2018.xlsx,All Games:B4341,776,5,1,5
Customer Sales Dashboard.xlsx,Delivery_Performance:A1,2,0,1,0
Market Dojo.xlsx,Sourcing:H35,3,0,3,0
FID0Mesic.xlsx,FieldCard:G101,14,0,2,0
Exam 2 Bonus Problems.xlsx,Problem 1:N6,4,0,2,0
energy_output_array_30min.xlsx,energy_output_array_30min:F3,35042,737,35041,760
SAM-0.2 OR10x100-0.25_6 dataset analysis.xlsx,State026:G38,6,0,1,0
2019-05-31-0818_empty_racir.xlsx,Measurements:C11,5610,86,1980,89
measles.xlsx,solution:A15,18250,141,1,143
68.3 Safety ActionTracking Register v3.xlsx,KPIs:N7,23,0,6,0
设计表.xlsx,经济总表:C11,321,3,90,3
Summary_graphs.xlsx,Sheet1:J23753,1,0,1,0
Mass CO2e Avoidable by Marginal Cost.xlsx,Chem - ODS:G15,67,0,2,0
RMS-RA数据核对2017-03-24.xlsx,RMS-RA数据核对:F9,4,0,4,0
data_fiche_wilaya.xlsx,Feuil1:AP189,0,0,0,0
27 - Conditional Formatting.xlsx,Represent Trending with Icons:D5,1,0,1,0
RD-Candidate-Analysis-2012-8.xlsx,2018:G1563,1,0,1,0
Groupon_North_America_Data_Q4_2013_AT.xlsx,Groupon Historical Data:F7,5,0,4,0
Demo_2.xlsx,11. Historical Data:E7,5,0,3,0
Technical Debt Assessment Framework.xlsx,Infrastructure:F23,18,0,6,0
SMOG_Baddi.xlsx,Mar16:W40,4,0,3,0
WD2014_05-20-2015.xlsx,WD2014 CB recommended:C2701,1,0,1,0
SERVICE BLOCK -PSP HOSPITAL HEATLOAD ESTIMATION 107 Deg C.xlsx,POST PCR:N3,50,0,40,0
ChenCowan.2005.2009.details.xlsx,SerialRecall_Simplified:B2,5200,62,1,62
REV5_MOROKREMBANGAN_JAN_NOV.xlsx,Februari:Q22,1,0,1,0
sara_shackleton__36591__0111MarginRequirements.xlsx,1121:D37,5,0,2,0
기본설계서_REDBULL_양보경_20190925 (1).xlsx,프로그램 목록:AP16,0,0,0,0
EarlyRetirementNow SWR Toolbox v2.0.xlsx,CAPE-based Rule:B5,11193,326,5358,332
Police dep fisc_full_dataset_2017_update.xlsx,Data:E591,3,0,1,0
twitter_coding.xlsx,greatlakesinfo:H78,3,0,2,0
Primary%20Education%20Indicators%202008-09.xlsx,Enrolment:F13,11,0,6,0
asn3-data.xlsx,Sheet1:I18110,7,0,1,0
Rec-20211103-HseMd3RGJ.xlsx,รวม FG:E19,2,0,1,0
Ranking_2021-07-22.xlsx,avrange of n:K495,1,1,1,1
Budget_Plan_Project_20180803-form.xlsx,Project:B11,3999,44,1,45
data27.xlsx,sybil 80%:H38,2004,20,1001,21
relacao_geral_-_vodanet_-_11-12-2012.xlsx,Semanal:C2,11,0,8,0
2019-05-29-0731_verbena_rigida.xlsx,Measurements:C11,5593,82,1974,85
Translations_Master_File-v1.23.27.xlsx,Labels:AC27,0,1,0,1
MSOA_Ward_LA_Obesity(my raw data).xlsx,Notes (2):C109,2,0,1,0
기록차이모음.xlsx,Sheet1:D1,99999,986,1,994
Stock 03.12.19.xlsx,Final Stock:I24,9,0,5,0
Covid 20210215.xlsx,Summary:AB64,13,0,7,0
WV_Cabell.xlsx,AL_asphalt material:C43,787,9,334,9
ozimmig.xlsx,3.3:M9,4,0,3,0
2-span_120.xlsx,spacing_20min:K42,1,0,1,0
Data-Formulas (Autosaved).xlsx,Sheet2:O1,1805,14,1,14
Outer_BaseLine.xlsx,data:F4,5000,48,1,48
StarterBook.xlsx,Kickstarter:I4082,1,0,1,0
london-borough-profiles.xlsx,Chart-Map:W41,81,1,41,1
VIL-2016-05.xlsx,MAY 6:Q12,10,0,4,0
Sweep_Catalog.xlsx,Catalog_v2.csv:M4803,1,0,1,0
xAll_data_regions_device_forecasts.xlsx,YoY:A23,1,0,1,0
compareFixedEUR.xlsx,Sheet1:B1083,1,0,1,0
Stock 02.12.19.xlsx,Final Stock:I24,9,0,5,0
GL_Driver_Safety_Report_ferguson_20211019_203009.xlsx,Pivot Tables:M8,1,0,1,0
CARDEX ENERO 2020.xlsx,PERNIL:E9,1390,11,1,11
IISS_equipdata_1993.xlsx,test_all_kenya_manual:K44,999,129,2,129
suggestions.xlsx,Final:AF39,0,0,0,0
C3-W4-Final-Assessment.xlsx,Data:G45,3,1,2,1
Small_Ecem_Parameters.xlsx,TA Fabove:H5,3,0,2,0
specPH.2019.11.18.xlsx,pH sheet:P8,5,0,3,0
Test7_ComparingInputOutput.xlsx,Summary_Precip:B3,1,0,1,0
GalaxyDetails2013-01.xlsx,HL_d251to2arcmin_incllt60_table:D37,2,0,2,0
4 - Multiple Cut Line Forecast (credit card and fraud).xlsx,Monte Carlo 18:E422,3,0,2,0
fasce-orarie.xlsx,Foglio1:K63,49,1,27,1
MTN_nigeria_backup_tracker_2020-12-11.xlsx,vs_old:R13,3,0,1,0
GL_Driver_Safety_Report_ferguson_20211101_143923.xlsx,Pivot Tables:M8,1,0,1,0
BAU Dispatch Priority by Elec Source.xlsx,BDPbES:B12,35,0,1,0
The-One-Sheet-1.xlsx,GPL:D36,42,0,13,0
all_test_2.xlsx,all:D13894,1,0,1,0
8.1-8.31日福龙结算单(12)_8.xlsx,8.6:U10,6,0,4,0
data_training_TDA.xlsx,X_y:Y1,7,0,1,0
电码表.xlsx,Sheet1:A6414,2,0,1,0
Entrée Rouen 1730 1732_vérifié_avec ;.xlsx,Entrées:I411,4,0,3,0
NKSC - 17 - new.xlsx,NXT:B76,71,0,36,0
Must Have SKUs v3.xlsx,Store Count:AV56,5,0,4,0
Kickstarter_Challenge - Original.xlsx,Outcomes Based on Goals:C8,4,0,1,0
source.txt.xlsx,Sheet1:A51406,1,1,1,1
backpropagation.xlsx,Sheet1:C25,2692,42,101,43
Copy of Metric.xlsx,Sheet1:F9,1,0,1,0
SAP Ariba.xlsx,CLM:I59,3,0,3,0
Recommendation System Analysis.xlsx,Q1_Mean_Center(16):B12,471,5,6,5
2021.03.05 1535Wave and Particle Transmission Tree.xlsx,Working Tree:T630,17,0,17,0
Kickstarter_Challenge_Submission.xlsx,Outcomes Based on Goals:D8,4,0,1,0
AM1304 Fungicides for powdery mildew in mungbean - Marys Mount.xlsx,Dosage Master:A10,27,0,18,0
2019-07-09-0933_ailanthus_altissima.xlsx,Measurements:C11,5610,86,1980,89
等级系统.xlsx,配置:B5,294,3,99,3
loop1000_sec_lag30_latency_mem_run4.xlsx,loop1000_sec_lag30_latency_mem_:K9,22,0,11,0
Example Register.xlsx,Invoice Analysis Sheet:B33,11,0,4,0
Cafe_TUM_GPS.xlsx,GPS1:G12,8,0,5,0
machinery.xlsx,Sheet1:AB40,739,7,246,8
taburan_hujan_di_Malaysia_2008_2014..xlsx,Kapit:H13,2434,14,1,14
CLEAN CP Wales compiled with statswales data Thurs eve.xlsx,Q4 - Need NOT CLEAN :M7,1,0,1,0
machanism.xlsx,Sheet1:K1123,5,0,2,0
Online Sales.xlsx,Analysis:B17,9,0,6,0
San luong Thang 06-2014.xlsx,TO 11:P14,27,1,27,1
English_Arabic_SA.xlsx,new:B1265,2,0,2,0
Pres-2014-V 0 (TBK Ori V 3.0).xlsx,Gtos Transp 2014:O61,34,0,3,0
Kickstarter_Challenge - Copy.xlsx,Outcomes Based on Goals:C2,4,0,1,0
final analysis.xlsx,Kickstarter Analysis:J2502,2,0,1,0
tpcb-test-4.4.xlsx,DISK_SUMM:C63,3,0,1,0
LouisvilleMetro_Covid-19_Data_February032021.xlsx,Mann-Kendall Trend Tests - BETA:A109,30,0,5,0
Customer Assessment CalculatorTemplate2.xlsx,OracleMetadataOutput:C1,1090,9,1,9
West-Sussex-CFC-Profile-2016.xlsx,EYFS:I41,3,0,2,0
1 LRD - Influent Characterization - 2015-2017 (version 1).xlsb.xlsx,Data Sorted 2 SD:C4,5480,42,1827,44
louise_kitchen__23935__AugYTD Orig w notes.xlsx,1Q:B1402,7,0,1,0
REMISIONES-- J U L I O      2013.xlsx,OBRADOR REM :G1,264,2,264,2
Binno test Status Nov01_2018.xlsx,Test_worksheet:B104,23484,246,8774,258
Kickstarter_Challenge_Daniela Rodriguez.xlsx,Outcomes Based on Goals:B7,4,0,1,0
Stage 5 Buckinghamshire County Council Pension Fund.xlsx,Pooled Funds & Total Fossil Fue:E9,6,0,3,0
IISS_equipdata_2000.xlsx,test_all_afghanistan_manual:K38,977,56,38,56
energy_hydrogen_biomass_gasification.converter.xlsx,Notes:E69,6,0,3,0
trend.xlsx,Sheet8:F14,1,0,1,0
opt9.xlsx,Sheet5:G81,1,0,1,0
منزل حرّ.xlsx,المشاريع:A3,355,3,1,3
2.3.Categorical-variables.Visualization-techniques-exercise.xlsx,Pareto diagram:C15,8,1,4,1
raw data.xlsx,DAT:D58,6,0,4,0
Fico_Configuration_Guide_v1.6.xlsx,Calenders:B3,2,0,2,0
zasco_baseline.xlsx,Summ:I70,837,109,403,109
VIL-2014-08.xlsx,AUG 26:Q17,12,0,6,0
World Economic Forum The Global Competitiveness Index 4.0 2019 Dataset Version 20191004.xlsx,Data:D1174,1155,10,2,11
with cetnred phosphosites Copy of ZR75-1FR tumor phosphoproteomics (Dec 2017)(9578) (1).xlsx,summary:W12644,1,0,1,0
Excel Solver.xlsx,Problem9:C3,19,0,5,0
simulation 2.0.xlsx,Sheet3:P7,76,1,39,1
DB-FJSHR SYSTEM_FJS.xlsx,SystemConfig:A9,1,0,1,0
94.xlsx,Arkusz1:V820,4,0,3,0
phillip_m_love__30639__PhyLiqFeb2000.xlsx,Sheet1:N3828,2,0,1,0
StarterBook_AY.xlsx,Sheet4:D4,4,0,1,0
ggez.xlsx,NewOne:E4003,1,0,1,0
output_movie_final.xlsx,Base:AZ627,1,0,1,0
matriz actualizada.xlsx,Calificación riesgos:BH1,6749,63,6749,66
parts calculations.xlsx,Calculations:D10,4,0,4,0
Checklist_CHC.xlsx,OPD:D429,12,0,6,0
Translations_Master_File-v1.49.46.xlsx,Labels:A636,121,1,1,1
FY2016 Q1-4  Litigation And Claims Settlement Reports.xlsx,Q4 Claim Settlements:G91,3,0,3,0
OVEC.xlsx,Daily Charts:B368,365,2,1,2
浙江省（杭温金宁）七年级下英语期中试卷分析的副本.xlsx,知识树内容:X5,5,0,5,0
xsl_table_generator.xlsx,DataDictionary.04:G338,1,0,1,0
BenchmarkMidriseApartmentPost-1980V1.2_4.0_SI.xlsx,ZoneSummary:J11,1,0,1,0
BALANCE     11 S U R  DICIEMBRE       2015  .xlsx,A B R I L   2015:L12,7,0,7,0
REMISIONES-- FEBRERO          --- 2 0 1 6.xlsx,REM OBRADOR :B4,3658,21,1,22
eCwEItsHZq6n07bp1B7JRR4nqHLhroEVLzef5SMlmRwQvwclCryh0pwvRR2S.xlsx,Ejercicio practico:F52,21,1,4,1
readTest.xlsx,Sheet 3:C7,2082,14,1,15
GAR15 results feb 2016.xlsx,GAR13 eq:AM176,0,0,0,0
AwraqData.xlsx,Data:AC11478,0,0,0,0
股票_LLT模型-带止损-实盘记录优化版.xlsx,LLT差分理论值:H2,13617,293,5840,305
drop.掉落.xlsx,drop:I583,2,0,2,0
_combinedSheet_05.xlsx,WinStatics:G6,10,0,8,0
SubRes_SUP_Refineries.xlsx,SUP_MethanationBGA:Z15,15,0,15,0
BMs Hygen System Design Calcs.xlsx,Hygen Use Models:F30,15,0,7,0
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B29%2BSeptember%2B2021.xlsx,Chart 3 - Archive ICU:A2,18,0,1,0
工作簿1 - 副本-20181123103710088.xlsx,不良明细:CEA5,2,0,1,0
Sample - Superstore - completed.xlsx,Orders:R2519,1,0,1,0
SAM-0.2 OR10x100-0.25_3 dataset analysis.xlsx,State026:G38,6,0,1,0
Final spawn location 2016-18 ISMEP tags.xlsx,COUNT:I17,132,1,132,1
2018年7月6日 14時 各機種時段生產報表.xlsx,666-1:K69,8,0,8,0
breastcancer_mcar_uniformity_of_cell_size_consolidado.xlsx,breastcancer_mcar_#campo#_20:AC42,3,1,2,1
Dataset MIR-QBSH.xlsx,Sheet1:E43,6,0,2,0
RichlandData.xlsx,mdmr1020s usage:C1061,1,0,1,0
10 - Conditional Formatting.xlsx,Represent Trending with Icons:D5,1,0,1,0
DS HGS T12.2015 GUI PHAN MEM.xlsx,DS TONG HOP:A320,97,1,5,1
laravel-excel-m8sU7vhkXh0dAGRBAuSx2KS1HvQb6VNr.xlsx,ALL:A2162,50,0,1,0
templated gen.xlsx,FORMULA:C174,5,0,3,0
CompostTracking (1).xlsx,Compost Data:D2,2480,19,1651,20
relacao_geral_-_vodanet_-_04-04-2014.xlsx,Anatel:N1213,227,1,1,1
livraison_wilayas.xlsx,Sheet 1:B2,383,2,1,3
zammo_1_nogrants.xlsx,Poor:B80,922,27,478,27
Reporte Resultados.xlsx,Estadisica Playa:N102,162,1,7,1
SAM-0.2 OR30x100-0.25_9 dataset analysis.xlsx,State026:L67,6,0,1,0
Kickstarter_Challenge_updated.xlsx,KickStarter:J836,2,0,2,0
流水线标准时空图对比(benchmark) 2019-1.xlsx,重定向2298（EX段跳转）:M40,1,0,1,0
StockGradingSystem - 複製.xlsx,Main:G32,2,0,2,0
monte.xlsx,Sheet1:B44,5,0,5,0
Ｃ3わたなべ.xlsx,集計:J6,5,1,4,1
Jaggaer Advantage.xlsx,CLM:H125,3,0,3,0
Fact2Sheet_Corona_20200622.xlsx,ComparisonInf:F2,192,1,1,1
venus1650pt.xlsx,soptv:AY1082,0,0,0,0
wes.xlsx,TriArea:D14,1,0,1,0
Weekly-covid-admissions-and-beds-publication-210304.xlsx,MV beds COVID:E15,213,1,1,1
AnalisisEstadistico.xlsx,GrafoAleatorio_40%Ady:D115,1,0,1,0
Sparks - Springland  Mid.xlsx,peds:A33,186,5,80,6
Kelas III.xlsx,Final Report:F23,1,0,1,0
C2W2-Practice-Challenge.xlsx,COVID-19 Daily Cases:G65,31,1,1,1
jan15_base.xlsx,Dates:D3,73,1,2,1
or_embeddings_resolved.xlsx,Sheet2:B17,4,0,4,0
Cálculo do IV.xlsx,IV:C22,3,0,2,0
report.xlsx,Balancete:C47,13,0,3,0
projectexcel.xlsx,JS6:S2,11,0,6,0
steo_apr_21.xlsx,Dates:D1,147,1,5,1
SerieCifrasPetroleras.xlsx,Cifras:DQ117,4,0,4,0
Indian-monthly-data.xlsx,Sheet1:F13,7,0,1,0
Detalle Facturacion Masivo 1677039.xlsx,INFO DADORES:AJ6,0,0,0,0
alldatasets.xlsx,average height:B3,2,0,2,0
Real-Statistics-Multivariate-Examples.xlsx,Factor:DQ26,4,0,1,0
Many-Sums-Sample-Data.xlsx,Sample Data:C46,153,2,12,2
Excel-Challenge-Ian Lekawa.xlsx,Bonus:C13,4,1,1,1
