fileName,Max Dep Ref,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
4 - Multiple Cut Line Forecast (credit card and fraud).xlsx,Monte Carlo 18:AK2,501,4,1,4
fasce-orarie.xlsx,Foglio1:I2232,51,1,29,1
MTN_nigeria_backup_tracker_2020-12-11.xlsx,vs_old:A4,12,0,12,0
GL_Driver_Safety_Report_ferguson_20211101_143923.xlsx,Report:Y5,2257,22,1,22
BAU Dispatch Priority by Elec Source.xlsx,BDPbES:B12,35,0,1,0
The-One-Sheet-1.xlsx,GPL:D22,42,0,13,0
all_test_2.xlsx,all:D8776,1,0,1,0
8.1-8.31日福龙结算单(12)_8.xlsx,8.6:T13,6,0,4,0
data_training_TDA.xlsx,X_y:Y1,7,0,1,0
电码表.xlsx,Sheet1:A5425,2,0,1,0
Entrée Rouen 1730 1732_vérifié_avec ;.xlsx,Entrées:O124,5,0,3,0
NKSC - 17 - new.xlsx,SC-I:F37,1354,28,24,28
Must Have SKUs v3.xlsx,Recap:G1,174,2,174,2
Kickstarter_Challenge - Original.xlsx,Outcomes Based on Goals:C9,4,0,1,0
source.txt.xlsx,Sheet1:A48791,1,0,1,0
backpropagation.xlsx,Sheet1:D25,2692,85,101,87
Copy of Metric.xlsx,Sheet1:C10,1,0,1,0
SAP Ariba.xlsx,P2P:AA114,0,0,0,0
Recommendation System Analysis.xlsx,Q1_Mean_Center(16):B27,471,11,6,11
2021.03.05 1535Wave and Particle Transmission Tree.xlsx,Working Tree:P630,17,0,17,0
Kickstarter_Challenge_Submission.xlsx,Outcomes Based on Goals:B2,4,0,1,0
AM1304 Fungicides for powdery mildew in mungbean - Marys Mount.xlsx,Dosage Master:E6,45,1,29,1
2019-07-09-0933_ailanthus_altissima.xlsx,Measurements:E13,6600,169,1650,173
等级系统.xlsx,配置:B3,300,2,101,2
loop1000_sec_lag30_latency_mem_run4.xlsx,loop1000_sec_lag30_latency_mem_:K24247,22,1,11,1
Example Register.xlsx,Invoice Analysis Sheet:B11,20,0,3,0
Cafe_TUM_GPS.xlsx,GPS1:G12,8,0,5,0
machinery.xlsx,Sheet1:FZ114,741,10,247,10
taburan_hujan_di_Malaysia_2008_2014..xlsx,Kapit:H13,2434,18,1,18
CLEAN CP Wales compiled with statswales data Thurs eve.xlsx,Q4 - Need NOT CLEAN :E11,1,0,1,0
machanism.xlsx,Sheet1:J1771,5,0,3,0
Online Sales.xlsx,Analysis:B17,9,0,6,0
San luong Thang 06-2014.xlsx,TO 6:E13,222,2,6,2
English_Arabic_SA.xlsx,new:C1332,2,0,1,0
Pres-2014-V 0 (TBK Ori V 3.0).xlsx,Información Op. 2013:K237,516,8,161,9
Kickstarter_Challenge - Copy.xlsx,Outcomes Based on Goals:B3,4,0,1,0
final analysis.xlsx,Kickstarter Analysis:J3435,2,0,1,0
tpcb-test-4.4.xlsx,DISKBSIZE:D812,4,0,1,0
LouisvilleMetro_Covid-19_Data_February032021.xlsx,Mann-Kendall Trend Tests - BETA:A91,30,0,5,0
Customer Assessment CalculatorTemplate2.xlsx,OracleMetadataOutput:A2,1090,10,1,10
West-Sussex-CFC-Profile-2016.xlsx,Data:JC78,0,0,0,0
1 LRD - Influent Characterization - 2015-2017 (version 1).xlsb.xlsx,Data Sorted 3 SD:D778,208,2,208,2
louise_kitchen__23935__AugYTD Orig w notes.xlsx,All Originators by Commodity:G99,164,2,3,2
REMISIONES-- J U L I O      2013.xlsx,OBRADOR REM :G1,264,2,264,3
Binno test Status Nov01_2018.xlsx,Test_worksheet:B104,23484,399,8774,416
Kickstarter_Challenge_Daniela Rodriguez.xlsx,Outcomes Based on Goals:D12,4,0,1,0
Stage 5 Buckinghamshire County Council Pension Fund.xlsx,Pooled Funds & Total Fossil Fue:B1,34,0,17,0
IISS_equipdata_2000.xlsx,test_all_afghanistan_manual:K104750,903,8,1,9
energy_hydrogen_biomass_gasification.converter.xlsx,Notes:M54,8,1,6,1
trend.xlsx,Sheet8:B5,1,1,1,1
opt9.xlsx,Sheet5:G45,1,0,1,0
منزل حرّ.xlsx,المشاريع:A3,355,2,1,2
2.3.Categorical-variables.Visualization-techniques-exercise.xlsx,Pie chart:C12,9,0,4,0
raw data.xlsx,PS:C2,275,4,122,4
Fico_Configuration_Guide_v1.6.xlsx,Calenders:E3,3,0,2,0
zasco_baseline.xlsx,Data:CB4,0,0,0,0
VIL-2014-08.xlsx,AUG 26:Q10,9,0,4,0
World Economic Forum The Global Competitiveness Index 4.0 2019 Dataset Version 20191004.xlsx,Data:C1805,1155,11,2,11
with cetnred phosphosites Copy of ZR75-1FR tumor phosphoproteomics (Dec 2017)(9578) (1).xlsx,summary:G830346,1,0,1,0
Excel Solver.xlsx,Problem6:I10,19,0,14,0
simulation 2.0.xlsx,Sheet3:P7,76,1,39,1
DB-FJSHR SYSTEM_FJS.xlsx,RecruitmentStaff:AB1,0,0,0,0
94.xlsx,Arkusz1:V1334,4,0,3,0
phillip_m_love__30639__PhyLiqFeb2000.xlsx,Sheet1:P2115,3,0,3,0
StarterBook_AY.xlsx,Sheet4:D5,4,0,1,0
ggez.xlsx,NewOne:F4964,1,0,1,0
output_movie_final.xlsx,Base:M2,2000,37,1,38
matriz actualizada.xlsx,Calificación riesgos:D1,75996,1851,13495,1925
parts calculations.xlsx,Calculations:F244777,1,0,1,0
Checklist_CHC.xlsx,OPD:G2,37,0,12,0
Translations_Master_File-v1.49.46.xlsx,Emails:X13,2,0,2,0
FY2016 Q1-4  Litigation And Claims Settlement Reports.xlsx,Q4 Claim Settlements:H58,3,0,2,0
OVEC.xlsx,Daily Charts:B368,365,2,1,2
浙江省（杭温金宁）七年级下英语期中试卷分析的副本.xlsx,知识树内容:X5,5,0,5,0
xsl_table_generator.xlsx,DataDictionary.04:G303,1,0,1,0
BenchmarkMidriseApartmentPost-1980V1.2_4.0_SI.xlsx,ZoneSummary:C9,5,0,3,0
BALANCE     11 S U R  DICIEMBRE       2015  .xlsx,A B R I L   2015:L12,7,0,7,0
REMISIONES-- FEBRERO          --- 2 0 1 6.xlsx,REM OBRADOR :B4,3658,28,1,28
eCwEItsHZq6n07bp1B7JRR4nqHLhroEVLzef5SMlmRwQvwclCryh0pwvRR2S.xlsx,Ejercicio practico:F52,21,1,4,1
readTest.xlsx,Sheet 3:C7,2082,16,1,16
GAR15 results feb 2016.xlsx,Indicadores:F74,115,1,115,1
AwraqData.xlsx,Data:Y12921,1,0,1,0
股票_LLT模型-带止损-实盘记录优化版.xlsx,LLT差分理论值:H2,13617,344,5840,354
drop.掉落.xlsx,drop:I585,2,0,2,0
_combinedSheet_05.xlsx,MatchStatics:C9,58,0,25,0
SubRes_SUP_Refineries.xlsx,SUP_Biofuels:R17,55,1,55,1
BMs Hygen System Design Calcs.xlsx,5 year life projections:H17,47,1,9,1
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B29%2BSeptember%2B2021.xlsx,Table 4 - Delayed Discharges:B347946,251,4,1,4
工作簿1 - 副本-20181123103710088.xlsx,不良明细:CBJ5,2,0,1,0
Sample - Superstore - completed.xlsx,Orders:S4441,1,0,1,0
SAM-0.2 OR10x100-0.25_3 dataset analysis.xlsx,State026:B44,6,0,1,0
Final spawn location 2016-18 ISMEP tags.xlsx,COUNT:L47,242,4,22,4
2018年7月6日 14時 各機種時段生產報表.xlsx,666-1:K59,8,0,8,0
breastcancer_mcar_uniformity_of_cell_size_consolidado.xlsx,breastcancer_mcar_#campo#_20:B35,43,1,43,1
Dataset MIR-QBSH.xlsx,Sheet1:D414,18,0,6,0
RichlandData.xlsx,mdmr1020s usage:AC5432,1,0,1,0
10 - Conditional Formatting.xlsx,Represent Trending with Icons:D9,1,0,1,0
DS HGS T12.2015 GUI PHAN MEM.xlsx,DS TONG HOP:A320,97,1,5,1
laravel-excel-m8sU7vhkXh0dAGRBAuSx2KS1HvQb6VNr.xlsx,ALL:A2162,50,0,1,0
templated gen.xlsx,FORMULA:A229,5,0,3,0
CompostTracking (1).xlsx,Compost Data:D2,2480,25,1651,27
relacao_geral_-_vodanet_-_04-04-2014.xlsx,Anatel:N1213,227,3,1,3
livraison_wilayas.xlsx,Sheet 1:B2,383,3,1,3
zammo_1_nogrants.xlsx,Percentiles:B2,6064,472,79,476
Reporte Resultados.xlsx,Estadisica Playa:G50,677,22,499,22
SAM-0.2 OR30x100-0.25_9 dataset analysis.xlsx,State026:B88,6,0,1,0
Kickstarter_Challenge_updated.xlsx,Outcomes Based on Goals:C3,4,0,1,0
流水线标准时空图对比(benchmark) 2019-1.xlsx,重定向2298（EX段跳转）:P1188,1,0,1,0
StockGradingSystem - 複製.xlsx,Main:G22,6,0,6,0
monte.xlsx,Sheet1:B4,5,0,5,0
Ｃ3わたなべ.xlsx,集計:N13,5,0,4,0
Jaggaer Advantage.xlsx,CLM:I67,3,1,3,1
Fact2Sheet_Corona_20200622.xlsx,7_Average_Fat:AU67,5488,5466,1495,5470
venus1650pt.xlsx,soptv:AL92,0,0,0,0
wes.xlsx,TriArea:D26,1,0,1,0
Weekly-covid-admissions-and-beds-publication-210304.xlsx,MV beds COVID:B333,1712,39,8,40
AnalisisEstadistico.xlsx,GrafoRegular_50%Ady:B1,3000,36,1000,37
Sparks - Springland  Mid.xlsx,peds:A33,186,7,80,7
Kelas III.xlsx,Final Report:C26,1,0,1,0
C2W2-Practice-Challenge.xlsx,Sheet2:C14,69,1,10,1
jan15_base.xlsx,Dates:D3,73,1,2,1
or_embeddings_resolved.xlsx,Sheet1:F618,5,0,2,0
Cálculo do IV.xlsx,IV:B4,3,0,2,0
report.xlsx,Balancete:C47,13,0,3,0
projectexcel.xlsx,DA007:F8,141,2,3,2
steo_apr_21.xlsx,Dates:D1,147,5,5,5
SerieCifrasPetroleras.xlsx,Cifras:DJ76,6,0,4,0
Indian-monthly-data.xlsx,Monthly:DH383,9,0,1,0
Detalle Facturacion Masivo 1677039.xlsx,INFO DADORES:BP2256,1,0,1,0
alldatasets.xlsx,Sheet4:T19,4,0,4,0
Real-Statistics-Multivariate-Examples.xlsx,Factor:E18,1087,85,203,85
Many-Sums-Sample-Data.xlsx,Sample Data:B99400,153,2,12,3
Excel-Challenge-Ian Lekawa.xlsx,Bonus Statistical Analysis:F1514,5,0,2,0
e-TripGO Cadastro e dados Operacionais (1).xlsx,CALC QD HOR:P1,516,9,320,10
inqueritos_analise_v06.xlsx,Q6:B3,16,0,2,0
StarterBook-Enoc.xlsx,Bonus:B10,4,0,1,0
ВА09УН_02_20151124 full.xlsx,Фильтр. Сигналы2:H2,960,10,1,11
import_spd_newest.xlsx,Data:O9,6,0,3,0
PC Test Plan - More Than Smart Wheels.xlsx,Test Summary:D12,13,1,7,1
工作簿1-20181122160051696.xlsx,不良明细:CBJ5,2,0,1,0
Listado Ausentismo- Rectoría Cundinamarca- Sede- TODOS- 2013-2.xlsx,LISTADO AUSENTISMO:P657050,37,0,4,0
IUCP_MIPRO_2017.xlsx,Base:AG67,0,0,0,0
YODA_TimeSeries_TEMPLATE_DRAFT.xlsx,YODA File:C2,10996,165,10996,171
ESCO.xlsx,Form Responses 1:L572250,389,3,9,3
GL_Driver_Safety_Report_ferguson_20211009_084634.xlsx,Report:C6,4213,71,1,73
GL_Driver_Safety_Report_ferguson_20211018_191931.xlsx,Report:C6,4177,47,1,48
VaR_analysis_run2.xlsx,EQ:G186,374,12,372,12
Excel Homework.xlsx,Outcomes by Goal:B12,4,0,1,0
Praktek AHP.xlsx,Praktek:L70,23,0,8,0
iata_airport_list_2013_10_28.xlsx,Locations Format Spec:B8,1,0,1,0
URS確認排程-20211008.xlsx,URS確認:AG273,0,0,0,0
Jellyfish_18SEP2021.xlsx,TotalJellies:F84,1,0,1,0
store sales.xlsx,Store Sales:F1765,15,0,11,0
planilha-contaazul-funil_vendas.xlsx,Funil de Vendas:B6,7,0,4,0
GL_Driver_Safety_Report_ferguson_20211021_092200.xlsx,Report:AA5,0,0,0,0
1.2 nba pivots - Solutions.xlsx.xlsx,Box Scores:F694687,25,0,4,0
Extracted data.xlsx,Fig 2A:B8,5,0,4,0
nnERA.xlsx,nnERA:G1103,3,0,1,0
raw_data [test_data].xlsx,DataSet:C2,4415,35,1,36
Poblacion Peru 2020 Dpto Prov Dist Final INEI-actualizado.xlsx,PIRAMIDE:F11,37,1,19,1
92PoAUxpFnoVO2YhEywXj5IpaBYFKqoIEx6B4m5E.xlsx,formato:D16,99,1,1,1
Pasta1.xlsx,Grade Recurso Físico:O2,3,0,1,0
Variantes DI Nuevo.xlsx,CONSOLIDADO:A14,785,7,1,7
ENGINE-ASSY LINE DB DATA3(rev13-8-2015).xlsx,MEMORY MAP:D7,1415,12,1,12
C01_KM_Data_Labeling_resized.xlsx,Label_Data:I1007208,7,0,1,0
dutch_quigley__9367__gbs0711pos.xlsx,Position:Z2,2555,40,212,42
produceSales.xlsx,Sheet:C22908,1,0,1,0
A01579.PD0063.TP05.PA171.D20160601.xlsx,Sheet3:J14,18,0,3,0
Courbes.xlsx,Recal:D2,2709,38,271,40
laravel-excel-f97qrNgpG6WFQ11Tc9NQohrKPRkDjaAD.xlsx,ALL:A2162,50,1,1,1
Currency_Spot.xlsx,Spots:A734,1,0,1,0
Kickstarter-Challenge.xlsx,Outcomes Based on Goals:D8,4,0,1,0
realme stock 22.07.21.xlsx,Daily Report:I11,7,0,5,0
2021_country.xlsx,Data:EH206,0,0,0,0
fileDatiDocenti2021.xlsx,docenti:I67,1,0,1,0
IOT_KSW.xlsx,sme10gross:CU3,0,0,0,0
SFR052016_KS4_Institution.xlsx,INDEX:A2262,7,0,6,0
Stock 29.04.20.xlsx,Target & Achivement:D10,54,1,27,1
副本干员基建.xlsx,材料计算:D6,27,1,11,1
cews-calculation-p1-4.xlsx,Step 2a) Weekly (52):B438,5,1,1,1
E4 (Research Questions -V2).xlsx,T11(RQ7):F4,7,0,1,0
play-analysis.xlsx,Play Outcomes by Goals:C11,4,0,1,0
three_factor_storage.xlsx,Storage:P6,4772,74,2386,77
telefony.xlsx,Arkusz4:A2,2001,37,2,37
T09-2019 NHA MAY1.xlsx,chia CN boc xe:B29,1120,13,70,14
SDG-074F May 2021 Deliverable.xlsx,SDG-074F 2021 Data:J6752,1,1,1,1
as_2015_3_1417.xlsx,Sheet1:C5,22,0,1,0
homd_ncbi_blast_all_tophits-fd-21_name_compare.xlsx,Sheet1:AE698,0,0,0,0
Quality_WBR_WE_9-7_Final.xlsx,Pivot:J7,1,0,1,0
2017-02-06-2017-02-12.xlsx,若梦-箱子:B135,3,0,1,0
SFOWeather2014Hourly.xlsx,SFOWeather2014Hourly:D8071,2,0,1,0
Summer UES Self-Discovery Inventor20180709.xlsx,Lists:R2,44,0,1,0
200107_ACF 제품 Lot.No 라벨 발행 P순번_엑셀.xlsx,계산식:C13,3,0,3,0
Model_CatLigSim_Analysis.xlsx,Sheet1:B14465,2,0,2,0
工作簿1-20181122170147443.xlsx,不良明细:CBJ5,2,0,1,0
AutomationScripts_PVCM-Comments Capture-Batch.xlsx,PVI-4.7-OQ-008_TestSteps:G3,13,0,13,0
Zonas.xlsx,Calc:C2,62,1,30,1
VIL-2016-03.xlsx,MAR 5:Q15,12,0,6,0
R-DC-54_ANDREAMARTINEZ_II2016_V4.xlsx,R-DC-54 PAG2:C18,15,0,7,0
data-1-1-3-StarterBook - Pedro Trovao.xlsx,Kickstarter:J3725,1,0,1,0
SCHEDULINGSHEET2017.xlsx,Averages - Week:I23,2,0,2,0
Template_TCDM_1c8b31b5-ce88-4a4a-b99c-ad046c592c8b.xlsx,July 2021:G1,30,0,1,0
JPY_Market.xlsx,FRA:K5,3,0,3,0
michelle_lokay__26569__imbalsumm0012.xlsx,NW:AC5,4,0,4,0
A7XLK-1104-HouseOpen-Backup3.xlsx,Data-106:E6,2,0,1,0
ESP - Working - data-1-1-3-StarterBook - 20211229 v2.xlsx,Kickstarter:D437,1,0,1,0
10581_cc_vehicle_history.xlsx,AFV Inventory:C7,1,0,1,0
2020-11-20 capability raw data.xlsx,Sheet1:B2,4573,32,1,32
F01510_2.xlsx,R2TV:J23,1,0,1,0
JRC-IDEES-2015_Residential_FR.xlsx,RES_summary:O6,61,1,12,1
cl_pid.xlsx,PD:M169,1,0,1,0
basic_function.xlsx,Sheet3:H9,3,0,2,0
INDPRO_data_loader_test.xlsx,Sheet:D70,22,1,1,1
150squarewave.xlsx,F0008CH1:E587434,2502,30,5,31
BenchmarkLargeOfficeNewV1.2_4.0_SI.xlsx,ZoneSummary:C8,7,0,5,0
Invesco-MSCI-World.xlsx,Kosten:E5,4,0,4,0
DMND0000000_CSCAN_MM_Lymphoma_counting_v0.9.xlsx,Requirement:A2,265,3,133,3
McFarlane_2018.xlsx,layer:AP123,0,0,0,0
Real-Statistics-Examples-Non-Parametric-2.xlsx,MK:C7,157,3,14,3
Lebensmittelabfall.xlsx,Produktgruppen:N588818,6,0,1,0
LotteryTrackerFile.xlsx,Tablas:A3,352,3,331,3
mary_fischer__25635__31R.xlsx,E12.XLS:M33,15,0,15,0
SoSyM_AISE_ThemeIssue_Experiment.xlsx,NSGAII configurations:F6,12,0,3,0
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B7%2BMay%2B2021.xlsx,Table 4 - Delayed Discharges:B77375,251,4,1,4
20210526_P004_Sat_R_extract_clean.xlsx,Cor_Matrix:R39,7,0,2,0
計算ファイル_Ver41_211219.xlsx,電池寿命(簡潔動作):J1,30,0,27,0
工作簿1 - 副本-20181124100631551.xlsx,不良明细:CBJ5,2,0,1,0
daten.xlsx,Tabelle1:HL17,0,0,0,0
Раздел 19-Наука и инновации .xlsx,19.6.6.:F30,1,0,1,0
T09-2019 SAN XUAT V2.xlsx,thang luong:F5,196,2,28,2
Additional_File_Proteomics.xlsx,Combined Nano-TiO2:F31,3,0,2,0
forearm_ini_generator iCubV2.xlsx,lower:O5,49,0,17,0
20110728_Swan River Master Data_ all data P1 to P3-2.xlsx,P2_Temp Corr Bacteria:R2,672,8,326,8
2012_Campbell_County_General_PbP.xlsx,Sheet1:W38,1,0,1,0
scott_neal__37924__Aga4-7.xlsx,AGA Storage:G197,1,0,1,0
tempbase.xlsx,Sheet1:A339157,1,0,1,0
Copy of MATERAI new (Autosaved) (Autosaved) (Autosaved) (Autosaved).xlsx,September_14:E7,190,2,24,2
Poland Data.xlsx,P1:AA126,0,0,0,0
Sari_R4_11.xlsx,Leyendas:E2,38,1,3,1
SubRes_IND_Techs.xlsx,IND_Vehicles_new:E2,831,46,604,47
Results Template HO8 with 8 timeslices.xlsx,Annual CO2:E5,30,0,1,0
Kickstarter Data Set v2.xlsx,Outcomes Based on Goals:D6,2,0,1,0
Dec 2021 - Cord Cutting Wizard - Public.xlsx,Analysis:S20,1351,227,427,228
cews-calculation-p7-9.xlsx,Step 1) Rates:A14,12,0,6,0
o1a.xlsx,FY 2016 Base Enacted:L23174,1,0,1,0
Decision_Making_with_Loss_Function_Demo.xlsx,Sheet1:C12,9729,292,306,297
Продажи1с8по11-10-2021manual_only_vstv_only_diamonds.xlsx,Sheet1:X753,5,1,4,1
VIL-2015-04.xlsx,APR 20:Q10,9,0,4,0
breastcancer_mcar_single_epithelial_cell_size_consolidado.xlsx,breastcancer_mcar_#campo#_20:B11,43,1,43,1
RMS-RA数据核对2017-03-22.xlsx,RMS-RA数据核对:E17,7,0,5,0
Amit Data_science_11612527Amit (Recovered).xlsx,Fiter for city:F2774,1,0,1,0
全家台中盟立自動Sum.xlsx,估算:B3477,1,0,1,0
June Release.xlsx,Browsers:C37,10,0,6,0
1539332862.xlsx,TSR01:E9,5,0,4,0
HUD_ZIP_COUNTY_092017.xlsx,Sheet1:B49392,1,0,1,0
e3adcd93-7b28-4d0a-9434-9b0187c68764.xlsx,1.Info:A10,42,0,1,0
EIoF_CashFlow_NoStorage_TX.xlsx,Assumptions (NG):X190,7595,807,245,810
Carreras Universitarias.xlsx,Códigos:C10,11063,11901,5790,11908
MM1-1140H-6317 w6417.xlsx,IF Response:D32,103,1,2,1
resultsWithVarPersonwise V2.xlsx,Openface SGD SDERR:D18,16,0,7,0
Keyboard_BOM.xlsx,Sheet1:D6,2,0,2,0
coronavirus_deaths_june30_2020.xlsx,April_death:G117,1,0,1,0
END2_Session2_Assignment.xlsx,Default LR:C29,28936,596,1073,613
S1-08082020_importar - copia.xlsx,FILTRO:E794,4,0,2,0
FisherWilcoxon.xlsx,Sheet1:Y8001,16005,464,8001,480
Mouginot_pnas.1904242116.sd02.xlsx,(2) MB_GIS:P11,226,4,21,4
Simple-SaaS-Financial-Model-Excel-template-version-v12.0-DEMO.xlsx,KPI:C11,5,0,1,0
Klinse-za capture and demographics_210521.xlsx,Adult-Capt:L125,115,5,6,5
2019 Publications_New Updates_2020 04 25.xlsx,Total Faculty by Weight - V2.0:A8,388,3,1,3
PositionalAccuracyTesting.xlsx,X Axis:C37,44,0,11,0
phillip_allen__29914__Valuation Summary Recallable.xlsx,Sheet1:C6,9,0,5,0
dana_davis__4473__CANADA - 28C.xlsx,E12.XLS:M33,12,0,12,0
diauxic_raw_ratios_RG.xlsx,clustering_MaxDistance:C5,32,0,3,0
GLC Nominal daily data_1979 to 1984.xlsx,3. nominal spot- short end:B4,119,1,2,1
TemplateChiTietLuong.xlsx,BangChiTietLuong:AG171,0,0,0,0
Ranking_2021-07-15.xlsx,avrange of n:AG973,1,0,1,0
R13yeardata5.xlsx,Dump:C7353,36760,551,7352,592
loop1000_latency_run3.xlsx,loop1000_latency_run3:F12256,21,0,11,0
Xiaomi India Case.xlsx,Data:G42801,30,0,17,0
Task 3.xlsx,new cust:S1,1966,15,983,16
GPSC_CTD_2016.10.28.xlsx,CTD:Q16844,1,0,1,0
archive 404 NOD 2011.xlsx,2011:L504,1,0,1,0
Tick Sales Dashboard.xlsx,Backend:E3,109,1,59,1
MLIAM10unc_model.xlsx,econlow:E5,13329,762,1738,772
canalscr_9_4_18 copy.xlsx,SpeciesSite:D20,6,0,1,0
工作簿1-20181122134442322.xlsx,不良明细:CBJ5,2,0,1,0
work.xlsx,open:D30478,1,0,1,0
RCA.xlsx,23-08-19:C3,84,1,42,1
白芷酊-爱普.xlsx,Sheet3:E11,30,0,2,0
工作簿1-20181122135753742.xlsx,不良明细:CBJ5,2,0,1,0
UnitedStates.xlsx,data_aggregate:H1,1288,18,1288,19
bodysize_Small.PRIMER.Filtered..xlsx,bodysize_Small.PRIMER.redone.Fi:F26,3,0,2,0
phillip_m_love__30633__TexFRED_R.xlsx,Summary:D19,6,0,5,0
publishedweek112021_age_bands.xlsx,all causes:E12,39,0,3,0
Cims_phenotype_2006_auzeville_AGIR.xlsx,plot:E18,3,0,3,0
projectdata-nyse project2.xlsx,Task3:H12,25,0,12,0
Sari_R4_18.xlsx,Leyendas:E2,38,0,3,0
WHITEWTR.xlsx,WHITEWTR:B22431,1,0,1,0
BANG KÊ.xlsx,NH Q4 33.000:G7,3,0,3,0
custom_quest_all.xlsx,Sheet1:V112,1,1,1,1
publishedweek512021.xlsx,Covid-19 - Daily registrations:A632,11,0,1,0
Stock 24.02.2020.xlsx,Smartphone Sales Report:C5,54,1,27,1
Kickstarter_Challenges - Final.xlsx,Outcomes based on Goals:D3,4,0,1,0
Mendely- Economic Index.xlsx,Sheet2:H31168,1,0,1,0
analyse_resultats.xlsx,Feuil2:F4,4,1,3,1
Doetterl_2012.xlsx,incubation:D11,1,0,1,0
Stock 22.02.2020.xlsx,Smartphone Sales Report:C5,54,0,27,0
Exp4Paper-Ver2.xlsx,synset10mx128-tune-d12:E2,280,3,175,3
Porcine Rib 1.xlsx,Sheet1:H3,1,0,1,0
mlmooces18pre.xlsx,asuntosimportancia:E891,1,0,1,0
DF_THCleaning_mid.xlsx,ranking:C214,2,0,1,0
Wqqqqqqqqqqqqqqqqqqqqq-20181127163205652.xlsx,不良明细:LI5,2,0,1,0
seed.xlsx,07-08 Complete in 13:A101,16,0,5,0
60605917d637e.xlsx,Province:A10,1,0,1,0
M2数值模型.xlsx,Normal:M12,631,112,273,112
Pollutant Emissions Intensities.xlsx,Table1.A(a)s3_PL:N2,63,0,21,0
Town-Hall-Rich-List-2010.xlsx,In Council Order:E1357,2,0,2,0
2018-08-05_Dip_correction.xlsx,Dip Correction:B15,35,0,30,0
normal_abnormal_separated.xlsx,Table:T2,4,0,1,0
홈페이지 작업용 2기 멘토링 데이터_(v.4).xlsx,약력- 소개:H65,1,1,1,1
GL_Driver_Safety_Report_ferguson_20211019_202908.xlsx,Report:Y5,2217,36,1,37
consolidated_report_revision-9.xlsx,Activity Summary:J11,25,0,24,0
Cal DDBL 2076-77.xlsx,tsholder:J474,22,1,4,1
MM1-0222HSM.xlsx,IF Response:D103,103,1,2,1
European_Building_Vulnerability_Database.xlsx,Database:K763,1,0,1,0
宁波市三类房建土地数据汇总2015-20200604 - 副本.xlsx,Sheet1:O7858,2,0,2,0
Figure 3_4.29.2020_KOs_EC#s_For_GHs_In_Families.xlsx,Sheet1:AM489,0,0,0,0
Sampling_processing_worksheet_121217.xlsx,Sampling_processing_workshe (2):H187,4,0,3,0
Rec-20211103-309sOFsfZ.xlsx,รวม FG:B3,3,0,1,0
Outbound_202001.xlsx,Sheet2:CN1022,1,0,1,0
RSX_2016-17_data_by_LA.xlsx,LA drop-down:N17,13,0,1,0
SolicitudGrafica_CN_11_06_CO_REC_90.xlsx,Solicitud gráfica:G4,299,3,299,4
ITResearch_NB_Report-9`21.xlsx,Summary:D151,27,0,27,0
Thinkful_Capstone_II_Housing_Data_Final-mh.xlsx,AAtest:H7,4,0,2,0
Historic_Nashville_City_Cemetery_Interments__1846-1979 (version 1).xlsx,Historic_Nashville_City_Cemeter:U6,19745,246,1,253
A2A excel.xlsx,Forecasts Simone:F9,567,9,132,9
06A-COBie_Test-stage6-COBie.xlsx,Instruction:E17,14,1,6,1
SAM-0.2 OR5x100-0.75_5 dataset analysis.xlsx,State026:B66,6,0,1,0
工作簿1-20181122140450973.xlsx,不良明细:CBJ5,2,0,1,0
PData.xlsx,CpDataCoefficients:B2411,575,40,192,41
jeffrey_a_shankman__13799__so2_pos.xlsx,Sheet1:R6,254,5,141,5
RallyTimings.xlsx,Stats 1:E1,52,1,40,1
2012_Fremont_County_Primary_PbP.xlsx,Sheet1:BQ25,1,0,1,0
Contacts_Script.xlsx,OLP-ESB Reason Codes:D2,6168,88,1,90
Golmasenama.xlsx,Sheet1:D9,11,0,2,0
Business Cycle Numbers Original.xlsx,MONTHLY DATA:C656,3238,51,1767,53
impactPi.xlsx,picam-0-0:B1,1058,9,1,10
binod_AGR_12122018_180834_FH Database and Website Suggestions (2)_old1.xlsx,Settings:S5,31,1,9,1
prepare_for_ESpace_pharmaceuticals_v3.xlsx,July:W3,150,2,30,2
Coptic-Arabic Text Alignment Results.xlsx,(Dev) Alignment:A423916,2069,51,133,53
Higgs_XSBR_YR4_update.xlsx,YR4 SM 8TeV:CP29,0,0,0,0
Z.8_Miejscowosci_ludnosc-wedlug-wyksztalcenia-w-wieku-15-lat-i-wiecej_dane-dla-K.Filipek_M.Niziol(1).xlsx,2002 - Małopolskie:Y1569,3750,102,3742,106
PWN2018 QUOTE STND.xlsx,Cash Flow:H12,446,7,48,7
BBG_Security_Application_User_List_v5_2.xlsx,Position:BF5,1315,21,1,21
Trumbore_2006.xlsx,incubation:F9,1,0,1,0
DeAka_Magnetic.xlsx,Mag3:G12,8,0,5,0
Stock 02.02.2020.xlsx,Smartphone Sales Report:C5,54,1,27,1
