fileName,Max Dep Ref,GraphModifyTime
data-1-1-3-StarterBook.xlsx,Kickstarter:D3797,1
zacni_0.xlsx,Percentiles:B2,4
Excel_Crowdfunding_data.xlsx,Stat_Analysis:C14,1
2020年慢病预算(12.12调整稿).xlsx,老店新客门店:CA11,3
7.1.Practical-example.Confidence-intervals-lesson.xlsx,Al Bundy:C14970,1
(1)27-B.xlsx,27-B:C104702,1
工作簿1-20181122165042480.xlsx,不良明细:CBJ5,1
工作簿1 - 副本-20181126094353956.xlsx,不良明细:CBJ5,1
2_result.xlsx,fuzzy_2_subset:B643,4
Working Sample 3-20-2017.xlsx,7 day sales:D36156,1
VIL-2014-09.xlsx,SEPT 18:Q34,0
REMISIONES----OBRADOR---JUNIO    2016.xlsx,REMISIONES ABRIL  2016  :B3,15
bi_altorendimiento_dat2.xlsx,Alto rendimiento:D444,0
drah_compliant_cy19.xlsx,DRaH:D33925,1
Structural_Annotation.xlsx,OLD-Templates_ICL3:C2,1
Daily Update Data Agregat Covid-19 Jakarta.xlsx,RDT Ag:A50,2
Sales Data.xlsx,Orders:C5000,1
MP_calc_mitMatrix_TGA.xlsx,PE_aug:AR10,2
Kickstarter_Analysis_CPZ.xlsx,Successful vs Unsuccessful:Q1476,2
7_17_Create_date_and_time_part_columns.xlsx,Sheet1:B35847,1
2191.xlsx,シート7:A3,1
RKC regression current.xlsx,up to 11 sizeweight regress:K1608,1
Repetition_N.01_TR.5_formulas.xlsx,Repetition_N.01_TR.5:B4652,0
leut-MDdata-5k.rect.normal.ascii.xlsx,5k.rect.normal.ascii:D9198,1
gla-household-income-estimates-with-real-change.xlsx,LSOA11:AG3,2
velo-10min(2).xlsx,Feuil1:L1803,1
W1KG13126-37.xlsx,Sheet1:E2,1
2019-06-13-0721_pinus_heldreichii.xlsx,Measurements:E13,1
TPV4.9.xlsx,轉換處:C4,4
RS_2017-18_data_by_LA.xlsx,PHE Check:G4,9
jane_tholt__13118__Resend 081701 Sent out to Customers.xlsx,Summary:B128,2
Bordeaux - Sorties - 1718-1754 (-).xlsx,1718-1754:N18961,2
STN_Forecast_Fixture.xlsx,Departures & lanes:AX106,6
Scores for Streptavidin Mutations.xlsx,Sheet11:AF1458,1
myodds_history_20212022_new_leagues.xlsx,OV-UN model DIVS:C18,1
REPORT T05 - 2018.xlsx,Waste Qty:E129,6
ReportData.xlsx,ReportData:AB246,1
HPL_Births10_14_SMCO.xlsx,Play:C16,0
Argentina data(1918).xlsx,Ceres:A76,1
walkingFast_euler.xlsx,walking_euler:A1,2
eurovision_song_contest_1975_2017v4.xlsx,Data:F30158,1
NHL2011-12.xlsx,SkaterStats:S575,2
Cascades_Master_File_20181029_V1.xlsx,Master:F1164,1
2019-05-26-1023_oxalis_oregana.xlsx,Measurements:E13,0
Xkvbawue2.xlsx,Farbe:A2,1
Vitorvic_keySample_Compare_Output1538699558946.xlsx,Sample_Compare_Output1538699558:B2474,1
SAM-0.1 OR30x100-0.50_6 dataset analysis.xlsx,State026:B88,1
VIL-2016-06.xlsx,JUNE 6:Q23,1
WV_2012.xlsx,AL_asphalt material:D26575,2
Excel challenge.xlsx,BonusStatAnalysis:B794,1
dart_message_generator.xlsx,ent_poly:A28,5
pattern_test.xlsx,KQT 2:W28,1
trips.xlsx,trips:G15258,1
BurnTest180716.1.xlsx,BurnTest180708:S2,1
resource discovery 500.xlsx,resource discovery 500:D316,1
Zbiornik.xlsx,Arkusz2:B14,2
KickStarter_Analysis_using_Excel.xlsx,Bonues Statistical Analytics:B86,1
mercury1650.xlsx,sim:BB918,2
PLANILLA DE REMISIONES DE MAYO 2016-01.xlsx,MAYO:F1116,3
BBG_Security_Application_User_List_v5_34.xlsx,Position:AZ5,3
manual_A_coef.xlsx,age.ds300k.intersect.batch.aa.t:D1943,2
hero.xlsx,英雄军衔配置表:P4,5
python_MRI_matrix_testing.xlsx,MRI z-score Matrix:CDC5,2
信息技术服务业景气指数&市场风险预警数据.xlsx,Sheet3:M13,5
Unit 1 Homework-Kickstart My Chart.xlsx,Goal Outcomes:B10,0
9_Nov.__2016_Yellow___2015-2016___2_.xlsx,Sheet2:M1143,4
Yields_quotes.xlsx,Yields_quotes:K1417,2
MacIC-Portfolio_V5.xlsx,Portfolio Metrics:J4,1
吴沄力S400384106.xlsx,速美免漆下料单:O3,2
Global Coal Plant Tracker July 2020 China plants only -- CENSORED.xlsx,Coal units:X4569,10
mary_fischer__25415__yr 2001 Commissioning Summary 2-26-02.xlsx,Feb 2002:A9,1
relacao_geral_-_vodanet_-_11-06-2014.xlsx,Anatel:N1213,2
BAU Generation Capacity Lifetime.xlsx,US Hydro Lifetime:I1107,2
SAM-0.01 OR30x100-0.50_1 dataset analysis.xlsx,State026:B88,0
Excel HW.xlsx,Data:E3508,1
工作簿1-20181122134456020.xlsx,不良明细:CBJ5,1
Challenge 1 - Kickstarter Data.xlsx,Outcomes Based On Goals:C9,1
【CSOT OCL_FY21 75AR (SSV) 】 SMLD Quality Data Workbook.xlsx,InProcess Conf:BA864532,1
工作簿1-20181122134442335.xlsx,不良明细:CBJ5,1
Excel_dataVis.xlsx,New Sheet & Bonus:B9,1
ISTC_February_2017.xlsx,Items Sold to Customers:F254,28
ZIP_COUNTY_032020.xlsx,ZIP_COUNTY_032020:A10954,1
serverOutput_019.xlsx,serverOutput_019:B1,1
Kimblesworth CD Weir Logger.xlsx,Flows:C10595,2
Relatorio Indices Finais_DIPAM_2010-2017.xlsx,DIPAM_2010:E298,2
8路201303单程运营统计.xlsx,Sheet7:G128,1
2060.xlsx,シート7:A3,1
uP_all_soft_220104.xlsx,Comparison:Z13,1
Senate Full Contribution Data.xlsx,Senate Full Donation Data:M17738,1
2021 DC WGWIDE hom-west IE 2020 Landings and age.xlsx,lengthVIIj2:B10,1
Stock Forecast.xlsx,Virgin Megastore UAE:AZ3,3
copia 7 Maaji Product Master File rev.xlsx,Data_2 (saya - primer reporte):K4832,1
Real-Statistics-Examples-Distributions.xlsx,Weibull 3:D3,5
2019-07-03-0837_osmunda_regalis.xlsx,Measurements:E13,1
Argentina data(1916).xlsx,Ceres:A158,1
截止1月15日24时-输入及本土病例省份及来源.xlsx,10.17输入累计:CO3,1
01-Excel_Homework_Instructions_StarterBook.xlsx,Kickstart:E539,1
西安二手房（链家）.xlsx,Sheet:G1,1
H_Auto_1_5Hubs_tariffs_FTL.xlsx,H_Auto_1_5Hubs_tariffs_FTL:A328,1
eurovision_song_contest_voting_dataset.xlsx,Data:F44121,0
calendar_stress_test.xlsx,cal:A45905,3
Scen_SYS_SubAnnual_Data.xlsx,FILL:AH4,4
数据库-1.xlsx,辅材:M2,36
Homework_StarterBook_DueFeb3.xlsx,Bonus:D5,0
Kickstart_PBF.xlsx,Bonus:D2,0
Logistica.xlsx,Base:B7,7
17上(中国) 受注・売上実績1703.xlsx,●17.03実績＆計画:Z113,41
breastcancer_mcar_normal_nucleoli_consolidado.xlsx,breastcancer_mcar_#campo#_20:B85,1
kc_house_data.csv - Copia atualizadinho.xlsx,Página1:D17471,1
2019-06-18-1012_empty_racir.xlsx,Measurements:C13,1
Projected areas_C2M34_nb pots_corrected.xlsx,Feuil1:E3430,2
Stock NOV-DS 6 Jan 2013.xlsx,WITHOUT ZERO:G1721,1
GL_Driver_Safety_Report_ferguson_20211031_101132.xlsx,Report:Y5,6
工作簿1-20181122162114722.xlsx,不良明细:CBJ5,1
school-enrollment-ell-special-education-2006-21.xlsx,2010:I1393,1
TP2.xlsx,Sheet30:B35,1
SP500_Daily.xlsx,SP500:E15643,1
tracker_combined.xlsx,Tracker Data:Q575,1
VW8637.xlsx,VW8637:E5993,1
0.xlsx,Sheet1:B419,1
KickstartMyChartAnalysis.xlsx,Bonus Statistical Analysis:F466,2
Monsoon2017_ Storage and Discharge.xlsx,Kalmodi:A11,2
Thomeer_spreadsheet_Clerke.xlsx,Sample1:D4,6
SCDNR_Sheepshead.xlsx,SizeByMo:N45,0
NHUNG - NCC - CÔNG NỢ PHẢI TRẢ CN3.xlsx,CHI VP:A2,1
NGC_simbad.xlsx,Sheet1:I5554,1
有限元-试验力位移曲线.xlsx,曲线对比 (2):AL20,1
HW1Excel.xlsx,Sheet1:E3540,1
工作簿1 - 副本-20181124094409794.xlsx,不良明细:CBJ5,1
data processingfn (1).xlsx,VA:C4,2
index correl and deferred effect.xlsx,日CORREL:B4792,60
samplexls.xlsx,Financing:D294,1
2015SecSport.xlsx,Sheet7:B262,1
john_arnold__15461__NFL99.xlsx,Trades:AF5,1
Лаба по химии.xlsx,Лист1:F803,6
191126P2_ROIAnnotationSummary_200218.xlsx,Flash68_annot:A2,1
maoyanMovies.xlsx,Sheet1:E10,1
COCODataset.xlsx,Sheet1:C3745,2
NL.xlsx,CHAR Calcs:BB216430,1
rainfall.xlsx,Worksheet:I4092,1
Kick Starter Challenge - StarterBook - Submission.xlsx,Outcomes based on goals:E10,1
Tio Cash Master 0700 PS One Million Test Prime.xlsx,just another 30:I1,11
all_placements.xlsx,all_placements:O14,1
Thoughtful Comments Labelling.xlsx,Validation:E891,1
45D-4.xlsx,Load-Displacement:D25214,1
SKQ201617S_CTD_Profile_CF.xlsx,PAR:O3,1
Energy_Use_Sector_Fuel_Type.xlsx,MER_T02_02-3:A17295,1
2019-05-16-0728_empty_racir.xlsx,Measurements:E13,0
RESULTADOS-OFICIALES-DISTRITO-09.xlsx,BASE:BE1160,4
chicago-starter.xlsx,guns:A377,1
33067.xlsx,11-04-19:D11,0
KF Lariat Rental Profitability Model.xlsx,Model:E11,1
Edwin Head Count Diciembre_2021.xlsx,NOV TURNOS:F4,1
42 time points LCM nanostring log notmalized.xlsx,Sheet3:B76,2
ClusterFPS_Statics7.xlsx,result-192.168.0.82:D137,0
Project 2 Analyze Survey Data.xlsx,create category:A54,1
9263.xlsx,シート7:A3,2
New File Created.xlsx,Sheet1:Z7135,1
Module 1 - People and households - Numbers.xlsx,femmes_couples_sans_enfants_age:E347,1
T-measures  For modification.xlsx,Sheet0:F6375,1
image-1631663008654.xlsx,2021.02 Análisis:R2,9
Overall_manual_old_with0.5.xlsx,Overall:J52,1
sales.xlsx,Orders:C5000,1
TrajectoryCalculator-new-3D.xlsx,BattedBallTrajectory-2:AB436,2
보람튜브 전체 데이터_형태소 분석.xlsx,전체 상대빈도_원본:D4884,0
TrackingVolunteerContributions.xlsx,December 2015:D1359,1
2019-06-17-0715_picea_abies.xlsx,Measurements:E13,1
Kickstarter_Challenge1.xlsx,Outcomes Based on Goals:D7,1
New_Crude_All_manipulated.xlsx,try:H2,4
Homework 1 Excel-Challenge.xlsx,StarterBook:P1715,1
fable2.xlsx,IMU1:A2,2
Alexandra Rombos Excel Level 1.xlsx,Data Security:L26,1
指數平滑法1081111.xlsx,holt JP8:C152,2
log6.xlsx,log6:A3277,0
NCSP Lat errors.xlsx,Taul1:A169,1
hm_kickstarter_analysis_5-2-2021.xlsx,Crowdfunding Data:J3711,1
2019-05-16-1007_berberis_darwinii.xlsx,Measurements:E13,1
stock_universe_screening_2017_01_06.xlsx,BBG link:E215,1
estimativa_dou_2017.xlsx,Municipios:C5249,1
cooper_richey__4041__EOL_Enpower_deals.xlsx,DATA:F1946,1
Excel1 Homework.xlsx,Sheet8:B251,1
UW PokéDex GO.xlsx,3.0.0 Reverse Search Helper:B10,1
工作簿1-20181122160818045.xlsx,不良明细:CBJ5,1
static_quest_4_processing.xlsx,1_processing_time:C132,1
Seguimiento de Evaluación por Unidad_ejemplo (1).xlsx,Final:B23,0
Hauxley North Compiled.xlsx,Content:B17679,1
calculs.xlsx,urgent brake:E2,1
IDX Stock Symbol Category Market Cap.xlsx,Clean Yahoo:S26,1
Overwinter_Detection_Results_JD.xlsx,w50a23:E1630,1
VIL-2016-02.xlsx,FEB 7:Q18,1
Kickstarter_Challenge.xlsx - Copy.xlsx,Outcomes Based on goals:C10,0
Data Prep for Aging Pop.xlsx,TCCC data:BF17,3
S_143_164_09-09-09-15-03.xlsx,Form:F5780,1
Sampling-distribution-example_Sample-size-effect_Confidence-Intervals.xlsx,Sample Size Effect-Mean and SE :A1539,2
KPMG Data Analytics Project Excel Sheet solved.xlsx,NewCustomerList:V420,1
NHL 2012-13.xlsx,Main Page:Q647,2
delete_missings.xlsx,Sheet1:I27722,2
Report_Template_INDEX.xlsx,OP2:B10,2
2015하수도통계(최종).xlsx,11_1하수처리수재이용:B96,5
EventLog_2.xlsx,Sheet1:E108482,5
P12-Churn-Modelling - Forecast.xlsx,P12-Churn-Modelling - Forecast:B8,2
2020年7月消耗表.xlsx,vivo:AG311756,2
百济-计算百分比.xlsx,计算百分比:C303,1
benjamin_rogers__1051__Consolidated 6 Peaker-051800.xlsx,Depreciation:Z49,0
label_sponsor_data.xlsx,anno_data:D1783,6
Lab2.xlsx,StoreCopy:G405,2
MM1-0626SSM-6700.xlsx,IF Response:H15,1
calculo consumos cloud aws.xlsx,BE analysis:F1281,0
relacao_geral_-_vodanet_-_14-03-2014.xlsx,Anatel:N1213,3
benjamin_rogers__1169__Base.xlsx,Debt:E160,24
Exari.xlsx,CLM:Q25,0
Space Engineers Data.xlsx,S&S Analysis:X10,1
3_Orçamentos.xlsx,Calculo Vendas Software:AO13,2
Karimunjawa Data - Fish.xlsx,B.Karimunjawa-2012:AB33016,1
2019-05-11-1101_clethera_delvayi.xlsx,Measurements:E13,1
SathishKumar_Rajendiran_Group4_HW2.xlsx,M4-relay test.csv:R5596,1
program.xlsx,дома:D143,27
Data set 10-03-2021(AutoRecovered).xlsx,selling expenses:C169,2
Exam 2 Items Sold template.xlsx,Parts Data:A1059,1
errol_mclaughlin_jr__10120__Chase-Stoneville Model 12_29_00.xlsx,Surety Bond Annuity:B11,3
inform-covid-19-risk-index-v012.xlsx,Vulnerability:AP195,1
aim120_amraap.xlsx,Barbados with AIM120-AMRAAP:B2,1
InputData.xlsx,Sheet3:A8,2
Taxa_Assignment_Matrix.xlsx,E:D1,12
negeri-sembilan-house-sale-26022021.xlsx,negeri-sembilan-house-sale-2602:F7931,1
EIS2019_database.xlsx,4.1.1:M5,1
association_info.xlsx,检查数据:Y68,1
20180913_Data_Import_Tool_Logic..xlsx,20180912_Data_Import_Tool_v1:FL2,38
Model Input Document Satisloh V4.6 VFT-Orbit - CPQ.xlsx,Configuration:A6,1
Obstacle_Butane - 1.2.xlsx,Orgininal data V-L 30%H (2):R23,6
Workings.xlsx,BTC_USD:L6,3
SAM-0.01 OR30x100-0.75_3 dataset analysis.xlsx,State026:B88,0
VIL-2015-07.xlsx,JULY 19:Q10,1
BIM_물량집계 자동화 산출기준표_rC(20210903).xlsx,Gutters:AJ427,1
Kickstarter Challenge.xlsx,Outcomes Base on Goals Chart:B12,1
Dashboard_M2_Imports_Data_2018-09-11-18-57-51.xlsx,Dashboard M2 Imports Data:Q61,1
’‘’00-2.xlsx,Load-Displacement:D742781,1
SAM-0.01 OR10x100-0.25_3 dataset analysis.xlsx,State026:B44,0
T 套装升星表.xlsx,套装数值:B25,1
Thomeer2019.xlsx,THOM_B-C_edt_2018_196:D4,10
VTP_MAU_EXCEL_V1.11.xlsx,Quan_huyen:L5,1
DB 10.3 DarwinCore.xlsx,data:C3368,3
BBG_Security_Application_User_List_v5_46.xlsx,Position:AZ5,4
data_score.xlsx,Sheet1:M10838,0
H2_consumption_test_15min.xlsx,H2_consumption_test_15min:V2,2
basestats.xlsx,basestats:C6198,2
GHG Fluxes YYYYMMDD.xlsx,Raw data:C2,2
Mission Blvd betw. I680 & Washington.xlsx,Input:D3,1
WM4132_LT_timeseries_normalization.xlsx,WM3022_LT_timeseries_scaled:D33629,2
termos.xlsx,termosCategoriaDominio.csv:K2,1
StarterBook_JohnClos.xlsx,SuccesfulvsFailedCampaigns:D366,1
check 3.xlsx,Sheet1:E7,1
Trading_Template_V1.1.xlsx,JUL:D128,1
BBG_Security_Application_User_List_v5_6.xlsx,Position:BF5,2
Breclav.xlsx,Hochzeiten:I868,3
IF2总数值表.xlsx,BattlePass:V247435,2
louise_kitchen__22746__Turbine Position Report 051801.xlsx,Cost Cancel Details:C10,4
StarterBook_Mir.xlsx,Bonus:B5,0
Marseille - Sorties - 1768.xlsx,Feuil1:N66,1
SAM-0.01 OR10x100-0.75_1 dataset analysis.xlsx,State026:B44,0
PIB 2000-2019 (INE).xlsx,Tabla_1:AP70,1
Kickstarter_Challenge.Q1.Completed.png - Copy.xlsx,Sheet1:J3981,0
test_aggregating_functions.xlsx,data:C3755,2
sd.xlsx,Results_Production:B81,4
1 proportion hypothesis test with pivot table.xlsx,XLSTAT_20210210_131027_1_HID:A55,1
CovidVaccinationProjection3-3-2021.xlsx,Projections:C5,10
Schedulamatic.xlsx,Classes:I93,1
label_underwriter_data.xlsx,工作表1:AH1,16
工作簿1-20181122162938382.xlsx,不良明细:CBJ5,1
Employees_1.xlsx,Summary Tables:D44,1
5-18.xlsx,股票追踪:AO1048,1
SAM-0.01 OR30x100-0.25_4 dataset analysis.xlsx,State026:B88,1
الماتلين.xlsx,المشاريع:A3,3
Siskey_ABFT Mixing Data_original.xlsx,Sheet1:U1515,1
利润表16-4.开发公司-2019年预算及发展纲要(新河)(1)(1)(1).xlsx,9.销售毛利-财务（不含税）:O2,21
absoluteBestResponse.xlsx,discover:D14412,1
925_listener_data.xlsx,925_listener_data:B45,0
NPL SJT CASH  7-21.xlsx,เจริญกรุง62:H8,2
Kickstarter_Challenge copy.xlsx,Outcomes Based on Goals:B3,1
VIL-2018-06.xlsx,JUN 7:S19,0
2019-02-27_quarter_all_business_income.xlsx,2019-02-27_quarter_all_business:D52,1
Wqqqqqqqqqqqqqqqqqqqqq-20181127164544288.xlsx,不良明细:LI5,1
Real-Statistics-Examples-Correlation-Reliability.xlsx,Corr 3a:B6,2
zadanie5.xlsx,dane:B19,2
ВАТ06ОВ_02_20151120 full.xlsx,Фильтр. Сигналы2:H2,1
BehaviorAG_Mar23.xlsx,Therapeutic duration:D11,0
COVID-AIRPORT.xlsx,DATA:H7886,2
StarterBook Angele Yazbec.xlsx,Bonus Descriptive Stat Analysis:B487685,1
LR2.xlsx,Задание 1:B1,20
Supplementary Table 5 TiO2 unique peptides.xlsx,Proteomic Data:N4802,4
Totalen per rekeningcode Jaarrekening 2015 provincie Groningen.xlsx,Kredieten productgroepen functi:F1,12
熱負荷と自然室温の計算シート.xlsx,1地域:L372897,2
MATRIZ DE RIESGO CISEPRO 2013 MODIFICADA.xlsx,Hoja1:ID26,1
95_5_unguided.xlsx,95_5_Error:H520,2
MA_data_NEWDEF.xlsx,cleaned merger table:J1601,1
OpenStudio_Standards.xlsx,SheetMap:B2,5
JRC-IDEES-2015_Residential_LU.xlsx,RES_summary:O6,6
Kickstarter _Challenge.xlsx,Outcomes Based on Goals:F5,0
jalan 3 km per jam 50 meter.xlsx,take 3:D268,1
Report_2017 08.28.xlsx,Rpt:BJ277,17
loc.kor.produce.xlsx,产出数值:D5,11
Practical example. Confidence intervals_lesson.xlsx,Al Bundy:C14970,1
1-1-3-Kickstarter Analysis Project Submitted.xlsx,Outcomes based on Goal:B12,0
Superstore1.xlsx,Dashboard:Q48,1
BC BÁN HÀNG CH BIÊN HÒA T9.2016.xlsx,19.09:Q17,1
Model Input Document Satisloh V1.1 LDS_Software - CPQ.xlsx,Configuration:D6,1
Potoff_data_branched_alkanes_nerd.xlsx,template:A56,1
Pres_Elec_Data_2012_PrimR.xlsx,County:Q168,10
eurovision_song_contest_1975_2016.xlsx,Data:C82,1
Spell_Config.xlsx,Skill_Level_Config:K5,10
HOS Figures - 2021-05-09.xlsx,Hosp ads from comm:B109,61
GL_Driver_Safety_Report_ferguson_20211019_081739.xlsx,Report:C6,1
ERCOT_2010_Hourly_Wind&Load_GAMS_formatter.xlsx,8760:C8,1
xDAVID.PARRAxIVANPINZON_salarios.xlsx,NOV TURNOS:F31,0
StromKurve_erstellen.xlsx,AlMg5 #1:A2,1
AccountHoldingsLogData.xlsx,Sheet1:AL1,1
Diao2004_v1.xlsx,Widths and BCs:C2,2
passive_skill_info.xlsx,Sheet4:A2,2
151121 hyst_char.xlsx,11_27_flow1:E149,1
kickstarter file.xlsx,backers:C485657,1
ВА15ОН_01_20151227 full.xlsx,Фильтр. Сигналы2:H2,1
5C4-017-A HCRO Noise Charts 4-12dB 1-18GHz (0.25).xlsx,X1:E13,9
Day_11_Sampling-distribution-example_Sample-size-effect_Confidence-Intervals.xlsx,Sample Size Effect-Mean and (2:A2314,1
TEA Percent Housing by Tract.xlsx,Sheet1:C36943,1
PendaHealthdata__Analysis.xlsx,Answer sheet:E8,1
001-functions_financial_amortization_schedules.xlsx,financial 4:G4,6
3.17.Practical-example.Confidence-intervals-lesson.xlsx,Al Bundy:C14970,1
LeetCode.xlsx,English:B820,1
60-6.xlsx,Load-Displacement:D25214,2
ANZ_synthesised_transaction_dataset_changed.xlsx,DSynth_Output_100c_3m_v3:F105,1
radni.xlsx,prinos:B85,0
2003 rel517.xlsx,rel517:G490,2
andy_zipper__152__ICE - Mar27 Power & Gas VOL.xlsx,DD-EPM:U315,0
Results Database 5.xlsx,04-05 (2):G231,2
destination_review.xlsx,Original:B6442,1
benjamin_rogers__1101__2000 Weekly Report - 092600.xlsx,Wheatland:AD66,1
bay6g7.xlsx,Sheet1:B1684,2
Dane w czasie.xlsx,dane:A3,1
45-Spray-Test-100psi.xlsx,Analysis:R4,1
Socai.xlsx,Sheet1:D3,1
big.xlsx,Sheet1:A1,5
CASE2_Kim_Tiono.xlsx,Using Excel_#1-3:B3,1
BASE_BERLINI_COMPLETA.xlsx,VENTAS_BERLINI:A5859,1
AMHMCMC_DRBL.xlsx,AMHMCMC_DRBL_zHALFtoFIVE:N3000,1
策略分析_20160526.xlsx,overfitting檢定:A36,3
PFIII_elasticities_ex2.xlsx,Sheet1:AB1,1
philkotse_car_details_cleaned.xlsx,latest_cleaned:H580,0
HashKey.xlsx,Shenmue II (PAL) (DC):D29,2
Toro.xlsx,Sheet1:B1,1
D&D 5e Random Character Generator 9.9.1 RELEASE VERSION.xlsx,SKILLS:C20,0
تلابت.xlsx,المشاريع :A3,3
exp2.xlsx,Raw Data_Experiment 2:I900,1
KPMG1.xlsx,Merge Table:C6176,11
relacao_geral_-_vodanet_-_12-12-2014.xlsx,Anatel:N1213,3
Pokemon Info.xlsx,Form Rows:F1,5
data-1-1-3-StarterBook_AG.xlsx,Kickstarter:D411,1
excel-challenge-iAppa.xlsx,Bonus:C5,1
relacao_geral_-_vodanet_-_17-03-2014.xlsx,Anatel:N1213,3
60_40_unguided.xlsx,Data:W9220,1
category-yahoo-auction.xlsx,21600:A117,1
2019-01-01行政区划四级.xlsx,区县:H2,141
nehody-brno.xlsx,06:T6897,1
zaloi_0_nogrants.xlsx,Percentiles:B2,4
SAM-0.1 OR5x100-0.75_5 dataset analysis.xlsx,State026:B66,0
STEP_1_in.xlsx,ALL_DATA:D1089,2
Dashboard_M5_Price_Monthly_2018-10-26-20-02-11.xlsx,SNG:I43106,1
record 12-30-2018(results for 4477 can't be trust).xlsx,Sheet1:B203,2
Logged Geyser Data_Final.xlsx,Sheet3:C5,0
all reit industris per info.xlsx,ReferenceData:C2129,4
R1CD.xlsx,Sheet1:C59,2
Caida23MAggVerification.xlsx,Caida23MAggVerification:A52,1
Sustentabilidad.xlsx,CEV2:I2392,1
Start Year Calibration_2020.xlsx,EPS:E1300,1
CHILD STATUS - numbers affected JME chika.xlsx,May 2018:Y853,1
zaloi_1_nogrants.xlsx,Percentiles:B2,4
VIL-2016-10.xlsx,OCT 27:Q15,1
Wqqqqqqqqqqqqqqqqqqqqq-20181127164118204.xlsx,不良明细:LI5,1
REMISIONES- ENERO    2013.xlsx,OBRADOR CRED.:IT6,1
Практика 10.xlsx,Портфель:B1,3
Procedure_1-5009.xlsx,Procedure_1-5009:G4528,1
operabase_from_2016.xlsx,operabase_from_2016:B10241,1
DBViajesCompleta.xlsx,Asistente2:D3,6
MLIAM10det_model.xlsx,economy:E5,6
albert.xlsx,sheet1:K728,2
db_atm.xlsx,Sheet1:I3492,0
X-新语言包配置表.xlsx,Sheet2:B1,5
DrugVisData_Negated_Output_Parsed.xlsx,DrugVisData_Negated_Output_Pars:C3075,1
kickstart_challenge.xlsx,Kickstarter:J3928,0
3-Lookup Functions.xlsx,ApproximateMatch:H5,0
LevelC.xlsx,Sheet1:G1578,1
ALL_USA_PL.xlsx,Arkusz2:H2,1
Dashboard_M5_Price_Monthly_2018-10-22-22-08-50.xlsx,SNG:I43106,1
Revenue.xlsx,Chart:D92,1
松_分级加载.xlsx,50:A591505,1
Raster_Coordenadas.xlsx,Rectifica:B63,3
KB08_FC_1-1_nachher.xlsx,Berechnung_Yu&Stand:DT14,88
Ventas marzo 2021.xlsx,Ventas marzo 2021:P258,2
Historic_Nashville_City_Cemetery_Interments__1846-1979.xlsx,Historic_Nashville_City_Cemeter:B118,1
HousePrices_test_result.xlsx,HousePrices_test_result:D1273,1
DRMS-14-MFOI-00004_2.xlsx,ARCHIVED RECORDS:E10702,1
relacao_geral_-_vodanet_-_22-05-2013.xlsx,Faturamento:H391,6
CorrectingThePastData.xlsx,Experiment 1:EV66,1
SeverityIndex.xlsx,Myanmar:DF8,4
lecture-3_tf-idf.xlsx,文書TF 計算用:F4110,1
Slot183.xlsx,FG1:B459615,2
工作簿1 - 副本-20181123103854775.xlsx,不良明细:CBJ5,1
Dataset 1 - REWS and Turbulence Renormalisation - 01.xlsx,Zero Turbulence Curve:B26,1
inventory_dates.xlsx,inventory:B67199,1
export.xlsx,export:C6383,1
REMISIONES-- NOxxxxxxxxxxxxx    --- 2 0 1 5.xlsx,REM OBRADOR :B68,11
IVANPINZON_Head Count Diciembre_2021.xlsx,NOV TURNOS:F54,1
rainfall_data.xlsx,Sheet1:B4,2
2018_02_03.xlsx,产品:EB9,4
Курсач.Кластер 7 -  All.xlsx,Мужчины:G318,1
Kickstarter_Challenge - Final.xlsx,Outcomes Based on Goals:B8,0
syllable_analysis.xlsx,syllable:AU1586,1
minimum_bounding_box.xlsx,Sheet1:E12746,4
Client_List_2012-13-clean.xlsx,Client_List:M374,2
Data_Experiment.xlsx,Hoja1:B235,2
VIL-2014-11.xlsx,NOV 29:Q10,0
StarterBook - Rafael Santos.xlsx,Bonus:B15,0
DDRStockReport_AITG_1171 (19).xlsx,Stock:U815,1
relacao_geral_-_vodanet_-_06-06-2013.xlsx,Faturamento:H391,6
Commission PSP RTSP 30-11-2018.xlsx,B2S:U45,0
VIL-2015-05.xlsx,MAY 6:Q34,1
Ting Excel StarterBook .xlsx,Sheet1:E3021,2
17-9d2f3331ce4165668838bbc4f7f3af76-1327952387.xlsx,formulario P-2011:T28,1
STORELAND_TBL.xlsx,Feuil4:B3,0
bitcoin-difficulty.xlsx,Data:C416,2
Japanese lyrics dictionary.xlsx,Unique words:C669,1
Copy of TriHistory.xlsx,TriHistory:E2556,2
StarterBook - Mary Gong.xlsx,Bonus:B3,0
SAM-0.01 OR30x100-0.25_10 dataset analysis.xlsx,State026:B88,0
tolerance_012814_HDMA_6-aminohexanoic.xlsx,subtracted:AX17,3
Cleaned_data_LZH_Master_v3.xlsx,Inhah. - Change YoY:B1,0
projectdata-nyse (1).xlsx,Forecast Model:B35,1
DATA_WR_Weather_hourly_result.xlsx,WR I + III result:D388,1
Category_wise_report_2017_synth.xlsx,Cochin:O41,1
RIG dauers CO2.xlsx,6365:F134,1
calibration_methods.xlsx,vessel calibrations:B9,1
Korngrößenverteilung_Mesh_final_new.xlsx,d65_WithIntermediateSections:J2,5
TOBG-Combined.RPKM.xlsx,Sheet1:AN665,2
ufo_lowpitch.xlsx,Sheet1:A24419,2
Real-Statistics-Examples-Regression-2.xlsx,IPFP 3.2:D9,75
